repo_name,has_agent_config,language,stars,clone_url,num_contributors,qc_reason,processed_at
definitelytyped/tsd,0,typescript,1121,https://github.com/definitelytyped/tsd.git,29,no_agent_config,2026-05-26T05:25:46.336594+00:00
furnishup/blueprint3d,0,typescript,1343,https://github.com/furnishup/blueprint3d.git,3,no_agent_config,2026-05-26T05:25:46.487746+00:00
brookshi/hitchhiker,0,typescript,2161,https://github.com/brookshi/hitchhiker.git,3,no_agent_config,2026-05-26T05:25:46.774540+00:00
microsoft/touchdevelop,0,typescript,1359,https://github.com/microsoft/touchdevelop.git,19,no_agent_config,2026-05-26T05:25:47.714413+00:00
augurproject/augur-core,0,typescript,568,https://github.com/augurproject/augur-core.git,28,no_agent_config,2026-05-26T05:25:47.952031+00:00
railsware/upterm,0,typescript,19539,https://github.com/railsware/upterm.git,64,no_agent_config,2026-05-26T05:25:48.213908+00:00
angular/react-native-renderer,0,typescript,801,https://github.com/angular/react-native-renderer.git,13,no_agent_config,2026-05-26T05:25:48.214921+00:00
bitrinjani/r2,0,typescript,730,https://github.com/bitrinjani/r2.git,7,no_agent_config,2026-05-26T05:25:51.336988+00:00
este/este,0,typescript,5505,https://github.com/este/este.git,95,no_agent_config,2026-05-26T05:25:54.571726+00:00
angular/zone.js,0,typescript,3238,https://github.com/angular/zone.js.git,94,no_agent_config,2026-05-26T05:25:54.589745+00:00
tensorflow/tfjs-core,0,typescript,8524,https://github.com/tensorflow/tfjs-core.git,126,no_agent_config,2026-05-26T05:25:54.604740+00:00
sahat/satellizer,0,typescript,7872,https://github.com/sahat/satellizer.git,123,no_agent_config,2026-05-26T05:25:54.622275+00:00
bokeh/bokeh,0,typescript,20385,https://github.com/bokeh/bokeh.git,388,no_agent_config,2026-05-26T05:25:54.723844+00:00
tensorflow/tfjs-node,0,typescript,1030,https://github.com/tensorflow/tfjs-node.git,17,no_agent_config,2026-05-26T05:25:55.762082+00:00
tensorflow/tfjs-converter,0,typescript,672,https://github.com/tensorflow/tfjs-converter.git,38,no_agent_config,2026-05-26T05:25:56.075661+00:00
prettydiff/prettydiff,0,typescript,1725,https://github.com/prettydiff/prettydiff.git,7,no_agent_config,2026-05-26T05:25:56.082185+00:00
phosphorjs/phosphor,0,typescript,989,https://github.com/phosphorjs/phosphor.git,18,no_agent_config,2026-05-26T05:25:56.633042+00:00
denoland/deno_std,0,typescript,2838,https://github.com/denoland/deno_std.git,445,no_agent_config,2026-05-26T05:25:57.864861+00:00
basarat/typescript-collections,0,typescript,1160,https://github.com/basarat/typescript-collections.git,20,no_agent_config,2026-05-26T05:25:58.093780+00:00
rbuckton/reflect-metadata,0,typescript,3108,https://github.com/rbuckton/reflect-metadata.git,7,no_agent_config,2026-05-26T05:25:58.204608+00:00
esvit/ng-table,0,typescript,2831,https://github.com/esvit/ng-table.git,46,no_agent_config,2026-05-26T05:25:58.460343+00:00
zenghongtu/mob,0,typescript,973,https://github.com/zenghongtu/mob.git,2,no_agent_config,2026-05-26T05:25:58.461608+00:00
alexjlockwood/avocado,0,typescript,1024,https://github.com/alexjlockwood/avocado.git,2,no_agent_config,2026-05-26T05:25:59.894666+00:00
coinbase/coinbase-pro-trading-toolkit,0,typescript,814,https://github.com/coinbase/coinbase-pro-trading-toolkit.git,28,no_agent_config,2026-05-26T05:25:59.908132+00:00
maartenbreddels/ipyvolume,0,typescript,1685,https://github.com/maartenbreddels/ipyvolume.git,39,no_agent_config,2026-05-26T05:25:59.917287+00:00
react-navigation/navigation-ex,0,typescript,511,https://github.com/react-navigation/navigation-ex.git,51,no_agent_config,2026-05-26T05:26:00.444894+00:00
ionic-team/ionic-app-scripts,0,typescript,608,https://github.com/ionic-team/ionic-app-scripts.git,73,no_agent_config,2026-05-26T05:26:01.223721+00:00
madou/element-motion,0,typescript,833,https://github.com/madou/element-motion.git,3,no_agent_config,2026-05-26T05:26:02.522770+00:00
videogular/videogular2,0,typescript,682,https://github.com/videogular/videogular2.git,26,no_agent_config,2026-05-26T05:26:03.197366+00:00
only-cliches/nano-sql,0,typescript,785,https://github.com/only-cliches/nano-sql.git,7,no_agent_config,2026-05-26T05:26:03.507821+00:00
awslabs/dynamodb-data-mapper-js,0,typescript,815,https://github.com/awslabs/dynamodb-data-mapper-js.git,12,no_agent_config,2026-05-26T05:26:03.534602+00:00
onivim/oni,0,typescript,11462,https://github.com/onivim/oni.git,86,no_agent_config,2026-05-26T05:26:03.553066+00:00
artsy/emission,0,typescript,620,https://github.com/artsy/emission.git,43,no_agent_config,2026-05-26T05:26:03.561061+00:00
ethereum/js-ethereum-cryptography,0,typescript,758,https://github.com/ethereum/js-ethereum-cryptography.git,12,no_agent_config,2026-05-26T05:26:03.771955+00:00
microsoft/vscode-go,0,typescript,5973,https://github.com/microsoft/vscode-go.git,247,no_agent_config,2026-05-26T05:26:04.473395+00:00
yortus/asyncawait,0,typescript,1899,https://github.com/yortus/asyncawait.git,5,no_agent_config,2026-05-26T05:26:07.020317+00:00
jspm/jspm-cli,0,typescript,3793,https://github.com/jspm/jspm-cli.git,79,no_agent_config,2026-05-26T05:26:07.849820+00:00
turbulenz/turbulenz_engine,0,typescript,4222,https://github.com/turbulenz/turbulenz_engine.git,12,no_agent_config,2026-05-26T05:26:07.860632+00:00
stbui/angular-material-app,0,typescript,516,https://github.com/stbui/angular-material-app.git,1,no_agent_config,2026-05-26T05:26:09.227720+00:00
alexjlockwood/shapeshifter,0,typescript,3725,https://github.com/alexjlockwood/shapeshifter.git,3,no_agent_config,2026-05-26T05:26:09.457299+00:00
rwieruch/nextjs-firebase-authentication,0,typescript,598,https://github.com/rwieruch/nextjs-firebase-authentication.git,4,no_agent_config,2026-05-26T05:26:09.952003+00:00
polymer/web-component-tester,0,typescript,567,https://github.com/polymer/web-component-tester.git,42,no_agent_config,2026-05-26T05:26:10.608153+00:00
apollographql/apollo-link,0,typescript,1439,https://github.com/apollographql/apollo-link.git,112,no_agent_config,2026-05-26T05:26:10.609392+00:00
microsoft/dts-gen,0,typescript,2436,https://github.com/microsoft/dts-gen.git,22,no_agent_config,2026-05-26T05:26:11.161511+00:00
fulls1z3/universal,0,typescript,707,https://github.com/fulls1z3/universal.git,7,no_agent_config,2026-05-26T05:26:11.172723+00:00
brackets-userland/brackets-git,0,typescript,647,https://github.com/brackets-userland/brackets-git.git,44,no_agent_config,2026-05-26T05:26:11.525082+00:00
yangshun/lago,0,typescript,2741,https://github.com/yangshun/lago.git,15,no_agent_config,2026-05-26T05:26:11.777231+00:00
ant-design/ant-design-pro-layout,0,typescript,962,https://github.com/ant-design/ant-design-pro-layout.git,229,no_agent_config,2026-05-26T05:26:11.928908+00:00
lsqy/taro-music,0,typescript,1705,https://github.com/lsqy/taro-music.git,2,no_agent_config,2026-05-26T05:26:12.166398+00:00
firebaseextended/bolt,0,typescript,880,https://github.com/firebaseextended/bolt.git,16,no_agent_config,2026-05-26T05:26:12.340885+00:00
andreasonny83/unique-names-generator,0,typescript,526,https://github.com/andreasonny83/unique-names-generator.git,13,no_agent_config,2026-05-26T05:26:12.382127+00:00
tessera-metrics/tessera,0,typescript,1204,https://github.com/tessera-metrics/tessera.git,16,no_agent_config,2026-05-26T05:26:13.325135+00:00
emonney/quickapp,0,typescript,1333,https://github.com/emonney/quickapp.git,3,no_agent_config,2026-05-26T05:26:14.420028+00:00
andycall/rcre,0,typescript,674,https://github.com/andycall/rcre.git,2,no_agent_config,2026-05-26T05:26:14.646851+00:00
uwnetworkslab/uproxy-p2p,0,typescript,837,https://github.com/uwnetworkslab/uproxy-p2p.git,43,no_agent_config,2026-05-26T05:26:14.749797+00:00
angular-gantt/angular-gantt,0,typescript,1400,https://github.com/angular-gantt/angular-gantt.git,37,no_agent_config,2026-05-26T05:26:14.766139+00:00
alexandercerutti/passkit-generator,0,typescript,1159,https://github.com/alexandercerutti/passkit-generator.git,21,no_agent_config,2026-05-26T05:26:18.829539+00:00
microsoftdx/vorlonjs,0,typescript,2909,https://github.com/microsoftdx/vorlonjs.git,44,no_agent_config,2026-05-26T05:26:19.397056+00:00
aedron/luoo.qy,0,typescript,542,https://github.com/aedron/luoo.qy.git,0,no_agent_config,2026-05-26T05:26:19.455171+00:00
googledatalab/datalab,0,typescript,978,https://github.com/googledatalab/datalab.git,42,no_agent_config,2026-05-26T05:26:19.464439+00:00
trimox/angular-mdc-web,0,typescript,543,https://github.com/trimox/angular-mdc-web.git,20,no_agent_config,2026-05-26T05:26:19.524808+00:00
rxjs-cn/rxjs-docs-cn,0,typescript,779,https://github.com/rxjs-cn/rxjs-docs-cn.git,159,no_agent_config,2026-05-26T05:26:19.556216+00:00
linkedin/opticss,0,typescript,716,https://github.com/linkedin/opticss.git,4,no_agent_config,2026-05-26T05:26:20.578071+00:00
pixijs/pixi-particles,0,typescript,597,https://github.com/pixijs/pixi-particles.git,17,no_agent_config,2026-05-26T05:26:20.793894+00:00
q-nick/npm-gui,0,typescript,637,https://github.com/q-nick/npm-gui.git,8,no_agent_config,2026-05-26T05:26:21.278920+00:00
tvillarete/ipod-classic-js,0,typescript,1604,https://github.com/tvillarete/ipod-classic-js.git,7,no_agent_config,2026-05-26T05:26:21.350641+00:00
localvoid/ivi,0,typescript,792,https://github.com/localvoid/ivi.git,5,no_agent_config,2026-05-26T05:26:21.384569+00:00
haikuteam/core,0,typescript,733,https://github.com/haikuteam/core.git,12,no_agent_config,2026-05-26T05:26:21.406407+00:00
mozilla/shumway,0,typescript,3707,https://github.com/mozilla/shumway.git,40,no_agent_config,2026-05-26T05:26:21.492958+00:00
ascoders/gaea-editor,0,typescript,1127,https://github.com/ascoders/gaea-editor.git,5,no_agent_config,2026-05-26T05:26:22.089144+00:00
sourcegraph/javascript-typescript-langserver,0,typescript,798,https://github.com/sourcegraph/javascript-typescript-langserver.git,25,no_agent_config,2026-05-26T05:26:22.525681+00:00
buzinas/tslint-eslint-rules,0,typescript,722,https://github.com/buzinas/tslint-eslint-rules.git,40,no_agent_config,2026-05-26T05:26:22.625836+00:00
ibm/openapi-to-graphql,0,typescript,1581,https://github.com/ibm/openapi-to-graphql.git,25,no_agent_config,2026-05-26T05:26:23.097457+00:00
edcarroll/ng2-semantic-ui,0,typescript,626,https://github.com/edcarroll/ng2-semantic-ui.git,25,no_agent_config,2026-05-26T05:26:23.105193+00:00
harryho/react-crm,0,typescript,523,https://github.com/harryho/react-crm.git,4,no_agent_config,2026-05-26T05:26:23.388882+00:00
expo/expo,0,typescript,49497,https://github.com/expo/expo.git,403,clone_failed_or_missing,2026-05-26T05:26:23.794381+00:00
joe-re/sql-language-server,0,typescript,700,https://github.com/joe-re/sql-language-server.git,15,no_agent_config,2026-05-26T05:26:24.652793+00:00
happykit/flags,0,typescript,1049,https://github.com/happykit/flags.git,5,no_agent_config,2026-05-26T05:26:24.665425+00:00
compodoc/ngd,0,typescript,601,https://github.com/compodoc/ngd.git,7,no_agent_config,2026-05-26T05:26:24.675857+00:00
iamvucms/react-native-instagram-clone,0,typescript,689,https://github.com/iamvucms/react-native-instagram-clone.git,2,no_agent_config,2026-05-26T05:26:25.652402+00:00
toonvanstrijp/nestjs-i18n,0,typescript,717,https://github.com/toonvanstrijp/nestjs-i18n.git,70,no_agent_config,2026-05-26T05:26:25.991719+00:00
theintern/intern,0,typescript,4360,https://github.com/theintern/intern.git,55,no_agent_config,2026-05-26T05:26:26.062168+00:00
microsoft/angular-react,0,typescript,546,https://github.com/microsoft/angular-react.git,21,no_agent_config,2026-05-26T05:26:26.364386+00:00
yannbf/ionic3-components,0,typescript,1691,https://github.com/yannbf/ionic3-components.git,23,no_agent_config,2026-05-26T05:26:26.667420+00:00
mattlewis92/angular-calendar,0,typescript,2818,https://github.com/mattlewis92/angular-calendar.git,33,no_agent_config,2026-05-26T05:26:26.734024+00:00
gqless/gqless,0,typescript,3287,https://github.com/gqless/gqless.git,12,no_agent_config,2026-05-26T05:26:30.618538+00:00
actions-on-google/actions-on-google-nodejs,0,typescript,901,https://github.com/actions-on-google/actions-on-google-nodejs.git,30,no_agent_config,2026-05-26T05:26:31.114268+00:00
zalando-incubator/graphql-jit,0,typescript,1084,https://github.com/zalando-incubator/graphql-jit.git,31,no_agent_config,2026-05-26T05:26:31.190162+00:00
maxvien/next-shopify-storefront,0,typescript,642,https://github.com/maxvien/next-shopify-storefront.git,5,no_agent_config,2026-05-26T05:26:31.358728+00:00
thx/rap2-dolores,0,typescript,610,https://github.com/thx/rap2-dolores.git,7,no_agent_config,2026-05-26T05:26:31.594519+00:00
frontarm/navi,0,typescript,2072,https://github.com/frontarm/navi.git,27,no_agent_config,2026-05-26T05:26:31.608846+00:00
zxch3n/pomodorologger,0,typescript,806,https://github.com/zxch3n/pomodorologger.git,5,no_agent_config,2026-05-26T05:26:31.623715+00:00
palantir/tslint,0,typescript,5909,https://github.com/palantir/tslint.git,386,no_agent_config,2026-05-26T05:26:31.798363+00:00
aaronius/penpal,0,typescript,541,https://github.com/aaronius/penpal.git,12,no_agent_config,2026-05-26T05:26:37.050335+00:00
tildeio/router.js,0,typescript,1347,https://github.com/tildeio/router.js.git,57,no_agent_config,2026-05-26T05:26:37.068862+00:00
millsp/ts-toolbelt,0,typescript,6972,https://github.com/millsp/ts-toolbelt.git,14,no_agent_config,2026-05-26T05:26:39.257437+00:00
daybrush/scenejs,0,typescript,2495,https://github.com/daybrush/scenejs.git,9,no_agent_config,2026-05-26T05:26:39.339698+00:00
tomastrajan/angular-ngrx-material-starter,0,typescript,2735,https://github.com/tomastrajan/angular-ngrx-material-starter.git,50,no_agent_config,2026-05-26T05:26:39.767551+00:00
kac89/vulnrepo,0,typescript,556,https://github.com/kac89/vulnrepo.git,4,no_agent_config,2026-05-26T05:26:39.831405+00:00
vega/voyager,0,typescript,1352,https://github.com/vega/voyager.git,21,no_agent_config,2026-05-26T05:26:39.885957+00:00
microsoft/azure-repos-vscode,0,typescript,653,https://github.com/microsoft/azure-repos-vscode.git,24,no_agent_config,2026-05-26T05:26:40.268762+00:00
viktorgullmark/exilence-next,0,typescript,567,https://github.com/viktorgullmark/exilence-next.git,12,no_agent_config,2026-05-26T05:26:40.954247+00:00
danielykpan/date-time-picker,0,typescript,558,https://github.com/danielykpan/date-time-picker.git,6,no_agent_config,2026-05-26T05:26:41.003961+00:00
stoically/temporary-containers,0,typescript,750,https://github.com/stoically/temporary-containers.git,18,no_agent_config,2026-05-26T05:26:41.186127+00:00
cozmo/jsqr,0,typescript,4011,https://github.com/cozmo/jsqr.git,10,no_agent_config,2026-05-26T05:26:41.240188+00:00
compodoc/compodoc,0,typescript,4107,https://github.com/compodoc/compodoc.git,72,no_agent_config,2026-05-26T05:26:41.257062+00:00
dalelotts/angular-bootstrap-datetimepicker,0,typescript,1285,https://github.com/dalelotts/angular-bootstrap-datetimepicker.git,20,no_agent_config,2026-05-26T05:26:42.097470+00:00
xobotyi/react-scrollbars-custom,0,typescript,819,https://github.com/xobotyi/react-scrollbars-custom.git,11,no_agent_config,2026-05-26T05:26:42.108447+00:00
peterding/chord,0,typescript,744,https://github.com/peterding/chord.git,1,no_agent_config,2026-05-26T05:26:42.143060+00:00
mongodb/docs,0,typescript,772,https://github.com/mongodb/docs.git,270,clone_failed_or_missing,2026-05-26T05:26:42.314454+00:00
alexkhymenko/ngx-permissions,0,typescript,952,https://github.com/alexkhymenko/ngx-permissions.git,11,no_agent_config,2026-05-26T05:26:42.448348+00:00
ota-meshi/eslint-plugin-regexp,0,typescript,760,https://github.com/ota-meshi/eslint-plugin-regexp.git,21,no_agent_config,2026-05-26T05:26:42.485083+00:00
szwacz/fs-jetpack,0,typescript,763,https://github.com/szwacz/fs-jetpack.git,13,no_agent_config,2026-05-26T05:26:42.503849+00:00
alm-tools/alm,0,typescript,2756,https://github.com/alm-tools/alm.git,5,no_agent_config,2026-05-26T05:26:42.533841+00:00
vlio20/angular-datepicker,0,typescript,509,https://github.com/vlio20/angular-datepicker.git,30,no_agent_config,2026-05-26T05:26:43.078288+00:00
davidtheclark/cosmiconfig,0,typescript,3383,https://github.com/davidtheclark/cosmiconfig.git,29,no_agent_config,2026-05-26T05:26:44.409936+00:00
metamask/eth-sig-util,0,typescript,586,https://github.com/metamask/eth-sig-util.git,36,no_agent_config,2026-05-26T05:26:44.443907+00:00
mateogianolio/vectorious,0,typescript,911,https://github.com/mateogianolio/vectorious.git,16,no_agent_config,2026-05-26T05:26:44.474503+00:00
daninet/hash-wasm,0,typescript,885,https://github.com/daninet/hash-wasm.git,3,no_agent_config,2026-05-26T05:26:44.516192+00:00
warrenday/graphql-network-inspector,0,typescript,577,https://github.com/warrenday/graphql-network-inspector.git,24,no_agent_config,2026-05-26T05:26:45.445490+00:00
basarat/typescript-book,0,typescript,20551,https://github.com/basarat/typescript-book.git,219,no_agent_config,2026-05-26T05:26:45.495747+00:00
deepstreamio/deepstream.io,0,typescript,7189,https://github.com/deepstreamio/deepstream.io.git,29,no_agent_config,2026-05-26T05:26:45.560729+00:00
sebastianm/angular-google-maps,0,typescript,1989,https://github.com/sebastianm/angular-google-maps.git,70,no_agent_config,2026-05-26T05:26:46.063833+00:00
replit/clui,0,typescript,1240,https://github.com/replit/clui.git,7,no_agent_config,2026-05-26T05:26:46.155139+00:00
sinclairzx81/typebox,0,typescript,6705,https://github.com/sinclairzx81/typebox.git,55,no_agent_config,2026-05-26T05:26:46.231662+00:00
callstack/haul,0,typescript,3585,https://github.com/callstack/haul.git,88,no_agent_config,2026-05-26T05:26:46.253756+00:00
aosp-mirror/platform_development,0,typescript,2696,https://github.com/aosp-mirror/platform_development.git,210,no_agent_config,2026-05-26T05:26:46.417624+00:00
sierrasoftworks/iridium,0,typescript,569,https://github.com/sierrasoftworks/iridium.git,11,no_agent_config,2026-05-26T05:26:46.936146+00:00
angulartics/angulartics2,0,typescript,1009,https://github.com/angulartics/angulartics2.git,77,no_agent_config,2026-05-26T05:26:47.198566+00:00
sghall/react-compound-slider,0,typescript,607,https://github.com/sghall/react-compound-slider.git,15,no_agent_config,2026-05-26T05:26:47.331514+00:00
qiu8310/minapp,0,typescript,927,https://github.com/qiu8310/minapp.git,9,no_agent_config,2026-05-26T05:26:47.421891+00:00
graphile/migrate,0,typescript,831,https://github.com/graphile/migrate.git,26,no_agent_config,2026-05-26T05:26:49.131935+00:00
jsganttimproved/jsgantt-improved,0,typescript,519,https://github.com/jsganttimproved/jsgantt-improved.git,39,no_agent_config,2026-05-26T05:26:49.899812+00:00
seek-oss/capsize,0,typescript,1682,https://github.com/seek-oss/capsize.git,21,no_agent_config,2026-05-26T05:26:50.162862+00:00
kriasoft/nodejs-api-starter,0,typescript,3118,https://github.com/kriasoft/nodejs-api-starter.git,0,no_agent_config,2026-05-26T05:26:50.480683+00:00
eakoriakin/ionic-selectable,0,typescript,539,https://github.com/eakoriakin/ionic-selectable.git,5,no_agent_config,2026-05-26T05:26:50.529707+00:00
angular-architects/module-federation-plugin,0,typescript,835,https://github.com/angular-architects/module-federation-plugin.git,39,no_agent_config,2026-05-26T05:26:50.716032+00:00
alibaba/alist,0,typescript,980,https://github.com/alibaba/alist.git,2,no_agent_config,2026-05-26T05:26:50.798839+00:00
freecodecamp/chapter,0,typescript,1909,https://github.com/freecodecamp/chapter.git,91,no_agent_config,2026-05-26T05:26:50.818639+00:00
plasticrake/tplink-smarthome-api,0,typescript,997,https://github.com/plasticrake/tplink-smarthome-api.git,8,no_agent_config,2026-05-26T05:26:52.310068+00:00
forcedotcom/sfdx-data-move-utility,0,typescript,536,https://github.com/forcedotcom/sfdx-data-move-utility.git,21,no_agent_config,2026-05-26T05:26:53.380862+00:00
microsoft/vott,0,typescript,3673,https://github.com/microsoft/vott.git,18,no_agent_config,2026-05-26T05:26:53.460133+00:00
elemefe/element-angular,0,typescript,520,https://github.com/elemefe/element-angular.git,3,no_agent_config,2026-05-26T05:26:54.468726+00:00
marp-team/marp-vscode,0,typescript,2030,https://github.com/marp-team/marp-vscode.git,6,no_agent_config,2026-05-26T05:26:54.479524+00:00
voidcosmos/npkill,0,typescript,9194,https://github.com/voidcosmos/npkill.git,30,no_agent_config,2026-05-26T05:26:56.136784+00:00
piotrwitek/typesafe-actions,0,typescript,2407,https://github.com/piotrwitek/typesafe-actions.git,25,no_agent_config,2026-05-26T05:26:56.972572+00:00
mobily/ts-belt,0,typescript,1049,https://github.com/mobily/ts-belt.git,8,no_agent_config,2026-05-26T05:26:57.225154+00:00
chakroun-anas/turbo-console-log,0,typescript,788,https://github.com/chakroun-anas/turbo-console-log.git,5,no_agent_config,2026-05-26T05:26:57.326717+00:00
kactus-io/kactus,0,typescript,1484,https://github.com/kactus-io/kactus.git,220,no_agent_config,2026-05-26T05:26:57.349014+00:00
0xproject/0x-monorepo,0,typescript,1341,https://github.com/0xproject/0x-monorepo.git,73,no_agent_config,2026-05-26T05:26:58.564656+00:00
felixhao28/jscpp,0,typescript,728,https://github.com/felixhao28/jscpp.git,8,no_agent_config,2026-05-26T05:26:58.670526+00:00
vitejs/vite-plugin-react,0,typescript,1083,https://github.com/vitejs/vite-plugin-react.git,123,no_agent_config,2026-05-26T05:26:58.726142+00:00
apollographql/apollo-link-rest,0,typescript,790,https://github.com/apollographql/apollo-link-rest.git,46,no_agent_config,2026-05-26T05:26:58.743814+00:00
nativescript/nativescript-angular,0,typescript,1214,https://github.com/nativescript/nativescript-angular.git,51,no_agent_config,2026-05-26T05:26:58.989698+00:00
meituan-dianping/beeshell,0,typescript,1710,https://github.com/meituan-dianping/beeshell.git,1,no_agent_config,2026-05-26T05:26:59.008754+00:00
diez/diez,0,typescript,1174,https://github.com/diez/diez.git,9,no_agent_config,2026-05-26T05:26:59.017745+00:00
actions/setup-java,0,typescript,1911,https://github.com/actions/setup-java.git,104,no_agent_config,2026-05-26T05:27:07.466596+00:00
projectstorm/react-diagrams,0,typescript,8888,https://github.com/projectstorm/react-diagrams.git,80,no_agent_config,2026-05-26T05:27:07.483197+00:00
