commit_sha,repo_removed,repo_kept,language,cluster_size,stars_removed,stars_kept
5a15e6af5473aa4b62244ba99c253a1026db6b1f,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
2f929218f1b8da91b26bd7cb5025a23154a91c64,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
d30402a889a114f485cfecdd8b052a5ccc2c4cd9,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
72eaa5c2f23f1c6baa870389c138f26d954d2d01,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
ddded999284c9cf8eb4101b3c6e86cdeba4e4944,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
1a790e6c46faead0921249feb3d466caf26835fc,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
1f3a8b63633591b6788d00dd66eb95cf6afc330a,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
edddbe33b7e36db13d0105393c6c25e2e243c191,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
1fcfd4cdb4f6ec356938fe750714aae27db090f6,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
a530f7785fcabfa80b7356c8248bdbf632f5c1e0,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
097dab72110f4779c4ca3463835d0ab371f25033,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
bdaaeec34024d0c89806124aaf1427e0eb721682,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
11c130d3593cb996f10e753ac2ab995b336af62e,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
1c3ba4e8fc0975add2d93852cd63ee7694fe2b2f,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
6b4b2413f11ffec9fbb0c2d67f143f495e6d428a,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
a2bbcf3c08a5602f55f825c86638d30f9c109837,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
8a8ea56340c3c390a96c9e25c6712a495b26966b,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
5c70e914bb379575969830b2261d3f395d62dd2a,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
84cebbdebf1a4aef1979da745f619ba8d090c883,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
9368432bfe980599210cfa15067cb4eac928a5ce,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
dc4149d3be167ac97f01b6c35b04c4f5506d297e,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
77265d53966193958c0d370475bc2df041760d99,SynkraAI/aios-core,SynkraAI/aiox-core,javascript,2,1422,2968
5e5d54c50830127df6f73c32d78dea1b7f9fed2e,cyclonedx/cdxgen,cdxgen/cdxgen,javascript,2,855,1010
65804790e8ebe10a884ec93c04121b7ec1f2a0af,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
f5fe45bad75af99bb05500e758d2a635968b2dc9,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
0d0c53e6ce83ed5df2b6b90c8b1071ad2c5050f0,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
11fb8918ac2e101220bf464da1f1943bfe3de5c8,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
e6894721776c76c7023c7a87d63d132c9e694568,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
36fb714fd24265cca2054a9727c32555d4a99a0f,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
25d0f46ab39c172191bf9c54cfa51a259d2af529,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
4d8ccf3bbe57b9ca8b7e350f9a48cf5f5d6ac6ef,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
acffbbb5dabf4e517c7a1e5a2542c2bda557e6e4,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
2da3252df04b19fb64ed2f686c49645c4f33ce9e,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
33167420c49fae0bf538a13e43c11dd5582d4ed9,covibes/zeroshot,the-open-engine/zeroshot,javascript,2,1500,1626
b7b3cf4f37550a0471f2da95ece8d356cee737a4,facebook/metro,react/metro,javascript,2,5598,5612
fb207ec17857832d0252dd763fce4be07ca47ae2,facebook/metro,react/metro,javascript,2,5598,5612
974d8e580d28525721552bb6f8a3f833a0bdbafc,facebook/metro,react/metro,javascript,2,5598,5612
0a4897f90d5296495b68b11e3967904cc4a3ddea,facebook/metro,react/metro,javascript,2,5598,5612
877b64ea596730e0ff50001c50943a243aa2f31e,facebook/metro,react/metro,javascript,2,5598,5612
ccd9a57650dcc3fff0ae8d0f77e57660c4689253,facebook/metro,react/metro,javascript,2,5598,5612
d137ec4826006df819d2972d26aa300d9a6f914b,facebook/metro,react/metro,javascript,2,5598,5612
0ca1a59ab30646480d73c725ece5de54cbcf4a1f,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
0ca1a59ab30646480d73c725ece5de54cbcf4a1f,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
abeacf02903ed4dfb85c019007322be225f2af5f,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
abeacf02903ed4dfb85c019007322be225f2af5f,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
a5fd00278d0cdc741e99cbb0efbcbba08a4dfcfd,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
a5fd00278d0cdc741e99cbb0efbcbba08a4dfcfd,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
68b22fad104e48340cf2dcacda6de1c394420f37,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
68b22fad104e48340cf2dcacda6de1c394420f37,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
9f87ba215b4f62c01df707b9da6ad23701747042,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
9f87ba215b4f62c01df707b9da6ad23701747042,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
0342886eb05518fbc64ae594c98a7ba4c49fa5a9,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
0342886eb05518fbc64ae594c98a7ba4c49fa5a9,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
e8e497bc9df3943fb119deda3f023fb28e7a11c1,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
e8e497bc9df3943fb119deda3f023fb28e7a11c1,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
e0e79294496ee8fed20162b3a8941bc9700e8d70,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
e0e79294496ee8fed20162b3a8941bc9700e8d70,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
d4ec9c69a94e09feda1a784d59e1962164591885,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
d4ec9c69a94e09feda1a784d59e1962164591885,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
c027fe6542a6930c565225d3e5c65db8bce3ddec,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
c027fe6542a6930c565225d3e5c65db8bce3ddec,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
29a87cba7c8dfaaba1559d5ebdfa9f4eedfc6472,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
29a87cba7c8dfaaba1559d5ebdfa9f4eedfc6472,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
763ff977645905d9c5df0d5f54ff040d86f3cea0,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
763ff977645905d9c5df0d5f54ff040d86f3cea0,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
d5ef3b4f1f4c6407a54a95419d26ab7678113084,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
d5ef3b4f1f4c6407a54a95419d26ab7678113084,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
74a4851421e1edb9fd5cfc5a3d802f73e0fbc3c5,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
74a4851421e1edb9fd5cfc5a3d802f73e0fbc3c5,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
898b82dee02578c87918ded59b3b14724df82226,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
898b82dee02578c87918ded59b3b14724df82226,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
ddb9923df2894080770d59470d0a9f0ce811649f,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
ddb9923df2894080770d59470d0a9f0ce811649f,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
f5167a5ca93902de6dc8503ba1572db55abe7667,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
f5167a5ca93902de6dc8503ba1572db55abe7667,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
93dc3d134f0bd6a39f20916d873f06ec6075acd6,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
93dc3d134f0bd6a39f20916d873f06ec6075acd6,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
e84999663cd955fb87ade79dc0065d5d1abf874d,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
e84999663cd955fb87ade79dc0065d5d1abf874d,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
b6a49163ea94be7df30da460bf03066aa14186ea,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
b6a49163ea94be7df30da460bf03066aa14186ea,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
1063fdf1ade3eaa3361b4476f36f1e0824be486c,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
1063fdf1ade3eaa3361b4476f36f1e0824be486c,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
aaaa8e96fee1d926bb173e282df8a11fee2a1bf8,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
aaaa8e96fee1d926bb173e282df8a11fee2a1bf8,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
b12d6849404ce3fc473e637bbb8d0ff8ed6faf91,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
b12d6849404ce3fc473e637bbb8d0ff8ed6faf91,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
caec78ed3871d7e30ee44d67333dbbf403b3c2fb,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
caec78ed3871d7e30ee44d67333dbbf403b3c2fb,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
7b369d2df3e1f4122fddcb7dd2ffc88474378759,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
7b369d2df3e1f4122fddcb7dd2ffc88474378759,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
f25ae33dff84a49837715fc5ef0dcef9cdbb1b79,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
f25ae33dff84a49837715fc5ef0dcef9cdbb1b79,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
e107b4e2253e0d803e48858138bf0513f53055d1,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
e107b4e2253e0d803e48858138bf0513f53055d1,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
2d80cc3afd66fa222c8f3cfefa6f7a4621b5fcb4,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
2d80cc3afd66fa222c8f3cfefa6f7a4621b5fcb4,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
7e2217186a45c082a83ca3292aff93043934a39d,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
7e2217186a45c082a83ca3292aff93043934a39d,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
0f77681df4753b6d413505937ec2955038cd653b,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
0f77681df4753b6d413505937ec2955038cd653b,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
d858f51a68ec9b04f3c002ae0144b195f4499a4c,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
d858f51a68ec9b04f3c002ae0144b195f4499a4c,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
053269823bc95d8c9dda3f74fdbfd1974757ee78,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
053269823bc95d8c9dda3f74fdbfd1974757ee78,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
e5cc0bb48b45d70f620365ceb92af8e6c7ca9837,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
e5cc0bb48b45d70f620365ceb92af8e6c7ca9837,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
67aeb049c2086df77f4b8dceafcd212f802ef8c5,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
67aeb049c2086df77f4b8dceafcd212f802ef8c5,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
7be9affea289287396cd282f1563e0502deee783,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
7be9affea289287396cd282f1563e0502deee783,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
0a18fc346444553c977e6c89798bbf80446892db,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
0a18fc346444553c977e6c89798bbf80446892db,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
01f0b4b5405591715f3d5d417aceae9a475049b9,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
01f0b4b5405591715f3d5d417aceae9a475049b9,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
f0a20e4dd78d0b9ee474050beacae94909df8dc5,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
f0a20e4dd78d0b9ee474050beacae94909df8dc5,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
c11ec0555451338c3ef666753ec2b24731d7a2c7,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
c11ec0555451338c3ef666753ec2b24731d7a2c7,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
e6e33602c314ffbf62b9f72017aa0b868a6e94ff,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
e6e33602c314ffbf62b9f72017aa0b868a6e94ff,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
2f28c99db472907df74ffe3d69a77c17d9648cd5,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
2f28c99db472907df74ffe3d69a77c17d9648cd5,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
98d92d75709734f363b8d6c2ae25a935588beaf7,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
98d92d75709734f363b8d6c2ae25a935588beaf7,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
0d6349a6c11061f46ad0c3f4b8b4c3fbd615f235,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
0d6349a6c11061f46ad0c3f4b8b4c3fbd615f235,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
86c5863afbb50d08eb64b6407f366b5c6dcb1595,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
86c5863afbb50d08eb64b6407f366b5c6dcb1595,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
1a3d9537674ec8fea8e4e522516041a29d300ddb,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
1a3d9537674ec8fea8e4e522516041a29d300ddb,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
709f0382bf725a7944d1b2993add3c36e6872818,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
709f0382bf725a7944d1b2993add3c36e6872818,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
34b39f0a37aa71ac09934c6f6c5ea5e6ba756bb0,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
34b39f0a37aa71ac09934c6f6c5ea5e6ba756bb0,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
cd057255769440451d5854e51e5ff0cd5eff34e2,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
cd057255769440451d5854e51e5ff0cd5eff34e2,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
1cb4bebcf5d2c5a3c3860048f10d71c9d14e5db9,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
1cb4bebcf5d2c5a3c3860048f10d71c9d14e5db9,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
290c8b2909815c9b19aecee34305e300b15c836a,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
290c8b2909815c9b19aecee34305e300b15c836a,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
6a293cfc2aadae85f69b0ba7d31affb03f1df9be,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
6a293cfc2aadae85f69b0ba7d31affb03f1df9be,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
77d929429f741a2287b655c4cf067afbafe3ca33,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
77d929429f741a2287b655c4cf067afbafe3ca33,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
3ac3a2ae708877a94d65f537ed444ebeb1b5eb44,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
3ac3a2ae708877a94d65f537ed444ebeb1b5eb44,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
54e6da31264d5c0cd6d28786c481e010a1812962,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
54e6da31264d5c0cd6d28786c481e010a1812962,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
936cf26706a35f6df06c30ded85222363545ba1d,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
936cf26706a35f6df06c30ded85222363545ba1d,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
7616309a32092b21b5c19176c18aed92ce4b7f9c,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
7616309a32092b21b5c19176c18aed92ce4b7f9c,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
b959b1844f6970b2bf57d2c8a0d1647e2dd78d4d,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
b959b1844f6970b2bf57d2c8a0d1647e2dd78d4d,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
fa78692167290cbb82c5bff3e04224b8674b58f6,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
fa78692167290cbb82c5bff3e04224b8674b58f6,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
a4e15d56160a8e9a6a682914cbab0c1cead8df32,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
a4e15d56160a8e9a6a682914cbab0c1cead8df32,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
897cff60513357041175eceb69a7aab0c6c54e8e,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
897cff60513357041175eceb69a7aab0c6c54e8e,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
9a13d2fc0b95c65c98aea1796e9a9ac29be4b159,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
9a13d2fc0b95c65c98aea1796e9a9ac29be4b159,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
e9a66da1e715b17eb1418a1f606b0d4abd58f51c,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
e9a66da1e715b17eb1418a1f606b0d4abd58f51c,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
ef43f5161f9d4cec0f735fe302210ff932388416,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
ef43f5161f9d4cec0f735fe302210ff932388416,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
9d5db87249d37e9e229cfe6ec013a660fc55ee2d,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
9d5db87249d37e9e229cfe6ec013a660fc55ee2d,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
c2ada7e7991b6e1fe4b54acfb42dafda7ae82874,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
c2ada7e7991b6e1fe4b54acfb42dafda7ae82874,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
d812c66020f8a0c5fb87b54bc4a2a36c1418e013,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
d812c66020f8a0c5fb87b54bc4a2a36c1418e013,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
e1d661ece064c890adb0ef7416bc924301b66e34,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
e1d661ece064c890adb0ef7416bc924301b66e34,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
6299b9181fa771874577d4218fd0b3eda8578891,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
6299b9181fa771874577d4218fd0b3eda8578891,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
6c27b2b338f29d9ccb47a6f0f88257da5cc61579,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
6c27b2b338f29d9ccb47a6f0f88257da5cc61579,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
2e87c60afccfab16fed0f0efd3e56dd2d9de10cf,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
2e87c60afccfab16fed0f0efd3e56dd2d9de10cf,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
14e47acd9c4266ad62401c6fea798c6a534139ac,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
14e47acd9c4266ad62401c6fea798c6a534139ac,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
cb27c18026b3c9ecbde9b8117ef6477cd466a696,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
cb27c18026b3c9ecbde9b8117ef6477cd466a696,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
6d330557561d66df4d0fe669da1b12dec6febfdb,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
6d330557561d66df4d0fe669da1b12dec6febfdb,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
0b621298474963cdb977e1828c3dc6bb1704cfb5,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
0b621298474963cdb977e1828c3dc6bb1704cfb5,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
e79c472d7b942e76be6a620e47075409c06985d9,glittercowboy/get-shit-done,gsd-build/get-shit-done,javascript,3,11910,63823
e79c472d7b942e76be6a620e47075409c06985d9,open-gsd/gsd-core,gsd-build/get-shit-done,javascript,3,6077,63823
