repo_name,language,clone_url,github_id
android-notes/swissarmyknife,java,https://github.com/android-notes/swissarmyknife.git,3258890
youlookwhat/bywebview,java,https://github.com/youlookwhat/bywebview.git,3258896
stevenhalim/cpbook-code,java,https://github.com/stevenhalim/cpbook-code.git,3258897
requery/sqlite-android,java,https://github.com/requery/sqlite-android.git,3258898
nordicsemiconductor/android-ble-library,java,https://github.com/nordicsemiconductor/android-ble-library.git,3258900
crossoverjie/jcsprout,java,https://github.com/crossoverjie/jcsprout.git,3258904
shuzheng/zheng,java,https://github.com/shuzheng/zheng.git,3258906
crossoverjie/cim,java,https://github.com/crossoverjie/cim.git,3258907
vedenin/useful-java-links,java,https://github.com/vedenin/useful-java-links.git,3258908
ehsantang/apimanager,java,https://github.com/ehsantang/apimanager.git,3258953
wkeyuan/dwsurvey,java,https://github.com/wkeyuan/dwsurvey.git,3259024
rhwayfun/spring-boot-learning-examples,java,https://github.com/rhwayfun/spring-boot-learning-examples.git,3259080
houko/springbootunity,java,https://github.com/houko/springbootunity.git,3259181
zephery/newblog,java,https://github.com/zephery/newblog.git,3259227
alibaba/jetcache,java,https://github.com/alibaba/jetcache.git,3259433
ngbdf/redis-manager,java,https://github.com/ngbdf/redis-manager.git,3259435
yinjihuan/spring-cloud,java,https://github.com/yinjihuan/spring-cloud.git,3259436
richardgong/playwithcompiler,java,https://github.com/richardgong/playwithcompiler.git,3259440
ibcalpha/ibc,java,https://github.com/ibcalpha/ibc.git,3259450
rohanpadhye/jqf,java,https://github.com/rohanpadhye/jqf.git,3259451
yanzhenjie/andpermission,java,https://github.com/yanzhenjie/andpermission.git,3259515
iqiyi/qigsaw,java,https://github.com/iqiyi/qigsaw.git,3259688
kongzue/dialogv3,java,https://github.com/kongzue/dialogv3.git,3259733
qiurunze123/threadandjuc,java,https://github.com/qiurunze123/threadandjuc.git,3259797
aefyr/sai,java,https://github.com/aefyr/sai.git,3259808
fayson/cdhproject,java,https://github.com/fayson/cdhproject.git,3259820
baidu/brpc-java,java,https://github.com/baidu/brpc-java.git,3259850
hank-whu/rpc-benchmark,java,https://github.com/hank-whu/rpc-benchmark.git,3259878
guang19/framework-learning,java,https://github.com/guang19/framework-learning.git,3259887
han-ylun/saas_ihrm,java,https://github.com/han-ylun/saas_ihrm.git,3259905
openjdk/jol,java,https://github.com/openjdk/jol.git,3259959
moxi624/learningnotes,java,https://github.com/moxi624/learningnotes.git,3260002
scwang90/smartrefreshlayout,java,https://github.com/scwang90/smartrefreshlayout.git,3260037
527515025/springboot,java,https://github.com/527515025/springboot.git,3260048
arello-mobile/moxy,java,https://github.com/arello-mobile/moxy.git,3260188
shuzijun/leetcode-editor,java,https://github.com/shuzijun/leetcode-editor.git,3260219
ryanfehr/hackerrank,java,https://github.com/ryanfehr/hackerrank.git,3260309
maning0303/gankmm,java,https://github.com/maning0303/gankmm.git,3260396
aachartmodel/aachartcore,java,https://github.com/aachartmodel/aachartcore.git,3260430
yushijinhun/authlib-injector,java,https://github.com/yushijinhun/authlib-injector.git,3260448
ityouknow/spring-boot-examples,java,https://github.com/ityouknow/spring-boot-examples.git,3260696
jessyancoding/mvparms,java,https://github.com/jessyancoding/mvparms.git,3260699
saysky/forestblog,java,https://github.com/saysky/forestblog.git,3260704
qunarcorp/bistoury,java,https://github.com/qunarcorp/bistoury.git,3260706
daniulive/smarterstreaming,java,https://github.com/daniulive/smarterstreaming.git,3260731
dyc87112/springcloud-learning,java,https://github.com/dyc87112/springcloud-learning.git,3260801
apache/dubbo-spring-boot-project,java,https://github.com/apache/dubbo-spring-boot-project.git,3260828
lawnchairlauncher/lawnchair,java,https://github.com/lawnchairlauncher/lawnchair.git,3260890
yangchong211/lifehelper,java,https://github.com/yangchong211/lifehelper.git,3260966
vipshop/saturn,java,https://github.com/vipshop/saturn.git,3261036
nisrulz/android-examples,java,https://github.com/nisrulz/android-examples.git,3261106
baeldung/spring-security-oauth,java,https://github.com/baeldung/spring-security-oauth.git,3261108
android/animation-samples,java,https://github.com/android/animation-samples.git,3261111
json-iterator/java,java,https://github.com/json-iterator/java.git,3261112
dkzwm/smoothrefreshlayout,java,https://github.com/dkzwm/smoothrefreshlayout.git,3261116
trekawek/coffee-gb,java,https://github.com/trekawek/coffee-gb.git,3261118
jzyong/game-server,java,https://github.com/jzyong/game-server.git,3261119
simon987/much-assembly-required,java,https://github.com/simon987/much-assembly-required.git,3261120
lenve/javaboy-code-samples,java,https://github.com/lenve/javaboy-code-samples.git,3261125
eventuate-local/eventuate-local,java,https://github.com/eventuate-local/eventuate-local.git,3261126
eventuate-tram/eventuate-tram-sagas,java,https://github.com/eventuate-tram/eventuate-tram-sagas.git,3261129
google/science-journal,java,https://github.com/google/science-journal.git,3261137
eventuate-tram/eventuate-tram-core,java,https://github.com/eventuate-tram/eventuate-tram-core.git,3261138
wanliyang1990/wlmedia,java,https://github.com/wanliyang1990/wlmedia.git,3261140
yinjihuan/kitty,java,https://github.com/yinjihuan/kitty.git,3261144
superblaubeere27/obfuscator,java,https://github.com/superblaubeere27/obfuscator.git,3261155
nicennnnnnnlee/bilibilidown,java,https://github.com/nicennnnnnnlee/bilibilidown.git,3261157
liuyueyi/spring-boot-demo,java,https://github.com/liuyueyi/spring-boot-demo.git,3261178
zhihu/matisse,java,https://github.com/zhihu/matisse.git,3261203
hs-web/hsweb-framework,java,https://github.com/hs-web/hsweb-framework.git,3261227
alipay/solopi,java,https://github.com/alipay/solopi.git,3261295
bytedance/bytex,java,https://github.com/bytedance/bytex.git,3261456
project-travel-mate/travel-mate,java,https://github.com/project-travel-mate/travel-mate.git,3261478
sofastack/sofa-ark,java,https://github.com/sofastack/sofa-ark.git,3261521
ruffianzhong/rwidgethelper,java,https://github.com/ruffianzhong/rwidgethelper.git,3261595
nacos-group/nacos-spring-project,java,https://github.com/nacos-group/nacos-spring-project.git,3261680
smarteist/android-image-slider,java,https://github.com/smarteist/android-image-slider.git,3261681
janino-compiler/janino,java,https://github.com/janino-compiler/janino.git,3261682
tls-attacker/tls-attacker,java,https://github.com/tls-attacker/tls-attacker.git,3261683
dunwu/java-tutorial,java,https://github.com/dunwu/java-tutorial.git,3261687
coderbruis/javasourcecodelearning,java,https://github.com/coderbruis/javasourcecodelearning.git,3261688
byteblogs168/plumemo,java,https://github.com/byteblogs168/plumemo.git,3261691
gayanvoice/android-vpn-client-ics-openvpn,java,https://github.com/gayanvoice/android-vpn-client-ics-openvpn.git,3261704
spring-petclinic/spring-petclinic-rest,java,https://github.com/spring-petclinic/spring-petclinic-rest.git,3261707
wxgzgl/flinkx-web,java,https://github.com/wxgzgl/flinkx-web.git,3261718
krlvm/powertunnel,java,https://github.com/krlvm/powertunnel.git,3261727
alibaba/arouter,java,https://github.com/alibaba/arouter.git,3261823
newbee-ltd/newbee-mall,java,https://github.com/newbee-ltd/newbee-mall.git,3261837
tywo45/t-io,java,https://github.com/tywo45/t-io.git,3261906
ashqal/md360player4android,java,https://github.com/ashqal/md360player4android.git,3261961
hansolo/tilesfx,java,https://github.com/hansolo/tilesfx.git,3261971
chillzhuang/blade-tool,java,https://github.com/chillzhuang/blade-tool.git,3262034
oasisfeng/island,java,https://github.com/oasisfeng/island.git,3262057
ddssingsong/webrtc_android,java,https://github.com/ddssingsong/webrtc_android.git,3262091
gdgahmedabad/learning-resources,java,https://github.com/gdgahmedabad/learning-resources.git,3262156
sylvainhalle/textidote,java,https://github.com/sylvainhalle/textidote.git,3262190
mkyong/spring-boot,java,https://github.com/mkyong/spring-boot.git,3262197
tencent/tencentkona-8,java,https://github.com/tencent/tencentkona-8.git,3262199
javapathfinder/jpf-core,java,https://github.com/javapathfinder/jpf-core.git,3262208
andreale94/moneywallet,java,https://github.com/andreale94/moneywallet.git,3262222
hex007/freej2me,java,https://github.com/hex007/freej2me.git,3262224
darbyluv2code/spring-and-hibernate-for-beginners,java,https://github.com/darbyluv2code/spring-and-hibernate-for-beginners.git,3262226
pop4959/chunky,java,https://github.com/pop4959/chunky.git,3262305
smart-cloud/smart-cloud,java,https://github.com/smart-cloud/smart-cloud.git,3262318
zhisheng17/flink-learning,java,https://github.com/zhisheng17/flink-learning.git,3262350
huanghaibin-dev/calendarview,java,https://github.com/huanghaibin-dev/calendarview.git,3262362
amitshekhariitbhu/fast-android-networking,java,https://github.com/amitshekhariitbhu/fast-android-networking.git,3262389
google/volley,java,https://github.com/google/volley.git,3262522
android/views-widgets-samples,java,https://github.com/android/views-widgets-samples.git,3262545
geekidea/spring-boot-plus,java,https://github.com/geekidea/spring-boot-plus.git,3262611
qihoo360/quicksql,java,https://github.com/qihoo360/quicksql.git,3262655
winterchens/my-site,java,https://github.com/winterchens/my-site.git,3262670
aserbao/androidcamera,java,https://github.com/aserbao/androidcamera.git,3262683
siaorg/sia-task,java,https://github.com/siaorg/sia-task.git,3262699
yangchong211/ycvideoplayer,java,https://github.com/yangchong211/ycvideoplayer.git,3262730
aslody/virtualapp,java,https://github.com/aslody/virtualapp.git,3262796
thirtydegreesray/openhub,java,https://github.com/thirtydegreesray/openhub.git,3262857
alibaba/qlexpress,java,https://github.com/alibaba/qlexpress.git,3262932
eclipse/paho.mqtt.android,java,https://github.com/eclipse/paho.mqtt.android.git,3262952
heinrichreimer/material-intro,java,https://github.com/heinrichreimer/material-intro.git,3263022
sukritishah15/ds-algo-point,java,https://github.com/sukritishah15/ds-algo-point.git,3263171
java-aid/hackerrank-solutions,java,https://github.com/java-aid/hackerrank-solutions.git,3263273
hantsy/spring-reactive-sample,java,https://github.com/hantsy/spring-reactive-sample.git,3263284
jakewharton/dagger-reflect,java,https://github.com/jakewharton/dagger-reflect.git,3263304
guxingke/mini-jvm,java,https://github.com/guxingke/mini-jvm.git,3263307
automvc/bee,java,https://github.com/automvc/bee.git,3263311
shpralex/sproutlife,java,https://github.com/shpralex/sproutlife.git,3263326
bluemap-minecraft/bluemap,java,https://github.com/bluemap-minecraft/bluemap.git,3263335
ozlerhakan/poiji,java,https://github.com/ozlerhakan/poiji.git,3263337
tianma8023/xposedsmscode,java,https://github.com/tianma8023/xposedsmscode.git,3263352
jackson0714/passjava-platform,java,https://github.com/jackson0714/passjava-platform.git,3263353
alibaba/compileflow,java,https://github.com/alibaba/compileflow.git,3263360
gessnerfl/fake-smtp-server,java,https://github.com/gessnerfl/fake-smtp-server.git,3263404
jeffli1993/springboot-learning-example,java,https://github.com/jeffli1993/springboot-learning-example.git,3263895
yalantis/ucrop,java,https://github.com/yalantis/ucrop.git,3263917
exrick/xmall,java,https://github.com/exrick/xmall.git,3263976
quartz-scheduler/quartz,java,https://github.com/quartz-scheduler/quartz.git,3264022
objectbox/objectbox-java,java,https://github.com/objectbox/objectbox-java.git,3264023
jtablesaw/tablesaw,java,https://github.com/jtablesaw/tablesaw.git,3264026
zhaoss/weixinrecordeddemo,java,https://github.com/zhaoss/weixinrecordeddemo.git,3264030
lognet/grpc-spring-boot-starter,java,https://github.com/lognet/grpc-spring-boot-starter.git,3264034
vector4wang/spring-boot-quick,java,https://github.com/vector4wang/spring-boot-quick.git,3264036
klinker-apps/talon-for-twitter-android,java,https://github.com/klinker-apps/talon-for-twitter-android.git,3264042
netflix/metacat,java,https://github.com/netflix/metacat.git,3264043
joychou93/java-sec-code,java,https://github.com/joychou93/java-sec-code.git,3264044
lerry903/ruoyi,java,https://github.com/lerry903/ruoyi.git,3264045
laodaobazi/ldbz-shop,java,https://github.com/laodaobazi/ldbz-shop.git,3264050
chiclaim/androidall,java,https://github.com/chiclaim/androidall.git,3264051
yacy/yacy_grid_parser,java,https://github.com/yacy/yacy_grid_parser.git,3264055
uavorg/uavstack,java,https://github.com/uavorg/uavstack.git,3264058
salesforce/reactive-grpc,java,https://github.com/salesforce/reactive-grpc.git,3264060
chinalwb/android-rich-text-editor,java,https://github.com/chinalwb/android-rich-text-editor.git,3264062
wangdayeeeeee/geometricweather,java,https://github.com/wangdayeeeeee/geometricweather.git,3264065
tibcosoftware/jasperreports,java,https://github.com/tibcosoftware/jasperreports.git,3264068
lennartkoopmann/nzyme,java,https://github.com/lennartkoopmann/nzyme.git,3264071
spring-projects-experimental/spring-boot-thin-launcher,java,https://github.com/spring-projects-experimental/spring-boot-thin-launcher.git,3264073
leosanqing/java-notes,java,https://github.com/leosanqing/java-notes.git,3264075
update4j/update4j,java,https://github.com/update4j/update4j.git,3264076
crashinvaders/gdx-texture-packer-gui,java,https://github.com/crashinvaders/gdx-texture-packer-gui.git,3264082
nextgenhealthcare/connect,java,https://github.com/nextgenhealthcare/connect.git,3264095
wh1t3p1g/ysomap,java,https://github.com/wh1t3p1g/ysomap.git,3264101
dhatim/fastexcel,java,https://github.com/dhatim/fastexcel.git,3264106
jagrosh/vortex,java,https://github.com/jagrosh/vortex.git,3264108
refactoringguru/design-patterns-java,java,https://github.com/refactoringguru/design-patterns-java.git,3264113
aikar/commands,java,https://github.com/aikar/commands.git,3264116
niefy/wx-api,java,https://github.com/niefy/wx-api.git,3264122
adlered/bolo-solo,java,https://github.com/adlered/bolo-solo.git,3264123
creativeinquiry/pembroider,java,https://github.com/creativeinquiry/pembroider.git,3264126
nicennnnnnnlee/bilibililiverecorder,java,https://github.com/nicennnnnnnlee/bilibililiverecorder.git,3264138
open-scratch/teaching-open,java,https://github.com/open-scratch/teaching-open.git,3264194
banqijane/bilibili_danmuji,java,https://github.com/banqijane/bilibili_danmuji.git,3264283
emanuele-f/pcapdroid,java,https://github.com/emanuele-f/pcapdroid.git,3264312
yokeyword/fragmentation,java,https://github.com/yokeyword/fragmentation.git,3265041
justson/agentweb,java,https://github.com/justson/agentweb.git,3265044
tencent/shadow,java,https://github.com/tencent/shadow.git,3265045
pay-group/best-pay-sdk,java,https://github.com/pay-group/best-pay-sdk.git,3265049
mqzhangw/jimu,java,https://github.com/mqzhangw/jimu.git,3265050
sjwall/materialtaptargetprompt,java,https://github.com/sjwall/materialtaptargetprompt.git,3265054
dtstack/flinkstreamsql,java,https://github.com/dtstack/flinkstreamsql.git,3265055
liaochong/myexcel,java,https://github.com/liaochong/myexcel.git,3265056
intuit/wasabi,java,https://github.com/intuit/wasabi.git,3265058
jellysquid3/sodium-fabric,java,https://github.com/jellysquid3/sodium-fabric.git,3265059
federicodotta/brida,java,https://github.com/federicodotta/brida.git,3265060
mzheravin/exchange-core,java,https://github.com/mzheravin/exchange-core.git,3265064
goweii/anylayer,java,https://github.com/goweii/anylayer.git,3265065
java-diff-utils/java-diff-utils,java,https://github.com/java-diff-utils/java-diff-utils.git,3265068
didi/logi-kafkamanager,java,https://github.com/didi/logi-kafkamanager.git,3265070
javacc/javacc,java,https://github.com/javacc/javacc.git,3265072
mylhyl/android-zxing,java,https://github.com/mylhyl/android-zxing.git,3265073
yellowcath/videoprocessor,java,https://github.com/yellowcath/videoprocessor.git,3265075
vert-x3/vertx-guide-for-java-devs,java,https://github.com/vert-x3/vertx-guide-for-java-devs.git,3265076
hansolo/medusa,java,https://github.com/hansolo/medusa.git,3265078
univocity/univocity-trader,java,https://github.com/univocity/univocity-trader.git,3265080
baidu-aip/speech-demo,java,https://github.com/baidu-aip/speech-demo.git,3265081
alloytools/org.alloytools.alloy,java,https://github.com/alloytools/org.alloytools.alloy.git,3265083
guchengwuyue/yshopmall,java,https://github.com/guchengwuyue/yshopmall.git,3265084
apache/bahir-flink,java,https://github.com/apache/bahir-flink.git,3265085
exch-bms2/beatoraja,java,https://github.com/exch-bms2/beatoraja.git,3265088
graphql-java/java-dataloader,java,https://github.com/graphql-java/java-dataloader.git,3265089
m2049r/xmrwallet,java,https://github.com/m2049r/xmrwallet.git,3265094
replaymod/replaymod,java,https://github.com/replaymod/replaymod.git,3265096
lucko/spark,java,https://github.com/lucko/spark.git,3265174
yangchong211/ycandroidtool,java,https://github.com/yangchong211/ycandroidtool.git,3265241
fanyong920/jvppeteer,java,https://github.com/fanyong920/jvppeteer.git,3265476
dyc87112/springboot-learning,java,https://github.com/dyc87112/springboot-learning.git,3265521
guardianproject/haven,java,https://github.com/guardianproject/haven.git,3265522
tiann/epic,java,https://github.com/tiann/epic.git,3265528
mindorksopensource/android-mvvm-architecture,java,https://github.com/mindorksopensource/android-mvvm-architecture.git,3265531
yummylau/panelswitchhelper,java,https://github.com/yummylau/panelswitchhelper.git,3265534
teradata/kylo,java,https://github.com/teradata/kylo.git,3265541
nikita36078/j2me-loader,java,https://github.com/nikita36078/j2me-loader.git,3265543
88250/symphony,java,https://github.com/88250/symphony.git,3265544
88250/solo,java,https://github.com/88250/solo.git,3265545
uber/ureplicator,java,https://github.com/uber/ureplicator.git,3265546
yacy/yacy_grid_mcp,java,https://github.com/yacy/yacy_grid_mcp.git,3265547
gothinkster/spring-boot-realworld-example-app,java,https://github.com/gothinkster/spring-boot-realworld-example-app.git,3265550
masayukisuda/mp4composer-android,java,https://github.com/masayukisuda/mp4composer-android.git,3265551
kaiwaehner/kafka-streams-machine-learning-examples,java,https://github.com/kaiwaehner/kafka-streams-machine-learning-examples.git,3265552
jfree/jfreechart,java,https://github.com/jfree/jfreechart.git,3265554
audiveris/audiveris,java,https://github.com/audiveris/audiveris.git,3265555
minbox-projects/api-boot,java,https://github.com/minbox-projects/api-boot.git,3265561
dlsc-software-consulting-gmbh/preferencesfx,java,https://github.com/dlsc-software-consulting-gmbh/preferencesfx.git,3265566
hivemq/hivemq-mqtt-client,java,https://github.com/hivemq/hivemq-mqtt-client.git,3265572
