repo_to_remove,repo_to_keep,shared_commit_sha,cluster_size,language,stars_removed,stars_kept
fireeye/flare-fakenet-ng,mandiant/flare-fakenet-ng,596bb139b59eb15323510ed41e33661a40c8d80c,2,python,1187,2130
paddlepaddle/deepspeech,paddlepaddle/paddlespeech,18b2b7c65df7d9a16a26372cef6bfdf52693603a,2,python,1489,12660
hyperledger/sawtooth-core,hyperledger-archives/sawtooth-core,be283f9cc4cbe53f8eed3b66b00a7fcffe58804f,2,python,1426,1427
sberbank-ai/ru-gpts,ai-forever/ru-gpts,8234af5cce96cd766f07a461ed5d44957649376e,2,python,1290,1546
deepmind/ferminet,google-deepmind/ferminet,241079505223c532c20c884fd454f7069cca81a4,2,python,571,838
deepmind/bsuite,google-deepmind/bsuite,b4c9fed9769d410dd5b1aa448675fb8a83a32405,2,python,1411,1555
deepmind/sonnet,google-deepmind/sonnet,5a465696383f967d5bffb6599347d9e6c15cef4b,2,python,9588,9939
kaggle/kaggle-api,Kaggle/kaggle-cli,89eb72dd811492c500839f65332f669cd839d2bc,2,python,7095,7488
michaelchu/optopsy,goldspanlabs/optopsy,db32f9db8dc3acc49456b731c7b32d8e19f065ad,2,python,1260,1410
qiime2/qiime2,rachis-org/rachis,9a9df4cd28e811c82678d1552bc867ba0836229a,2,python,527,529
intelai/models,intel/ai-reference-models,5ab91112b6d628a707aacdc8550fc920d858254c,3,python,648,726
intel/models,intel/ai-reference-models,5ab91112b6d628a707aacdc8550fc920d858254c,3,python,670,726
sdispater/pendulum,python-pendulum/pendulum,daa4b936daf3f4dfa7d211aa0ac1e9d82d5401d4,2,python,6285,6668
deepmind/chex,google-deepmind/chex,99a7852bacbf7172cb04c0d7fe6a93086ed281bd,2,python,618,949
cgre-aachen/gempy,gempy-project/gempy,c784c08cce4bf374cdd3f198d4d272e2ec708342,2,python,886,1320
obsidianforensics/unfurl,RyanDFIR/unfurl,300a24b1203cf4439a602459fb4df7c36a6d092e,2,python,709,758
kaushaltrivedi/fast-bert,utterworks/fast-bert,b41ee05af18fbbff3e5fa209476041ce345e4c6a,2,python,1474,1854
karumi/kin,serchinastico/kin,75aa50912edda211b8257fa7367d380f42bba09b,2,python,727,1063
msu-coinlab/pymoo,anyoptimization/pymoo,0c1edf6c41a3d3cfa428edf9bf002fb40e9006f8,2,python,721,2911
microsoft/dowhy,py-why/dowhy,9c16f59d23416270233c75901513ec7b023a52d3,2,python,3714,8247
open-mmlab/openselfsup,open-mmlab/mmselfsup,1e1645ee9cb0bc64d96c9e40638e3454c9755d3c,2,python,1418,2798
sdispater/tomlkit,python-poetry/tomlkit,edb92c70ce26bd29d42c076d962ffab7294139b1,2,python,607,842
guhongze/adminset,guohongze/adminset,340de2d1db2e370606318b4e17c5a32094e0df2b,2,python,2795,3277
qubvel/segmentation_models.pytorch,qubvel-org/segmentation_models.pytorch,dcd19d676bdfbf73fc140d5b98d780f449b0a2f8,2,python,9134,11684
givemeallyourcats/cats-blender-plugin,absolute-quantum/cats-blender-plugin,4c0c1d40ed9220382b1b2dbd6fc6ca6f9e4fd68e,3,python,1179,3314
e63uozicmujivxmyshivi9ao/cats-blender-plugin,absolute-quantum/cats-blender-plugin,4c0c1d40ed9220382b1b2dbd6fc6ca6f9e4fd68e,3,python,1232,3314
savmartin/textools-blender,franMarz/TexTools-Blender,22569949976eedaf7229d1f178919e52cbb9128a,2,python,1515,2046
hyperledger/indy-node,hyperledger-indy/indy-node,5a68647240decaebc95f765f4120f593dac4cf3b,2,python,693,704
intelrealsense/realsense-ros,realsenseai/realsense-ros,93865a5564cecc7d2962e04cb83631786f4e42e9,2,python,3066,3408
scikit-hep/awkward-1.0,scikit-hep/awkward,ea2d88c8df7fe2cfd3a7f8b157846e7c18d0aa1c,2,python,528,973
micropyramid/django-crm,Django-CRM/Django-CRM,8cb9803748bb3e03f843c47413232185f78261f2,2,python,2367,2378
rail-berkeley/d4rl,farama-foundation/d4rl,1ed16f94b74d9d7ee60fa399746ace754bc0b838,2,python,658,1348
gorialis/jishaku,scarletcafe/jishaku,98a4e0f2f186d961231db20b61cee80450f69fb9,2,python,540,572
asteroid-team/torch-audiomentations,iver56/torch-audiomentations,1e6edf1851402d898377ec6562d5094b1d0fbdfc,2,python,983,1108
aliparlakci/bulk-downloader-for-reddit,Serene-Arc/bulk-downloader-for-reddit,2c99c584a5ae993d31e5241e80a37649f0dcca7f,2,python,2141,2562
logamee/lin-cms-flask,talelin/lin-cms-flask,0cbd9b9c034cf97021dce78e5d37c913f41d036e,2,python,840,842
aws-quickstart/taskcat,aws-ia/taskcat,16faee5348c9b2dd59a2d929a5b76b6a0213b378,2,python,912,1205
graal-research/poutyne,freud14/poutyne,896f1d4d1d33da5884fd279617f1b12f1fd21244,2,python,573,578
xinntao/basicsr,xpixelgroup/basicsr,00f36b08efe3a791571d95334fb3df4d2709b42c,2,python,3236,6519
casbin/pycasbin,apache/casbin-pycasbin,f283d32477ac5c596a0a7efcfeed2f80d0092625,2,python,1686,1757
pcrbot/yobot,yuudi/yobot,0480f8efb768ff3da1efcb1d59a52e2840d12259,2,python,556,576
pm4py/pm4py-core,process-intelligence-solutions/pm4py,d38419790ca2be0fd97b2d5608d4b9084d12317b,2,python,745,996
geohot/tinygrad,tinygrad/tinygrad,4a7cf2e420928c24669db44b0c649dafb6eeaecd,2,python,6480,33426
derrod/legendary,legendary-gl/legendary,a25307da71f6d074d276c369360ac48e280d18d9,2,python,4968,5258
zhangn1985/ykdl,LifeActor/ykdl,a838d723dc031d12d844ae8a5e4f7e38b4b5c17c,3,python,1065,1512
seahoh/ykdl,LifeActor/ykdl,a838d723dc031d12d844ae8a5e4f7e38b4b5c17c,3,python,1421,1512
graphbrain/graphbrain,hyperquest-hq/hyperbase,c6168086548f3dfe072eb86afbbffb8bb1d07dfa,2,python,633,643
encode/starlette,Kludex/starlette,e4307065ea6dbe708fba9643d14fe7adfff06d46,2,python,11413,12530
xesscorp/skidl,devbisme/skidl,0bf801bd3b74e6ef94bd9aa1b68eef756b568276,2,python,676,1598
custom-components/alexa_media_player,alandtse/alexa_media_player,b9df09d34b7c6c20686bc4e68b4b651a88dd6943,2,python,1148,1959
adrotog/pandasgui,adamerose/pandasgui,b7cbf5a530d8edb3091638937d5b884a4a1244d4,2,python,2579,3228
ines/spacy-course,explosion/spacy-course,e600dc05d69b525155a9b2438501233c217b9ada,2,python,1968,2338
fireeye/flare-floss,mandiant/flare-floss,ac4abe5fd8068bfc8b45fd857d1c0806431d4f2e,2,python,1933,4113
tdameritrade/stumpy,stumpy-dev/stumpy,02201b44536433e143c3bc474b4ec35a92d54e6f,2,python,3887,4140
eleurent/highway-env,farama-foundation/highwayenv,f30f71df5e2a5f54cb1f96c95741bf9d1f051594,2,python,1642,3298
jazzband/prettytable,prettytable/prettytable,a9189d045303d18ca29df5b3823889e708d5b32d,2,python,1370,1670
elementai/baal,baal-org/baal,687accc17e25b3d4584dd3aee1f8d90f07cb3d86,2,python,579,912
pythonistaguild/twitchio,twitchio/twitchio,7a8295b1d192f98d4b3ebfdfacc4e74272684851,2,python,877,887
poljar/matrix-nio,matrix-nio/matrix-nio,5e9ee82825f0357fec5872b393d348ac5f78aa5c,2,python,509,705
lucit-systems-and-development/unicorn-binance-websocket-api,oliver-zehentleitner/unicorn-binance-websocket-api,c749d7e7e1791a8890d829f9e379cbdbae254d92,2,python,688,737
quantaxis/quantaxis,yutiansut/quantaxis,eee768252058aa096b34e00de0472f2a97151ac0,2,python,6576,10036
kubeflow-kale/kale,kubeflow/kale,4e4dffe98e055e3f1a0a0f3be3f6d3078de1bf7e,2,python,649,699
axinc-ai/ailia-models,ailia-ai/ailia-models,2958f86a449fc5b59f1d11ca888ce9365663eea7,2,python,2299,2362
encode/uvicorn,Kludex/uvicorn,a67ac860a0329138c29f6e208c85e0e2286d554e,2,python,9637,10888
lyft/cartography,cartography-cncf/cartography,1db944073f91bb8243e6a067f562f05d61fb45e3,2,python,2982,4003
ice-cirno/hoshinobot,ice9coffee/hoshinobot,a76abc603e5de500d7fcba2997eb3fabc8236a5e,2,python,1222,1486
mikel-brostrom/yolov5_deepsort_pytorch,mikel-brostrom/boxmot,c3319b58d51c96749a8cf6b3c19f64e24066e7e1,6,python,2468,8265
mikel-brostrom/yolov5_deepsort_osnet,mikel-brostrom/boxmot,c3319b58d51c96749a8cf6b3c19f64e24066e7e1,6,python,2605,8265
mikel-brostrom/yolov5_strongsort_osnet,mikel-brostrom/boxmot,c3319b58d51c96749a8cf6b3c19f64e24066e7e1,6,python,3275,8265
mikel-brostrom/yolov8_tracking,mikel-brostrom/boxmot,c3319b58d51c96749a8cf6b3c19f64e24066e7e1,6,python,4504,8265
mikel-brostrom/yolo_tracking,mikel-brostrom/boxmot,c3319b58d51c96749a8cf6b3c19f64e24066e7e1,6,python,6303,8265
sipeed/maixpy_scripts,sipeed/MaixPy-v1_scripts,0ba97922bbf7b457a0925827fcc33c55d674cf3e,2,python,598,599
deepmind/optax,google-deepmind/optax,cc1bd0e5654661f134d44a7484474509c8e08f42,2,python,1195,2313
collerek/ormar,ormar-orm/ormar,c4ff69b6830c08cd567fb1489c70aab84db994c3,2,python,1798,1804
labelmeai/labelme,wkentaro/labelme,160a1357d0994cadda499175feba72babb0243d2,2,python,13183,16087
allegroai/clearml,clearml/clearml,724006a334e2817f3e174b9d1497e61b11033d8f,2,python,5761,6815
gitguardian/gg-shield,gitguardian/ggshield,b74d99a43f81bc59edfc448585f186ca935f3161,2,python,735,1983
jdb78/pytorch-forecasting,sktime/pytorch-forecasting,04c2462e35d334b940018f73ef18de6e22c6cab4,2,python,3866,4969
deepmind/rlax,google-deepmind/rlax,1e8eb6366314d17289e1ff79be57a09d33a8a516,2,python,1071,1435
jinfagang/alfred,lucasjinreal/alfred,3b2f215bd33b396e4702c8fea84e122f393733eb,2,python,826,913
bram2w/baserow,baserow/baserow,e48c2c5498a0eaa29f1d2d512576c27b20209d33,2,python,2909,5539
open-catalyst-project/ocp,facebookresearch/fairchem,92e4f5dcb3fc3c94f32551124bf4d6411ad8e52b,3,python,628,2213
FAIR-Chem/fairchem,facebookresearch/fairchem,92e4f5dcb3fc3c94f32551124bf4d6411ad8e52b,3,python,1042,2213
jordanruthe/klipperscreen,klipperscreen/klipperscreen,c08a293f83a3a584ec30dcf065116445d51a2ae1,2,python,666,1365
tiangolo/typer,fastapi/typer,c3a4c72a4f1a18b7f16addb508862ec63411fa63,2,python,15092,19879
freewym/espresso,facebookresearch/fairseq,01fcec5fc3dcc695c59cf3fdf7f178c174edcf0d,3,python,941,31844
pytorch/fairseq,facebookresearch/fairseq,01fcec5fc3dcc695c59cf3fdf7f178c174edcf0d,3,python,16937,31844
openmined/pygrid-deprecated---see-pysyft-,openmined/pygrid,1095d3a4549d4ad9e0fc57ad48aa43c95f4ca6c4,2,python,617,617
dataframehq/whale,hyperqueryhq/whale,d75e0ac2e7746767e6bafe42dd2e069e9a59783d,2,python,614,711
yoseflab/scvi-tools,scverse/scvi-tools,19047ffd770e237af6d0cf341fb917299602e317,2,python,616,1674
argoai/argoverse-api,argoverse/argoverse-api,8f98f134e107422027d48a68fcb3062fa67fc90b,2,python,646,775
dipu-bd/lightnovel-crawler,lncrawl/lightnovel-crawler,f1bb3703bbd3366e4f3712b4dc7046667501b28c,2,python,1973,2536
ethereum/eth2.0-specs,ethereum/consensus-specs,6a8cb48f490664adcd41fead613aaf90c4f6dbb7,2,python,2027,3954
pgjones/quart,pallets/quart,f6709c6082a3cab9dffdcd937122f4d65a5990f7,2,python,1063,3655
frankie567/fastapi-users,fastapi-users/fastapi-users,7f6e3c9253037958e959da554645a8ab21af2728,2,python,1098,6210
quark-engine/quark-engine,ev-flow/quark-engine,1ba7bbba5917697ba460f60746cd58d48b3ccd97,2,python,1550,1707
fishtown-analytics/dbt,dbt-labs/dbt,6bfbcb842e394ee1bff84011413ca2cf61d7886d,2,python,3113,3518
deepmind/jraph,google-deepmind/jraph,30dd35ca797146fafda9cf0250f80408fae1fa92,2,python,1145,1300
adw0rd/instagrapi,subzeroid/instagrapi,c80a17d77d55728f7ecf236dba757dbfd0c022b9,2,python,2759,6608
simonblanke/hyperactive,hyperactive-project/Hyperactive,45914762e3d1044edfffa27b3fa00e7bd7f68d97,2,python,530,551
microsoft/recommenders,recommenders-team/recommenders,7bfa4ac9ef22bb9615c0f34131a29465e59a09fc,2,python,16168,21850
deepmind/kapitan,kapicorp/kapitan,c93e5ecd213120cbd7afebd89f8563cd1f02fe52,2,python,1344,1922
tencent/bk-sops,tencentblueking/bk-sops,e6b12a68cbf97df3f57733a5b8946015c9efeeac,2,python,910,1270
fireeye/speakeasy,mandiant/speakeasy,4aae4bb0807186c3bc1bfbc142869993d19898ee,2,python,795,2018
open-mmlab/mmclassification,open-mmlab/mmpretrain,d835cd005aea9beab58f4a4f21c309cf911c705e,2,python,1542,3429
nmigen/nmigen,amaranth-lang/amaranth,b466b724fe9f62140062afc9ecde9a920a261487,2,python,600,2058
frostming/pdm,pdm-project/pdm,a36f4a89c75e80ac604482dc12b0269fe8676f56,2,python,502,8674
microsoft/deepspeedexamples,deepspeedai/DeepSpeedExamples,4fc78486cb001e4cb7e970e49954950198dd86b4,2,python,6241,6835
dothinking/pdf2docx,ArtifexSoftware/pdf2docx,0a3916e8190fe3f299d39f279f2f11760211659f,2,python,1479,3399
rusty1s/pytorch_geometric,pyg-team/pytorch_geometric,ecbb4d7b4cd404656ed76998f1cf0afdf68cc3fb,2,python,11799,23965
samuelcolvin/pydantic,pydantic/pydantic,8bad7bc91105616dfcc23ce1d68fba12f328a2a3,2,python,10446,28496
mwouts/jupytext,jupytext/jupytext,91223d2bf6949c93c95b5e102653ebe785a98514,2,python,7200,7225
qiskit/qiskit-terra,qiskit/qiskit,4d3ed6a3e972a79341ebf305f4c4d7f25bb256fb,2,python,3741,7687
lepture/authlib,authlib/authlib,120277108eddb0472391df1279762874aac56f45,2,python,4795,5387
deepmind/dm_control,google-deepmind/dm_control,d522fc327f9a6b280030ea2733c386a5d7f8fa1f,2,python,3244,4661
deepmind/acme,google-deepmind/acme,7f17c3d2b8267f94669186ce42f6d06bc81244d1,2,python,3183,4039
nedbat/coveragepy,coveragepy/coveragepy,40990ace4c08969f3d598399ffb5e2fac54ade66,2,python,3267,3404
tensorflow/federated,google-parfait/tensorflow-federated,d8ac0d5f8d52541860fba881e87ccdd44c5d5b9b,2,python,2281,2447
rootzoll/raspiblitz,raspiblitz/raspiblitz,04d90641a8aae1f533208149a8d9b9916b73a960,2,python,1986,2590
nicolas-chaulet/torch-points3d,torch-points3d/torch-points3d,8ba052f8c12c55c7fa8c87d44349b9b7a529e8da,2,python,1622,2696
pttcodingman/pyptt,pyptt/pyptt,dcf00a34cd17529deeab04ee10b6ce601e1df0d2,2,python,642,728
symbiflow/prjxray,f4pga/prjxray,77e8b24c883bd527b511413f1939c3a34a237c1c,2,python,550,804
microsoft/graspologic,graspologic-org/graspologic,b1fd05ae862bb017e6afd47056b83f7ef29b51a7,2,python,509,1005
utiasdsl/gym-pybullet-drones,learnsyslab/gym-pybullet-drones,38c41c809d460e48e5f629f609cb09b186225736,2,python,1966,2082
openvinotoolkit/datumaro,open-edge-platform/datumaro,6f1f49421cf407958cd9aa4fe635c2edbbbe0332,2,python,582,682
ukplab/sentence-transformers,huggingface/sentence-transformers,0d58b046b4b6ef06b044febd9c6f6b355ef013d8,2,python,17706,18979
datawire/ambassador,emissary-ingress/emissary,b88b39f56f85119556093260d11543006e8267e2,2,python,3328,4518
mitre/caldera,apache/caldera,95368db57c3a54f36c04d4e202cbc5b7d8f48d85,2,python,6971,7173
aws-cloudformation/cfn-python-lint,aws-cloudformation/cfn-lint,d3cc4402aa5517ff5387730abe2c8c0ee2c88a9f,2,python,1536,2636
fepegar/torchio,TorchIO-project/torchio,d144e3bc46b642a52b41d081edd75fb1c6e4e1a0,2,python,2118,2430
pandera-dev/pandera,unionai-oss/pandera,af4044ed69601d0b9740f7c84ae2504a11eceea3,2,python,1303,4424
quic/aimet,qualcomm/aimet,18564aa1611c0beb4d254b9147f3c51633cd9edf,2,python,2617,2675
rlworkgroup/metaworld,farama-foundation/metaworld,5bcc76e1d455b8de34a044475c9ea3979ca53e2d,2,python,802,1866
makepath/xarray-spatial,xarray-contrib/xarray-spatial,3af0486a7bb442d5689f1975fb5294fa499ddb19,2,python,900,958
pennylaneai/qml,PennyLaneAI/demos,c02221628f9db321d3a6065ce1e1628b4d894af2,2,python,654,677
opentensor/bittensor,latent-to/bittensor,a5a64ec26b5bff847cb9696a056a749089663cd0,3,python,1406,1467
RaoFoundation/bittensor,latent-to/bittensor,a5a64ec26b5bff847cb9696a056a749089663cd0,3,python,1467,1467
edgedb/edgedb,geldata/gel,fddd6f37da501acd71cee2c257b5d53473fdd2a1,2,python,13401,14006
microsoft/deepspeed,deepspeedai/DeepSpeed,81aeea361da3936b875a678b9cb44596800510b5,2,python,36490,42888
alan-turing-institute/sktime,sktime/sktime,b7c77f2318a2ac8e50dda966ed69a1c113387433,2,python,5319,9904
pipxproject/pipx,pypa/pipx,2a329b8b9dd9ea4769ebbb09bfc4d312e47468bf,2,python,3590,12910
awslabs/autogluon,autogluon/autogluon,c2b487f367471f7949ee7926ddbe04f45aa9c5e5,2,python,4635,10590
aai-institute/tianshou,thu-ml/tianshou,5d13d8a453c73fc1a10b411900ab6713a4346302,2,python,7370,10567
awslabs/gluon-ts,awslabs/gluonts,ed79ddc199b97b489f5dfde83f85595078601cf9,2,python,2929,5222
dw/mitogen,mitogen-hq/mitogen,0c3ae9f70b59b79acac98643adccb39c1c598bc5,2,python,1483,2522
deepmind/dm-haiku,google-deepmind/dm-haiku,f46efd7eb51b319286751655d0b946391a408777,2,python,2594,3267
kyb3r/modmail,modmail-dev/modmail,b0df2b3ccde968e9c6a2af0932e6d69f49fb2d50,2,python,1461,1694
awslabs/aws-lambda-powertools-python,aws-powertools/powertools-lambda-python,2d14c883528dbec2e724b6911dcd66c3db50710c,2,python,1618,3276
joerick/cibuildwheel,pypa/cibuildwheel,965ced1984400d3c0e2a3160dc25592eb617937e,2,python,668,2253
postgres/pgadmin4,pgadmin-org/pgadmin4,cd5243ac6d0422db4ec4592b16a51432f0e5212b,2,python,903,3735
damianmoore/photonix,photonixapp/photonix,e7946bb72e5e94a19d437696cce4a70e6d90791e,2,python,644,1954
taiko2k/tauonmusicbox,Taiko2k/Tauon,e95ccaa419deb8777b317f3680a351b84f84f53d,2,python,1578,2782
pettingzoo-team/pettingzoo,farama-foundation/pettingzoo,48fbb8b87fd500ee5a9b23a2718fbfe81d91003c,2,python,831,3488
daniel-thompson/wasp-os,wasp-os/wasp-os,71069e0170d22e60125d149630416e9dab7042a5,2,python,602,904
fallen-breath/mcdreforged,MCDReforged/MCDReforged,0b9ace213c3d3844044d58b284e8d470991c1003,2,python,850,1071
idom-team/idom,reactive-python/reactpy,12e7d205474ce2455658852dd21e3166e1c69d40,2,python,716,8143
posthog/posthog-foss,posthog/posthog,51b291602e718e1bf213438f33a4cb7248761851,2,python,692,37564
willmcgugan/rich,textualize/rich,70d40da7336dd9f934ecfb83ac993565b80fe84d,2,python,31979,56683
rwightman/pytorch-image-models,huggingface/pytorch-image-models,e553480b67c95b49b6f21a2696546c2bb8d19ddb,2,python,21022,37055
ubuntu/microk8s,canonical/microk8s,83f24a689c57b1c729c72cf0d4d6df82906e8be6,2,python,6154,9345
quantumblacklabs/kedro,kedro-org/kedro,424756dae498048094ebb00bb15674c88f31f7fd,2,python,4802,10950
wandb/client,wandb/wandb,68613b2e714cb9c9c12b30d3b0f46c7ce66abcd2,2,python,4038,11221
pytorch/captum,meta-pytorch/captum,d5a2437fb98cf47540192a829e9ff44d390eb035,2,python,5416,5678
fireeye/capa,mandiant/capa,8f8729df05cba389c9c7622e2a9c649fb56aab68,2,python,1833,6129
maiot-io/zenml,zenml-io/zenml,ff8406ef947968b9ec737752b38b174a2fa37cfb,2,python,1219,5549
lyft/l5kit,woven-by-toyota/l5kit,7184176447d4473772a97407d7aec5cba1c1350f,3,python,603,876
woven-planet/l5kit,woven-by-toyota/l5kit,7184176447d4473772a97407d7aec5cba1c1350f,3,python,818,876
google/jax,jax-ml/jax,afe612217b6d956ee02d924ec286ebdb6fabdbb7,2,python,29927,36119
iterative/dvc,treeverse/dvc,948633782e79f7c7af29a36f010c57b439c95f16,2,python,15127,15803
great-expectations/great_expectations,fivetran/great_expectations,ec6729edb9df93b95206ce6d4bdeec0d4d3a2c44,2,python,11556,11698
coder-yu/recq,coder-yu/qrec,92268eeff3f9408dbf66e4ba1aa7c7bc10c0f0a6,2,python,921,1499
theislab/scanpy,scverse/scanpy,0b3a048c59f686713a0ed5459f681a34722cbba8,2,python,1116,2538
lab-ml/nn,labmlai/annotated_deep_learning_paper_implementations,7d3c6fcd41c8b3bdc268e22fc4f4949e84cc5647,2,python,541,65481
pretalx/pretalx,fossasia/eventyay-talk,62fd2e1e0417aff791f3a31e4d1c465d809e423a,2,python,930,1518
aragonsnow/qiandao,qd-today/qd,1d0e7fd6ccbb180910f91940d37e039d6c41a80a,3,python,689,5534
qiandao-today/qiandao,qd-today/qd,1d0e7fd6ccbb180910f91940d37e039d6c41a80a,3,python,2433,5534
nexb/vulnerablecode,aboutcode-org/vulnerablecode,98979392e70a665b34387c7c3817e6f3bf518f2d,2,python,511,693
wang0618/pywebio,pywebio/pywebio,dd439cdc071d637d6871d0892797a41eb026d6cd,2,python,1611,4669
bobotig/ebook-reader-dict,reader-dict/monolingual,68c35296e7ecd0d76d342ab83dac5648a7f1c599,2,python,688,931
tiangolo/fastapi,fastapi/fastapi,5614b94ccc9f72f1de2f63aae63f5fe90b86c8b5,2,python,73934,101418
jina-ai/jina,jina-ai/serve,33dc2674e4e1d7c846f2d471aefb014b291247f0,2,python,20999,21458
tmrowco/electricitymap-contrib,electricitymaps/electricitymaps-contrib,da3e5094e649287d4b874818128a927ad5239d40,3,python,2119,4022
electricitymap/electricitymap-contrib,electricitymaps/electricitymaps-contrib,da3e5094e649287d4b874818128a927ad5239d40,3,python,2421,4022
oilshell/oil,oils-for-unix/oils,ab15ef48927ff6b3b9124a8030bc48b9b945a044,2,python,2794,3338
awslabs/aws-data-wrangler,aws/aws-sdk-pandas,539e8414a9e55fe7522fc79d0c3f4829c29045b1,2,python,3019,4116
maximecb/gym-minigrid,farama-foundation/minigrid,8cef01cccd3980fefc99ec9163d0de2f981b32e5,3,python,1487,2495
farama-foundation/gym-minigrid,farama-foundation/minigrid,8cef01cccd3980fefc99ec9163d0de2f981b32e5,3,python,1578,2495
giswqs/geemap,gee-community/geemap,c9fed906892b9ed45e2dbe207946119a20973435,2,python,2520,4006
tribe29/checkmk,Checkmk/checkmk,1284367679818c6e00600050ed3d4c5c2a71b881,2,python,761,2337
adap/flower,flwrlabs/flower,5e86c095ea87f2adee7904f9208bc8b845fcf40f,2,python,6682,7064
wh1te909/tacticalrmm,amidaware/tacticalrmm,885fa0ff56cfe45d24256def5797473255992276,2,python,884,4406
sezanzeb/key-mapper,sezanzeb/input-remapper,86555fdaf9da4fe2349f7f3cbe75acf1aa5b8a8c,2,python,983,5839
revoxhere/duino-coin,duino-coin/duino-coin,822e28036227709ea4f11a2055d23e520bcab266,2,python,1153,1224
iodide-project/pyodide,pyodide/pyodide,ba2d394d96b1e14d236b7d19e98c916e447b50e0,2,python,4926,14780
adamghill/django-unicorn,django-commons/django-unicorn,4b09ea3c5d467e8f86da58c079273a43a61cbb24,2,python,2616,2651
zhiqwang/yolov5-rt-stack,zhiqwang/yolort,7b3bbb8b42d8d0bc83e8d332e7cd02bbd65a7806,2,python,659,730
pytorchlightning/pytorch-lightning-bolts,lightning-universe/lightning-bolts,a72766c461a498ab67b7c2efe7e0d49224290837,4,python,783,1754
pytorchlightning/lightning-bolts,lightning-universe/lightning-bolts,a72766c461a498ab67b7c2efe7e0d49224290837,4,python,1305,1754
lightning-ai/lightning-bolts,lightning-universe/lightning-bolts,a72766c461a498ab67b7c2efe7e0d49224290837,4,python,1387,1754
manujosephv/pytorch_tabular,pytorch-tabular/pytorch_tabular,b480fbe43f531fd207ddc3158f8462604388266e,2,python,1580,1655
milescranmer/pysr,astroautomata/PySR,9dae2b1dc3543890513c73ad762feee9d6c94037,2,python,3593,3682
meisnate12/plex-meta-manager,Kometa-Team/Kometa,277cd010c8bf6cb677fda6bc8cfa474ca3448c06,2,python,2196,3390
hay-kot/mealie,mealie-recipes/mealie,e5304f05898ddabccc0f57455d52efa40d1708eb,2,python,3399,12939
opendronemap/webodm,WebODM/WebODM,f97cb7a33f0d56f4e77d5d9ecce18378643da207,2,python,3820,4080
ai4finance-llc/elegantrl,ai4finance-foundation/elegantrl,dcd1e7bc6ab41e1e7bb4e5cd3072a0ab4a936bf8,2,python,1067,4288
heartexlabs/label-studio,HumanSignal/label-studio,2d5b6834fd8e2d0c4eb47ae48c7747598c80a073,2,python,10162,27994
librelingo/librelingo,kantord/librelingo,e0cc1d97e9bfd40497b96f4d468c542d3ec78ded,2,python,1892,2620
pytorchlightning/pytorch-lightning,Lightning-AI/pytorch-lightning,73e06fd7c8c221fecff3abe72440b0358f34c154,3,python,18672,31276
lightning-ai/lightning,Lightning-AI/pytorch-lightning,73e06fd7c8c221fecff3abe72440b0358f34c154,3,python,24616,31276
google/riscv-dv,chipsalliance/riscv-dv,6d7df8893c2654527a9c0d24e37ec5a510089ff9,2,python,758,1282
jaxgaussianprocesses/gpjax,thomaspinder/gpjax,46195fec40483826fe2983e489e90263b0ffa7a0,2,python,547,647
microsoft/presidio,data-privacy-stack/presidio,4b3f637a6337fcdf54a07f5d1e78559dd68945a1,2,python,9585,10394
rowliny/diffhelper,rollin0-0/DiffHelper,45b8634bb3a85a01d67ab1fcb94670f7c5b7dca7,2,python,536,610
pytorchlightning/metrics,lightning-ai/torchmetrics,54965794f7b5708c9aa252dcb3382d7c42f903fe,3,python,884,2451
lightning-ai/metrics,lightning-ai/torchmetrics,54965794f7b5708c9aa252dcb3382d7c42f903fe,3,python,1088,2451
intel/scikit-learn-intelex,uxlfoundation/scikit-learn-intelex,b8d5ff247a09bae7b95902fe1c792a0730ec839d,2,python,1230,1355
gamestonkterminal/gamestonkterminal,OpenBB-finance/OpenBB,c87d328cb758c57f98d5518828880cf52432c28f,3,python,8426,71235
openbb-finance/openbbterminal,OpenBB-finance/OpenBB,c87d328cb758c57f98d5518828880cf52432c28f,3,python,26621,71235
opus10/django-pgtrigger,AmbitionEng/django-pgtrigger,8461bb09fc78f7e84c0f0110622e3aadc0ad6fa5,2,python,558,619
bunkerity/bunkerized-nginx,bunkerity/bunkerweb,d5d699252c213a10ba7c2a21a8a74c1cd89f7217,2,python,2456,10784
jorisschellekens/borb,borb-pdf/borb,81cc5e775dc637ed3a86f0323def6f81cf616f33,2,python,3491,3569
goverfl0w/discord-interactions,interactions-py/interactions.py,952519a23d62b27a01119f7f57a9545fc98d6d27,3,python,518,874
interactions-py/library,interactions-py/interactions.py,952519a23d62b27a01119f7f57a9545fc98d6d27,3,python,623,874
slimmer-ai/mpire,sybrenjansen/mpire,49f8c4df1b83c6d647894a6c50d0c0f351feca52,2,python,806,1977
shutdownrepo/exegol,theporgs/exegol,470bb872ba160405df1ed8479996cec62cbb8055,2,python,723,3020
cmu-phil/causal-learn,py-why/causal-learn,9c17bbdce0527eee482febc9b68dcc5a724cbd46,2,python,602,1646
intelligent-environments-lab/citylearn,citylearn-project/CityLearn,5a938ace7acdf4af735b0e4011b8c7f27ef9892d,2,python,560,597
intel/cve-bin-tool,ossf/cve-bin-tool,7307e1b502448f9978b2823a03da7a935a474316,2,python,1574,1745
