repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,has_teardown_pair,github_url,agent_type,commit_kind,commit_type,raw_source,is_complete_addition
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/plugin_test.js,<anonymous>_55,before_each,56,61,6,,0,per_test,1,1,0,0,0,1,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/plugin_test.js#L56-L61,human_pre2022,human,,"beforeEach(function() {
    removeDirectory(path.resolve(__dirname, GENERATED_CODE_PATH));
    fs.mkdirSync(path.resolve(__dirname, GENERATED_CODE_PATH));
    MockXMLHttpRequest = mockXmlHttpRequest.newMockXhr();
    global.XMLHttpRequest = MockXMLHttpRequest;
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/plugin_test.js,<anonymous>_62,after_each,63,66,4,,0,per_test,1,1,0,0,0,0,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/plugin_test.js#L63-L66,human_pre2022,human,,"afterEach(function() {
    removeDirectory(path.resolve(__dirname, GENERATED_CODE_PATH));
    global.XMLHttpRequest = oldXMLHttpRequest;
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/plugin_test.js,<anonymous>_125,mocha_before,126,132,7,,0,per_test,2,2,0,0,0,1,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/plugin_test.js#L126-L132,human_pre2022,human,,"before(function() {
    ['protoc', 'protoc-gen-grpc-web'].map(prog => {
      if (!commandExists(prog)) {
        assert.fail(`${prog} is not installed`);
      }
    });
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/plugin_test.js,<anonymous>_133,before_each,134,137,4,,0,per_test,1,1,0,0,0,1,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/plugin_test.js#L134-L137,human_pre2022,human,,"beforeEach(function() {
    removeDirectory(path.resolve(__dirname, GENERATED_CODE_PATH));
    fs.mkdirSync(path.resolve(__dirname, GENERATED_CODE_PATH));
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/plugin_test.js,<anonymous>_138,after_each,139,141,3,,0,per_test,1,1,0,0,0,0,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/plugin_test.js#L139-L141,human_pre2022,human,,"afterEach(function() {
    removeDirectory(path.resolve(__dirname, GENERATED_CODE_PATH));
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/plugin_test.js,<anonymous>_181,mocha_before,182,197,14,,0,per_test,2,2,0,0,0,1,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/plugin_test.js#L182-L197,human_pre2022,human,,"before(function() {
    ['protoc', 'protoc-gen-grpc-web'].map(prog => {
      if (!commandExists(prog)) {
        assert.fail(`${prog} is not installed`);
      }
    });

    removeDirectory(path.resolve(__dirname, GENERATED_CODE_PATH));
    fs.mkdirSync(path.resolve(__dirname, GENERATED_CODE_PATH));
    MockXMLHttpRequest = mockXmlHttpRequest.newMockXhr();
    global.XMLHttpRequest = MockXMLHttpRequest;

    execSync(genCodeCmd);
    assert.equal(true, fs.existsSync(genCodePath1));
    assert.equal(true, fs.existsSync(genCodePath2));
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/plugin_test.js,<anonymous>_198,mocha_after,199,201,3,,0,per_test,1,1,0,0,0,0,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/plugin_test.js#L199-L201,human_pre2022,human,,"after(function() {
    removeDirectory(path.resolve(__dirname, GENERATED_CODE_PATH));
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_59,mocha_before,60,66,7,,0,per_test,1,1,0,0,0,1,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L60-L66,human_pre2022,human,,"before(function() {
    cleanup();
    createGeneratedCodeDir();
    execSync(`protoc -I=./test/protos test01.proto \
      --js_out=import_style=commonjs:${outputDir} \
      --grpc-web_out=import_style=commonjs+dts,mode=grpcwebtext:${outputDir}`);
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_67,mocha_after,68,70,3,,0,per_test,1,1,0,0,0,0,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L68-L70,human_pre2022,human,,"after(function() {
    cleanup();
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_91,mocha_before,92,100,9,,0,per_test,1,1,0,0,0,1,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L92-L100,human_pre2022,human,,"before(function() {
    cleanup();
    createGeneratedCodeDir();
    MockXMLHttpRequest = mockXmlHttpRequest.newMockXhr();
    global.XMLHttpRequest = MockXMLHttpRequest;
    execSync(`protoc -I=./test/protos test02.proto test03.proto \
      --js_out=import_style=commonjs:${outputDir} \
      --grpc-web_out=import_style=typescript,mode=grpcwebtext:${outputDir}`);
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_101,mocha_after,102,104,3,,0,per_test,1,1,0,0,0,0,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L102-L104,human_pre2022,human,,"after(function() {
    cleanup();
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_136,mocha_before,137,146,10,,0,per_test,1,1,0,0,0,1,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L137-L146,human_pre2022,human,,"before(function() {
    cleanup();
    createGeneratedCodeDir();
    MockXMLHttpRequest = mockXmlHttpRequest.newMockXhr();
    global.XMLHttpRequest = MockXMLHttpRequest;
    const genCmd = `protoc -I=./test/protos echo.proto \
      --js_out=import_style=commonjs:${outputDir} \
      --grpc-web_out=import_style=commonjs+dts,mode=grpcwebtext:${outputDir}`;
    execSync(genCmd);
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_147,mocha_after,148,150,3,,0,per_test,1,1,0,0,0,0,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L148-L150,human_pre2022,human,,"after(function() {
    cleanup();
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_217,mocha_before,218,227,10,,0,per_test,1,1,0,0,0,1,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L218-L227,human_pre2022,human,,"before(function() {
    cleanup();
    createGeneratedCodeDir();
    MockXMLHttpRequest = mockXmlHttpRequest.newMockXhr();
    global.XMLHttpRequest = MockXMLHttpRequest;
    const genCmd = `protoc -I=./test/protos echo.proto \
      --js_out=import_style=commonjs:${outputDir} \
      --grpc-web_out=import_style=commonjs+dts,mode=grpcwebtext:${outputDir}`;
    execSync(genCmd);
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_228,mocha_after,229,231,3,,0,per_test,1,1,0,0,0,0,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L229-L231,human_pre2022,human,,"after(function() {
    cleanup();
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_285,mocha_before,286,295,10,,0,per_test,1,1,0,0,0,1,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L286-L295,human_pre2022,human,,"before(function() {
    cleanup();
    createGeneratedCodeDir();
    MockXMLHttpRequest = mockXmlHttpRequest.newMockXhr();
    global.XMLHttpRequest = MockXMLHttpRequest;
    const genCmd = `protoc -I=./test/protos echo.proto \
      --js_out=import_style=commonjs:${outputDir} \
      --grpc-web_out=import_style=commonjs+dts,mode=grpcwebtext:${outputDir}`;
    execSync(genCmd);
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_296,mocha_after,297,299,3,,0,per_test,1,1,0,0,0,0,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L297-L299,human_pre2022,human,,"after(function() {
    cleanup();
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_322,mocha_before,323,332,10,,0,per_test,1,1,0,0,0,1,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L323-L332,human_pre2022,human,,"before(function() {
    cleanup();
    createGeneratedCodeDir();
    MockXMLHttpRequest = mockXmlHttpRequest.newMockXhr();
    global.XMLHttpRequest = MockXMLHttpRequest;
    const genCmd = `protoc -I=./test/protos echo.proto \
      --js_out=import_style=commonjs:${outputDir} \
      --grpc-web_out=import_style=commonjs+dts,mode=grpcwebtext:${outputDir}`;
    execSync(genCmd);
  })",1
grpc/grpc-web,javascript,e88fdc809d9ccbf1c9dae701ee14cce53be38b9e,packages/grpc-web/test/tsc_test.js,<anonymous>_333,mocha_after,334,336,3,,0,per_test,1,1,0,0,0,0,https://github.com/grpc/grpc-web/blob/e88fdc809d9ccbf1c9dae701ee14cce53be38b9e/packages/grpc-web/test/tsc_test.js#L334-L336,human_pre2022,human,,"after(function() {
    cleanup();
  })",1
scality/zenko,javascript,e88205692276625142d6b3efd015edb7ca7101ab,tests/zenko_tests/node_tests/backbeat/tests/api/metrics.js,<anonymous>_120,before_each,121,125,5,,0,per_test,1,1,0,0,0,1,https://github.com/scality/zenko/blob/e88205692276625142d6b3efd015edb7ca7101ab/tests/zenko_tests/node_tests/backbeat/tests/api/metrics.js#L121-L125,human_pre2022,human,,"beforeEach(done => series([
        next => scalityUtils.createVersionedBucket(srcBucket, next),
        next => scalityUtils.putBucketReplicationMultipleBackend(srcBucket,
            'placeholder', roleArn, storageClass, next),
    ], done))",1
scality/zenko,javascript,e88205692276625142d6b3efd015edb7ca7101ab,tests/zenko_tests/node_tests/backbeat/tests/api/metrics.js,<anonymous>_126,after_each,127,131,5,,0,per_test,1,1,0,0,0,0,https://github.com/scality/zenko/blob/e88205692276625142d6b3efd015edb7ca7101ab/tests/zenko_tests/node_tests/backbeat/tests/api/metrics.js#L127-L131,human_pre2022,human,,"afterEach(done => series([
        next => scalityUtils.deleteAllBlobs(destContainer, destKeyPrefix, next),
        next => awsUtils.deleteAllVersions(awsDestBucket, destKeyPrefix, next),
        next => scalityUtils.deleteVersionedBucket(srcBucket, next),
    ], done))",1
scality/zenko,javascript,e88205692276625142d6b3efd015edb7ca7101ab,tests/zenko_tests/node_tests/backbeat/tests/api/objectMonitor.js,<anonymous>_60,before_each,61,65,5,,0,per_test,1,1,0,0,0,1,https://github.com/scality/zenko/blob/e88205692276625142d6b3efd015edb7ca7101ab/tests/zenko_tests/node_tests/backbeat/tests/api/objectMonitor.js#L61-L65,human_pre2022,human,,"beforeEach(done => series([
        next => scalityUtils.createVersionedBucket(srcBucket, next),
        next => scalityUtils.putBucketReplicationMultipleBackend(srcBucket,
            destBucket, roleArn, destLocation, next),
    ], done))",1
scality/zenko,javascript,e88205692276625142d6b3efd015edb7ca7101ab,tests/zenko_tests/node_tests/backbeat/tests/api/objectMonitor.js,<anonymous>_66,after_each,67,71,5,,0,per_test,1,1,0,0,0,0,https://github.com/scality/zenko/blob/e88205692276625142d6b3efd015edb7ca7101ab/tests/zenko_tests/node_tests/backbeat/tests/api/objectMonitor.js#L67-L71,human_pre2022,human,,"afterEach(done => series([
        next => scalityUtils.deleteVersionedBucket(srcBucket, next),
        next => awsUtils.deleteAllVersions(destBucket,
            `${srcBucket}/${keyPrefix}`, next),
    ], done))",1
scality/zenko,javascript,e88205692276625142d6b3efd015edb7ca7101ab,tests/zenko_tests/node_tests/backbeat/tests/crr/awsBackend.js,<anonymous>_28,before_each,29,33,5,,0,per_test,1,1,0,0,0,1,https://github.com/scality/zenko/blob/e88205692276625142d6b3efd015edb7ca7101ab/tests/zenko_tests/node_tests/backbeat/tests/crr/awsBackend.js#L29-L33,human_pre2022,human,,"beforeEach(done => series([
        next => scalityUtils.createVersionedBucket(srcBucket, next),
        next => scalityUtils.putBucketReplicationMultipleBackend(srcBucket,
            destBucket, roleArn, destLocation, next),
    ], done))",1
