repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics
apache/skywalking,java,2,1,40d95a179b0af6fab342316bce905f28918dd4ee,40d95a179b0af6fab342316bce905f28918dd4ee,https://github.com/apache/skywalking.git,1,0,1,2015-11-07T03:30:36,"[""apm"", ""dapper"", ""distributed-tracing"", ""ebpf"", ""logging"", ""metrics"", ""observability"", ""open-telemetry"", ""prometheus"", ""service-mesh"", ""skywalking"", ""telegraf"", ""web-performance"", ""zabbix""]"
apicurio/apicurio-registry,java,3,1,948e0548ff7bcfce3f0c3377398c2718ea50e45d,948e0548ff7bcfce3f0c3377398c2718ea50e45d,https://github.com/apicurio/apicurio-registry.git,8,1,7,2019-07-16T12:44:20,[]
apache/struts,java,11,5,2215b6873cc25aa6967a8d2bc2db1b407b5142ef,f2c1f50da201eeeafc498287499906e3e75792b3,https://github.com/apache/struts.git,54,28,26,2014-01-15T08:00:08,"[""java"", ""struts"", ""web-framework""]"
apache/pulsar,java,4,2,3bc834f2fa8aae1ffe8f2fb3f795acd3d0de755d,f0d2bcc7a78148765bf1549beca4db03663a6754,https://github.com/apache/pulsar.git,16,9,7,2016-06-28T07:00:03,"[""event-streaming"", ""messaging"", ""pubsub"", ""pulsar"", ""queuing"", ""streaming""]"
atmosphere/atmosphere,java,0,0,,,https://github.com/atmosphere/atmosphere.git,0,0,0,2010-06-30T02:26:23,"[""acp"", ""agentic-ai"", ""embabel"", ""event-driven"", ""java"", ""koog"", ""langchain4j"", ""mcp"", ""multiagent"", ""quarkus"", ""spring-ai"", ""spring-boot"", ""sse"", ""websocket""]"
automattic/simplenote-android,java,0,0,,,https://github.com/automattic/simplenote-android.git,1,1,0,2012-09-26T06:34:04,[]
awslabs/smithy,java,0,0,,,https://github.com/awslabs/smithy.git,0,0,0,2019-03-22T09:38:10,"[""smithy"", ""smithy-models""]"
baomidou/dynamic-datasource-spring-boot-starter,java,1,1,273fcedaee984c08197c0890f14190b86ab7e0b8,273fcedaee984c08197c0890f14190b86ab7e0b8,https://github.com/baomidou/dynamic-datasource-spring-boot-starter.git,3,1,2,2018-04-28T02:32:16,"[""datasource"", ""distributed-transaction"", ""dynamic-datasource"", ""dynamicdatasource"", ""multi-datasource"", ""multidatasource"", ""mybatis"", ""spring-boot"", ""springboot""]"
assertj/assertj-core,java,0,0,,,https://github.com/assertj/assertj-core.git,0,0,0,2013-03-14T04:18:49,[]
apache/ozone,java,11,6,e08b0010449342abca417510714a08e49f7ad132,8b167ca2732c0e44890f8776c738e7d7d3617142,https://github.com/apache/ozone.git,42,15,27,2019-10-02T03:56:19,"[""big-data"", ""hadoop"", ""kubernetes"", ""object-store"", ""s3"", ""storage""]"
bazelbuild/intellij,java,0,0,,,https://github.com/bazelbuild/intellij.git,0,0,0,2016-07-08T02:19:29,"[""bazel"", ""build-tool"", ""clion"", ""cpp"", ""ide""]"
apache/nifi,java,0,0,,,https://github.com/apache/nifi.git,0,0,0,2014-12-12T08:00:05,"[""apache"", ""hacktoberfest"", ""java"", ""nifi""]"
bardsoftware/ganttproject,java,0,0,,,https://github.com/bardsoftware/ganttproject.git,0,0,0,2015-06-28T12:30:00,"[""gantt-chart"", ""ganttproject"", ""java"", ""kotlin"", ""project-management"", ""project-planning""]"
bennidi/mbassador,java,0,0,,,https://github.com/bennidi/mbassador.git,0,0,0,2012-10-23T07:27:32,"[""concurrent-programming"", ""event-driven"", ""eventbus"", ""java"", ""jvm""]"
bootique/bootique,java,0,0,,,https://github.com/bootique/bootique.git,0,0,0,2015-12-10T02:45:15,"[""bootique"", ""dependency-injection"", ""java"", ""runnable-jar""]"
bobbylight/rsyntaxtextarea,java,0,0,,,https://github.com/bobbylight/rsyntaxtextarea.git,11,5,6,2013-08-08T03:40:21,"[""code-editor"", ""java-swing-applications"", ""syntax-highlighting""]"
beehive-lab/tornadovm,java,0,0,,,https://github.com/beehive-lab/tornadovm.git,5,5,0,2018-09-07T09:37:44,"[""ai"", ""cuda"", ""gpu-acceleration"", ""gpu-computing"", ""gpus"", ""graalvm"", ""java"", ""levelzero"", ""multi-core"", ""nvidia"", ""opencl"", ""parallel-computing"", ""parallel-programming"", ""spirv""]"
axonframework/axonframework,java,0,0,,,https://github.com/axonframework/axonframework.git,4,1,3,2011-12-02T04:04:42,"[""cqrs"", ""dcb"", ""ddd"", ""domain-driven-design"", ""domaindrivendesign"", ""dynamic-consistency-boundary"", ""dynamicconsistencyboundary"", ""event-sourcing"", ""java"", ""message-driven"", ""performance"", ""scalability""]"
apache/incubator-pinot,java,32,13,71220243d97ae6e09d2ca8da0a4f2792ea8dcfd8,7d62928d7e2ea4cbc589adfa76bb9204a3ae25f0,https://github.com/apache/incubator-pinot.git,106,57,49,2014-05-19T11:27:48,[]
bytedance/scene,java,0,0,,,https://github.com/bytedance/scene.git,0,0,0,2019-10-09T03:32:13,"[""activity"", ""android"", ""android-architecture"", ""android-library"", ""fragments"", ""navigation"", ""single-activity"", ""single-activity-framework"", ""single-activity-pattern""]"
chromiumembedded/java-cef,java,0,0,,,https://github.com/chromiumembedded/java-cef.git,0,0,0,2017-04-02T06:29:41,"[""browser"", ""cef"", ""chromium"", ""framework"", ""java""]"
carrot2/carrot2,java,0,0,,,https://github.com/carrot2/carrot2.git,0,0,0,2011-09-20T06:19:05,[]
castorini/anserini,java,0,0,,,https://github.com/castorini/anserini.git,0,0,0,2015-10-05T11:27:54,"[""information-retrieval"", ""lucene""]"
bcgit/bc-java,java,1,1,98c0693530d691ea36e13458c50b219c67effdcd,98c0693530d691ea36e13458c50b219c67effdcd,https://github.com/bcgit/bc-java.git,4,1,3,2013-06-01T02:38:42,"[""crypto"", ""dtls"", ""java"", ""openpgp"", ""post-quantum-cryptography"", ""tls""]"
btraceio/btrace,java,8,4,a169c26650e1454800e9308ba63bcbb86a334c4c,7007372cbf44e86e9d4bc48b3c7369c9dfc38f19,https://github.com/btraceio/btrace.git,45,20,25,2014-08-28T06:58:24,"[""btrace"", ""java"", ""java-application"", ""java-platform""]"
ben-manes/caffeine,java,0,0,,,https://github.com/ben-manes/caffeine.git,0,0,0,2014-12-13T08:45:11,[]
clickhouse/clickhouse-jdbc,java,0,0,,,https://github.com/clickhouse/clickhouse-jdbc.git,5,2,3,2016-07-15T12:48:27,[]
crossoverjie/cim,java,0,0,,,https://github.com/crossoverjie/cim.git,0,0,0,2018-05-20T03:55:56,"[""heartbeat"", ""im"", ""netty"", ""tcp""]"
buchen/portfolio,java,0,0,,,https://github.com/buchen/portfolio.git,9,6,3,2012-03-24T09:43:08,"[""eclipse"", ""financial"", ""investment-portfolio"", ""java"", ""portfolio"", ""portfolio-performance"", ""stocks""]"
codecentric/spring-boot-admin,java,0,0,,,https://github.com/codecentric/spring-boot-admin.git,2,1,1,2014-07-25T11:39:13,"[""java"", ""spring"", ""spring-boot"", ""spring-boot-admin"", ""spring-cloud""]"
apereo/cas,java,0,0,,,https://github.com/apereo/cas.git,0,0,0,2011-09-09T01:36:42,"[""authentication"", ""authorization"", ""aws"", ""duosecurity"", ""fido"", ""identity-provider"", ""java"", ""ldap-authentication"", ""mfa"", ""oauth2"", ""open-source"", ""openidconnect"", ""saml2"", ""spring-boot"", ""spring-cloud"", ""spring-framework"", ""spring-webflow"", ""sso"", ""sso-authentication"", ""websso""]"
digitalpetri/modbus,java,0,0,,,https://github.com/digitalpetri/modbus.git,0,0,0,2014-09-13T12:17:42,"[""java"", ""modbus"", ""modbus-rtu"", ""modbus-security"", ""modbus-serial"", ""modbus-tcp"", ""modbus-tls""]"
codelibs/fess,java,39,5,8af0504e255a796df027b9adc0d84edb772595c0,e5d95435916b4b65e9adcfe47ffb98ce85207458,https://github.com/codelibs/fess.git,75,38,37,2013-09-13T04:50:05,"[""crawler"", ""elasticsearch"", ""enterprise-search"", ""full-text-search"", ""fulltext-search"", ""java"", ""lucene"", ""search"", ""search-engine""]"
debezium/debezium,java,1,1,f2f7e468bf027084601604eb14b757c6594ac7b2,f2f7e468bf027084601604eb14b757c6594ac7b2,https://github.com/debezium/debezium.git,10,5,5,2016-01-22T08:17:05,"[""apache-kafka"", ""cdc"", ""change-data-capture"", ""data-pipeline"", ""database"", ""debezium"", ""event-streaming"", ""hacktoberfest"", ""kafka"", ""kafka-connect"", ""kafka-producer""]"
eclipse-vertx/vertx-sql-client,java,0,0,,,https://github.com/eclipse-vertx/vertx-sql-client.git,0,0,0,2017-04-30T09:50:57,"[""async"", ""mssql"", ""mysql"", ""netty"", ""non-blocking"", ""performance"", ""pg"", ""postgres"", ""reactive"", ""scalability"", ""vertx""]"
dadoonet/fscrawler,java,4,3,1d30e1e060f7bbd696c1bea896452a955877f238,695c9e93320cbf4b6eb57b06567ded39ce30b8eb,https://github.com/dadoonet/fscrawler.git,130,81,49,2012-06-08T05:23:03,"[""crawler"", ""elasticsearch"", ""java"", ""tika""]"
dlsc-software-consulting-gmbh/gemsfx,java,0,0,,,https://github.com/dlsc-software-consulting-gmbh/gemsfx.git,0,0,0,2019-09-10T03:30:17,[]
cloudfoundry/uaa,java,0,0,,,https://github.com/cloudfoundry/uaa.git,31,20,11,2012-02-07T10:40:55,"[""java"", ""oauth"", ""oauth2"", ""oauth2-server"", ""oidc"", ""oidc-proxy"", ""oidc-server"", ""openid-connect""]"
domaframework/doma,java,3,2,e0d5d3504a70a0581ad524aae52fe50b8daeeef4,aeb58aa8a171cff61675833d86d7ffecd35e86af,https://github.com/domaframework/doma.git,22,9,13,2014-03-04T02:30:03,"[""annotation-processor"", ""dao"", ""doma"", ""java"", ""jdbc"", ""kotlin"", ""no-dependencies"", ""sql""]"
eclipse/jkube,java,4,4,66fb52325361e2c883bab7b6fc53e34ef2893d8b,e641332921f1837c1c3efaf1b82cc479579cbf0f,https://github.com/eclipse/jkube.git,24,15,9,2019-10-22T01:04:50,"[""cloud-native-java"", ""docker"", ""gradle-plugin"", ""hacktoberfest"", ""java"", ""kubernetes"", ""maven-plugin"", ""openshift""]"
dependencytrack/dependency-track,java,0,0,,,https://github.com/dependencytrack/dependency-track.git,3,0,3,2013-07-16T07:16:43,"[""appsec"", ""bill-of-materials"", ""bom"", ""component-analysis"", ""cyclonedx"", ""devsecops"", ""hacktoberfest"", ""nvd"", ""ossindex"", ""owasp"", ""package-url"", ""purl"", ""sbom"", ""sca"", ""security"", ""security-automation"", ""software-composition-analysis"", ""software-security"", ""vulnerabilities"", ""vulnerability-detection""]"
fasterxml/jackson-core,java,0,0,,,https://github.com/fasterxml/jackson-core.git,2,0,2,2011-12-23T02:00:51,"[""hacktoberfest"", ""jackson"", ""json""]"
flutter/flutter-intellij,java,0,0,,,https://github.com/flutter/flutter-intellij.git,1,0,1,2016-07-25T10:31:03,"[""flutter"", ""intellij-plugin"", ""java""]"
eclipse/milo,java,12,3,c724d81479d64773bb5493c2a57e3aec309141c4,28d726f85df877e97ae7a4902b3f85acd1cff0ae,https://github.com/eclipse/milo.git,48,12,36,2016-05-06T01:20:04,"[""client"", ""iec-62541"", ""iec62541"", ""industrial-automation"", ""iot"", ""java"", ""milo"", ""opc-ua"", ""opcua"", ""sdk"", ""server"", ""stack""]"
gessnerfl/fake-smtp-server,java,0,0,,,https://github.com/gessnerfl/fake-smtp-server.git,1,1,0,2017-05-13T06:33:35,"[""fake-smtp-server"", ""smtp-server"", ""spring-boot""]"
flyingsaucerproject/flyingsaucer,java,0,0,,,https://github.com/flyingsaucerproject/flyingsaucer.git,7,3,4,2010-04-19T11:26:11,[]
glowroot/glowroot,java,0,0,,,https://github.com/glowroot/glowroot.git,4,0,4,2014-01-29T05:25:58,[]
fasterxml/jackson-databind,java,0,0,,,https://github.com/fasterxml/jackson-databind.git,8,4,4,2011-12-23T07:17:41,"[""hacktoberfest"", ""jackson"", ""jackson-databind"", ""json""]"
dbeaver/dbeaver,java,0,0,,,https://github.com/dbeaver/dbeaver.git,2,1,1,2015-10-21T08:26:28,"[""ai"", ""database"", ""databricks"", ""db2"", ""dbeaver"", ""erd"", ""gui"", ""java"", ""jdbc"", ""mysql"", ""nosql"", ""oracle"", ""postgresql"", ""redshift"", ""snowflake"", ""sql"", ""sqlite"", ""sqlserver""]"
greenmail-mail-test/greenmail,java,0,0,,,https://github.com/greenmail-mail-test/greenmail.git,0,0,0,2014-09-26T12:43:10,"[""greenmail"", ""imap"", ""integration-testing"", ""mock-server"", ""pop3"", ""smtp""]"
foundationdb/fdb-record-layer,java,0,0,,,https://github.com/foundationdb/fdb-record-layer.git,2,2,0,2018-08-02T08:59:44,"[""foundationdb"", ""relational-database""]"
grishka/smithereen,java,0,0,,,https://github.com/grishka/smithereen.git,0,0,0,2020-01-06T09:53:28,"[""activitypub"", ""fediverse""]"
fabric8io/kubernetes-client,java,11,6,d7c769ccc3d2f4a3750976b4430abb40e4e68c14,570ccd0cffcf3368b541e10242607b2d4cc72ff5,https://github.com/fabric8io/kubernetes-client.git,60,36,24,2015-07-09T03:43:13,"[""dsl"", ""java"", ""java-client"", ""kubernetes"", ""kubernetes-client"", ""kubernetes-model"", ""mock-server"", ""mocking-kubernetes"", ""openshift"", ""openshift-client""]"
hivemq/hivemq-community-edition,java,0,0,,,https://github.com/hivemq/hivemq-community-edition.git,0,0,0,2019-04-01T03:29:54,"[""broker"", ""hivemq"", ""iot"", ""iot-middleware"", ""java"", ""m2m"", ""messaging"", ""mqtt"", ""mqtt-broker"", ""mqtt-protocol"", ""mqtt-server"", ""mqtt5"", ""pubsub""]"
haehnchen/idea-php-symfony2-plugin,java,0,0,,,https://github.com/haehnchen/idea-php-symfony2-plugin.git,0,0,0,2013-04-07T04:25:16,"[""annotation"", ""autocomplete"", ""doctrine"", ""drupal"", ""intellij"", ""intellij-plugin"", ""java"", ""jetbrains"", ""php"", ""phpstorm"", ""phpstorm-plugin"", ""symfony"", ""twig""]"
halo-dev/halo,java,0,0,,,https://github.com/halo-dev/halo.git,7,3,4,2018-03-21T12:56:52,"[""blog"", ""blog-engine"", ""cms"", ""content-management-system"", ""halo"", ""halocms"", ""website-builder""]"
freeplane/freeplane,java,0,0,,,https://github.com/freeplane/freeplane.git,0,0,0,2012-09-13T08:55:51,"[""groovy-scripts"", ""java"", ""knowledge-management"", ""latex"", ""markdown"", ""mindmap"", ""mindmap-editor"", ""mindmapping"", ""mindmaps"", ""note-taking"", ""outliner"", ""presentation"", ""project-management"", ""writing""]"
graphql-java/graphql-java,java,1,1,14e580b7129e1f1de3b455660fc8c6cf0c5e08bf,14e580b7129e1f1de3b455660fc8c6cf0c5e08bf,https://github.com/graphql-java/graphql-java.git,55,7,48,2015-07-06T06:52:20,"[""graphql"", ""graphql-java"", ""java""]"
igvteam/igv,java,0,0,,,https://github.com/igvteam/igv.git,2,2,0,2012-02-11T05:30:30,[]
irockel/tda,java,0,0,,,https://github.com/irockel/tda.git,0,0,0,2016-03-14T08:42:33,"[""java"", ""jvm"", ""jvm-monitor"", ""mcp"", ""mcp-server"", ""performance-tuning"", ""thread-dump"", ""virtual-threads""]"
java-operator-sdk/java-operator-sdk,java,1,1,2c16143f6cdf509bb82d54bfa6759f2fecce4bad,2c16143f6cdf509bb82d54bfa6759f2fecce4bad,https://github.com/java-operator-sdk/java-operator-sdk.git,12,9,3,2019-05-25T05:11:25,[]
jenkinsci/kubernetes-plugin,java,0,0,,,https://github.com/jenkinsci/kubernetes-plugin.git,1,1,0,2015-02-16T09:02:22,"[""agent"", ""cloud"", ""kubernetes""]"
jline/jline3,java,0,0,,,https://github.com/jline/jline3.git,3,2,1,2016-05-31T06:00:01,"[""cli"", ""console"", ""java""]"
infinispan/infinispan,java,0,0,,,https://github.com/infinispan/infinispan.git,0,0,0,2010-11-04T12:33:19,"[""datagrid"", ""infinispan"", ""infinispan-server"", ""inmemory-cache"", ""key-value-store"", ""nosql"", ""persistent-storage"", ""search-engine"", ""semantic-search"", ""vector-database""]"
jmetal/jmetal,java,1,1,51e4e43ec433854188e10fc79f875cb97d5eff1e,51e4e43ec433854188e10fc79f875cb97d5eff1e,https://github.com/jmetal/jmetal.git,13,2,11,2014-05-02T04:59:26,"[""java"", ""metaheuristics"", ""multiobjective-optimization"", ""software-framework""]"
hyperledger/besu,java,9,7,b4ad0e20416bda6133a7cca5f9dda7b7f699abf5,2446dda45a1bb64afd79f491ec17c0302970d8c9,https://github.com/hyperledger/besu.git,90,56,34,2019-09-04T09:11:20,"[""besu"", ""blockchain"", ""ethereum"", ""java"", ""p2p""]"
kagkarlsson/db-scheduler,java,0,0,,,https://github.com/kagkarlsson/db-scheduler.git,0,0,0,2015-08-12T06:01:34,"[""db-scheduler"", ""hacktoberfest"", ""java"", ""jdbc"", ""job-scheduler"", ""scheduler"", ""spring-boot"", ""task-scheduler""]"
interestinglab/waterdrop,java,5,2,fe182baced10d67972173afcfb67950ebad67f4a,be5d0f0279d72ba6f6b64e22f44bfc4391117816,https://github.com/interestinglab/waterdrop.git,20,6,14,2017-08-05T09:14:47,[]
graylog2/graylog2-server,java,22,10,5e6363a977f4f1cf21e16784062c84416d44ce91,bb0ca0de693d300ee735db06690ff55e34e959c3,https://github.com/graylog2/graylog2-server.git,85,57,28,2010-05-17T09:27:02,"[""amqp"", ""gelf"", ""graylog"", ""hacktoberfest"", ""kafka"", ""log-analysis"", ""log-collector"", ""log-management"", ""log-viewer"", ""logging"", ""logging-server"", ""secure-logging"", ""security"", ""siem"", ""syslog""]"
kong/unirest-java,java,0,0,,,https://github.com/kong/unirest-java.git,0,0,0,2011-04-11T09:19:53,[]
joel-costigliola/assertj-core,java,0,0,,,https://github.com/joel-costigliola/assertj-core.git,1,0,1,2013-03-14T04:18:49,[]
lets-mica/mica,java,0,0,,,https://github.com/lets-mica/mica.git,0,0,0,2019-01-23T03:03:45,"[""java"", ""mica"", ""okhttp3"", ""redis"", ""spring"", ""spring-boot"", ""spring-cloud"", ""swagger""]"
knowm/xchart,java,4,4,36c4b19ee4762e0ff66cc09e40f78415e9a1eccb,614e112488403f9bebca100b154e84a7a79f6b76,https://github.com/knowm/xchart.git,57,22,35,2011-07-20T03:56:44,[]
konsoletyper/teavm,java,0,0,,,https://github.com/konsoletyper/teavm.git,4,0,4,2013-09-23T08:04:15,"[""aot"", ""java"", ""javascript"", ""jvm"", ""webassembly""]"
lianjiatech/retrofit-spring-boot-starter,java,3,2,c47dbae4931bcbf8f45827c99371b753b9356c60,534327c4540aead13bd3d38e9e7d05eeda843f9e,https://github.com/lianjiatech/retrofit-spring-boot-starter.git,11,5,6,2020-04-04T01:44:57,"[""http"", ""java"", ""okhttp3"", ""retrofit"", ""spring-boot""]"
jabref/jabref,java,4,3,72c8491c9ea33f6cb4cdb0b846b8df0bbfb82832,074b68240bb9dabeda46c745f17508e51c84904c,https://github.com/jabref/jabref.git,43,25,18,2014-03-11T02:48:42,"[""academia"", ""academic-publications"", ""ai"", ""biblatex"", ""bibliography"", ""bibtex"", ""citation"", ""citation-generator"", ""citation-style-language"", ""citation-styles"", ""hacktoberfest"", ""jabref"", ""java"", ""javafx"", ""javafx-application"", ""javafx-desktop-apps"", ""latex"", ""ocr"", ""reference-manager"", ""research-tool""]"
lettuce-io/lettuce-core,java,0,0,,,https://github.com/lettuce-io/lettuce-core.git,9,6,3,2014-05-10T01:08:46,"[""asynchronous"", ""aws-elasticache"", ""azure-redis-cache"", ""java"", ""reactive"", ""redis"", ""redis-client"", ""redis-cluster"", ""redis-sentinel""]"
matevip/matecloud,java,0,0,,,https://github.com/matevip/matecloud.git,0,0,0,2019-10-30T03:25:43,"[""alibabacloud"", ""cloudspring"", ""jetcache"", ""microservice"", ""microservices-architecture"", ""nacos"", ""nacos-spring-cloud"", ""rbac"", ""rocketmq"", ""saas"", ""spring-boot"", ""spring-cloud"", ""spring-cloud-alibaba"", ""spring-security-oauth2"", ""springboot-admin"", ""springboot-springcloud"", ""springcloud"", ""springcloudalibaba"", ""tenant"", ""vue3""]"
maxmind/geoip2-java,java,0,0,,,https://github.com/maxmind/geoip2-java.git,9,3,6,2013-04-01T09:40:11,"[""geoip"", ""geoip2"", ""maxmind"", ""mmdb""]"
linkedin/ambry,java,4,1,9bf8da3980307966794be5c8c24eb728a740f593,9bf8da3980307966794be5c8c24eb728a740f593,https://github.com/linkedin/ambry.git,37,16,21,2013-10-25T08:04:54,[]
microcks/microcks,java,0,0,,,https://github.com/microcks/microcks.git,1,0,1,2015-02-23T03:46:09,"[""api"", ""api-testing"", ""asyncapi"", ""asyncapi-specification"", ""cncf"", ""cncf-project"", ""event-driven"", ""graphql"", ""kubernetes"", ""mock"", ""mock-server"", ""mocking"", ""openapi"", ""openapi-tooling"", ""openapi3"", ""openapi31"", ""postman-collection"", ""swagger"", ""swagger2"", ""testing""]"
microsoft/mssql-jdbc,java,4,1,41a8a21f109f2fc052dfdf90f0b14676f347c100,41a8a21f109f2fc052dfdf90f0b14676f347c100,https://github.com/microsoft/mssql-jdbc.git,4,2,2,2016-08-22T09:58:47,[]
line/centraldogma,java,0,0,,,https://github.com/line/centraldogma.git,0,0,0,2017-08-29T07:23:31,"[""config"", ""config-server"", ""configuration"", ""configuration-management"", ""configuration-server"", ""git"", ""repository"", ""service-configuration"", ""vcs"", ""version-control"", ""zookeeper""]"
kestra-io/kestra,java,21,8,cdbec44f1aae350361e5c874fae90019ad89bd26,c8e7df469308bfe12c15174960afbfcbfc0a3547,https://github.com/kestra-io/kestra.git,61,23,21,2019-08-24T01:56:15,"[""ai-agents"", ""automation"", ""control-plane"", ""data-engineering"", ""data-orchestration"", ""data-orchestrator"", ""devops"", ""etl"", ""hacktoberfest"", ""high-availability"", ""infra-automation"", ""infra-ops"", ""infrastructure-as-code"", ""java"", ""low-code"", ""orchestration"", ""pipeline"", ""pipeline-as-code"", ""scheduler"", ""workflow""]"
mongodb/mongo-java-driver,java,0,0,,,https://github.com/mongodb/mongo-java-driver.git,0,0,0,2009-01-15T03:16:29,"[""database"", ""java"", ""java-library"", ""jvm"", ""kotlin"", ""kotlin-coroutines"", ""kotlin-library"", ""mongodb"", ""scala""]"
mixpanel/mixpanel-android,java,18,3,0d9a900627066598b0d6eb7f5957307a1472650a,63f13afa5450d0daba0124fee02b2da2df45c0f0,https://github.com/mixpanel/mixpanel-android.git,11,4,7,2010-08-05T04:51:12,"[""analytics"", ""analytics-tracking"", ""android"", ""mixpanel"", ""mixpanel-sdk"", ""sdk"", ""tracking""]"
codenameone/codenameone,java,47,16,ce006aa379cb23166a2048801708d844a8e24d94,396344e89511ba6d0fbd4751830707fd3e5682d7,https://github.com/codenameone/codenameone.git,264,99,165,2015-03-27T07:37:42,"[""android"", ""app-framework"", ""codename-one"", ""cross-platform"", ""desktop"", ""framework"", ""hacktoberfest"", ""ios"", ""java"", ""kotlin"", ""macos"", ""maven"", ""mobile-development"", ""pwa"", ""uwp"", ""windows"", ""wora""]"
msgpack/msgpack-java,java,0,0,,,https://github.com/msgpack/msgpack-java.git,7,2,5,2011-06-29T08:45:39,[]
mvel/mvel,java,3,1,d8871dc26fdc20f62d06760fe7ceff6d755073ee,d8871dc26fdc20f62d06760fe7ceff6d755073ee,https://github.com/mvel/mvel.git,5,1,4,2011-05-17T05:59:38,[]
morphiaorg/morphia,java,5,1,0ce4cb9b02541a6c4ba12f9f2ee05a9e568f743b,0ce4cb9b02541a6c4ba12f9f2ee05a9e568f743b,https://github.com/morphiaorg/morphia.git,15,9,6,2013-04-25T05:41:02,"[""java"", ""kotlin"", ""mongodb"", ""odm""]"
netflix/hollow,java,3,3,10d2835046bb0163c79556da97a4b14f6776edac,7bb1ee8801b09e81983358ab72e373a772ef9e3b,https://github.com/netflix/hollow.git,17,5,12,2016-12-02T06:56:43,[]
netflix/mantis,java,0,0,,,https://github.com/netflix/mantis.git,2,1,1,2019-06-06T11:44:48,[]
nitrite/nitrite-java,java,4,2,8b6b31b3b2b8a3d484b3e7c64e30b643e3a73a90,d6e8455736b7deed4337a549f60d8140148e47db,https://github.com/nitrite/nitrite-java.git,10,2,8,2017-04-19T06:26:54,"[""android"", ""database"", ""documentdb"", ""embedded-database"", ""mobile-database"", ""nosql"", ""object-database"", ""object-storage""]"
neamar/kiss,java,0,0,,,https://github.com/neamar/kiss.git,0,0,0,2012-10-02T04:03:43,[]
intuit/karate,java,49,29,2860718bdb15bb07159e1f38959c5a765ffc15c0,157782b036c117026fa3e52eccd1b303c81b52d7,https://github.com/intuit/karate.git,539,190,349,2017-02-07T03:59:17,[]
