repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,has_teardown_pair,github_url,agent_type,commit_kind,commit_type,raw_source,commit_date,repo_age_at_commit_years,is_complete_addition
talebook/talebook,python,c6202a69a0ce7fbb045cf54382fcf2b969ffde1a,tests/test_scan.py,setUp,unittest_setup,151,154,4,unittest,0,per_test,1,1,0,0,1,0,https://github.com/talebook/talebook/blob/c6202a69a0ce7fbb045cf54382fcf2b969ffde1a/tests/test_scan.py#L151-L154,claude,agent,fix,"def setUp(self):
        self.session = self.get_app().settings[""ScopedSession""]
        self.session.rollback()
        return super().setUp()",2026-06-13,9.744010951403148,1
talebook/talebook,python,713da095cbc03120d758b4976b15aba4709c76b8,tests/test_theme.py,setUpModule,unittest_setup,15,16,2,unittest,0,per_module,1,1,0,0,0,0,https://github.com/talebook/talebook/blob/713da095cbc03120d758b4976b15aba4709c76b8/tests/test_theme.py#L15-L16,claude,agent,feat,"def setUpModule():
    init()",2026-06-16,9.752224503764545,1
talebook/talebook,python,713da095cbc03120d758b4976b15aba4709c76b8,tests/test_theme.py,setUp,unittest_setup,69,76,8,unittest,0,per_test,1,1,0,0,2,1,https://github.com/talebook/talebook/blob/713da095cbc03120d758b4976b15aba4709c76b8/tests/test_theme.py#L69-L76,claude,agent,feat,"def setUp(self):
        super().setUp()
        # 清理测试残留主题
        session = get_db()
        session.query(models.InstalledTheme).filter(
            models.InstalledTheme.name.in_([""test-theme"", ""test-theme-v2""])
        ).delete(synchronize_session=False)
        session.commit()",2026-06-16,9.752224503764545,1
talebook/talebook,python,713da095cbc03120d758b4976b15aba4709c76b8,tests/test_theme.py,tearDown,unittest_setup,78,84,7,unittest,0,per_test,1,1,0,0,2,0,https://github.com/talebook/talebook/blob/713da095cbc03120d758b4976b15aba4709c76b8/tests/test_theme.py#L78-L84,claude,agent,feat,"def tearDown(self):
        session = get_db()
        session.query(models.InstalledTheme).filter(
            models.InstalledTheme.name.in_([""test-theme"", ""test-theme-v2""])
        ).delete(synchronize_session=False)
        session.commit()
        super().tearDown()",2026-06-16,9.752224503764545,1
talebook/talebook,python,0b0fcb5a37648290d3392828bfa0f25df03fcbdf,tests/test_autofill.py,setUpModule,unittest_setup,11,12,2,unittest,0,per_module,1,1,0,0,0,0,https://github.com/talebook/talebook/blob/0b0fcb5a37648290d3392828bfa0f25df03fcbdf/tests/test_autofill.py#L11-L12,claude,agent,feat,"def setUpModule():
    init()",2026-07-01,9.793292265571527,1
talebook/talebook,python,0b0fcb5a37648290d3392828bfa0f25df03fcbdf,tests/test_autofill.py,setUp,unittest_setup,16,20,5,unittest,1,per_test,1,1,0,2,0,1,https://github.com/talebook/talebook/blob/0b0fcb5a37648290d3392828bfa0f25df03fcbdf/tests/test_autofill.py#L16-L20,claude,agent,feat,"def setUp(self):
        super().setUp()
        self.service = AutoFillService()
        self.original_db = self.service.db
        self.service.db = mock.MagicMock()",2026-07-01,9.793292265571527,1
talebook/talebook,python,0b0fcb5a37648290d3392828bfa0f25df03fcbdf,tests/test_autofill.py,tearDown,unittest_setup,22,24,3,unittest,0,per_test,1,1,0,0,0,0,https://github.com/talebook/talebook/blob/0b0fcb5a37648290d3392828bfa0f25df03fcbdf/tests/test_autofill.py#L22-L24,claude,agent,feat,"def tearDown(self):
        self.service.db = self.original_db
        super().tearDown()",2026-07-01,9.793292265571527,1
talebook/talebook,python,199f8144920062e47dd0f2802a237589f3adf370,tests/test_webdav.py,setUpModule,unittest_setup,26,27,2,unittest,0,per_module,1,1,0,0,0,0,https://github.com/talebook/talebook/blob/199f8144920062e47dd0f2802a237589f3adf370/tests/test_webdav.py#L26-L27,claude,agent,feat,"def setUpModule():
    init()",2026-07-08,9.81245722108145,1
talebook/talebook,python,c9245042b12a364c5061a4b80ecd70f0b39286d5,tests/test_scan.py,setUp,unittest_setup,389,392,4,unittest,0,per_test,1,1,0,0,1,0,https://github.com/talebook/talebook/blob/c9245042b12a364c5061a4b80ecd70f0b39286d5/tests/test_scan.py#L389-L392,claude,agent,fix,"def setUp(self):
        self.session = self.get_app().settings[""ScopedSession""]
        self.session.rollback()
        return super().setUp()",2026-07-15,9.831622176591376,1
talebook/talebook,python,2ff5404186f3be1ce88cbaea0d190aed1318e0c0,tests/test_scan.py,setUp,unittest_setup,389,392,4,unittest,0,per_test,1,1,0,0,1,0,https://github.com/talebook/talebook/blob/2ff5404186f3be1ce88cbaea0d190aed1318e0c0/tests/test_scan.py#L389-L392,claude,agent,fix,"def setUp(self):
        self.session = self.get_app().settings[""ScopedSession""]
        self.session.rollback()
        return super().setUp()",2026-07-16,9.834360027378509,1
talebook/talebook,python,6451cdcac3e1e9875e3125ca751205e04d86f7a4,tests/test_book_write_permissions.py,setUpModule,unittest_setup,14,15,2,unittest,0,per_module,1,1,0,0,0,0,https://github.com/talebook/talebook/blob/6451cdcac3e1e9875e3125ca751205e04d86f7a4/tests/test_book_write_permissions.py#L14-L15,codex,agent,fix,"def setUpModule():
    init()",2026-07-19,9.842573579739904,1
sefaria/sefaria-project,python,5308cceb0f4819a4058d46752dc5ca7b942d8d21,reader/tests/password_reset_urls_test.py,_use_library_urls,pytest_decorator,19,20,2,pytest,0,per_test,1,1,1,0,0,0,https://github.com/sefaria/sefaria-project/blob/5308cceb0f4819a4058d46752dc5ca7b942d8d21/reader/tests/password_reset_urls_test.py#L19-L20,claude,agent,fix,"def _use_library_urls(settings):
    settings.ROOT_URLCONF = ""sefaria.urls_library""",2026-05-11,14.636550308008214,1
sefaria/sefaria-project,python,f0e060f5c80415fc1ddb6fcd0ef9268baa490f72,sefaria/tests/modtools_test.py,staff_client,pytest_decorator,13,23,11,pytest,0,per_test,1,1,1,1,0,0,https://github.com/sefaria/sefaria-project/blob/f0e060f5c80415fc1ddb6fcd0ef9268baa490f72/sefaria/tests/modtools_test.py#L13-L23,claude,agent,none,"def staff_client(db):
    """"""Create a staff user and return an authenticated client.""""""
    user = User.objects.create_user(
        username='teststaff',
        email='test@sefaria.org',
        password='testpass123',
        is_staff=True
    )
    client = Client()
    client.force_login(user)  # Use force_login instead of login
    return client",2026-05-25,14.674880219028063,1
sefaria/sefaria-project,python,f0e060f5c80415fc1ddb6fcd0ef9268baa490f72,sefaria/tests/modtools_test.py,regular_client,pytest_decorator,27,37,11,pytest,0,per_test,1,1,1,1,0,0,https://github.com/sefaria/sefaria-project/blob/f0e060f5c80415fc1ddb6fcd0ef9268baa490f72/sefaria/tests/modtools_test.py#L27-L37,claude,agent,none,"def regular_client(db):
    """"""Create a regular (non-staff) user and return an authenticated client.""""""
    user = User.objects.create_user(
        username='testuser',
        email='user@sefaria.org',
        password='testpass123',
        is_staff=False
    )
    client = Client()
    client.force_login(user)
    return client",2026-05-25,14.674880219028063,1
sefaria/sefaria-project,python,f0e060f5c80415fc1ddb6fcd0ef9268baa490f72,sefaria/tests/modtools_test.py,anon_client,pytest_decorator,41,43,3,pytest,0,per_test,1,1,0,1,0,0,https://github.com/sefaria/sefaria-project/blob/f0e060f5c80415fc1ddb6fcd0ef9268baa490f72/sefaria/tests/modtools_test.py#L41-L43,claude,agent,none,"def anon_client():
    """"""Return an unauthenticated client.""""""
    return Client()",2026-05-25,14.674880219028063,1
sefaria/sefaria-project,python,f0e060f5c80415fc1ddb6fcd0ef9268baa490f72,sefaria/tests/modtools_test.py,sample_links_csv,pytest_decorator,596,599,4,pytest,0,per_test,1,1,0,1,0,0,https://github.com/sefaria/sefaria-project/blob/f0e060f5c80415fc1ddb6fcd0ef9268baa490f72/sefaria/tests/modtools_test.py#L596-L599,claude,agent,none,"def sample_links_csv():
    """"""Create a sample CSV file for links upload testing.""""""
    csv_content = b""Genesis 1:1,Rashi on Genesis 1:1\nGenesis 1:2,Rashi on Genesis 1:2""
    return SimpleUploadedFile(""links.csv"", csv_content, content_type=""text/csv"")",2026-05-25,14.674880219028063,1
sefaria/sefaria-project,python,f0e060f5c80415fc1ddb6fcd0ef9268baa490f72,sefaria/tests/modtools_test.py,malformed_csv,pytest_decorator,603,606,4,pytest,0,per_test,1,1,0,1,0,0,https://github.com/sefaria/sefaria-project/blob/f0e060f5c80415fc1ddb6fcd0ef9268baa490f72/sefaria/tests/modtools_test.py#L603-L606,claude,agent,none,"def malformed_csv():
    """"""Create a malformed CSV file for error testing.""""""
    csv_content = b""InvalidRef,AnotherInvalidRef""
    return SimpleUploadedFile(""bad.csv"", csv_content, content_type=""text/csv"")",2026-05-25,14.674880219028063,1
sefaria/sefaria-project,python,f0e060f5c80415fc1ddb6fcd0ef9268baa490f72,sefaria/tests/modtools_test.py,sample_workflowy_xml,pytest_decorator,705,712,8,pytest,0,per_test,1,1,0,1,0,0,https://github.com/sefaria/sefaria-project/blob/f0e060f5c80415fc1ddb6fcd0ef9268baa490f72/sefaria/tests/modtools_test.py#L705-L712,claude,agent,none,"def sample_workflowy_xml(self):
        """"""Create a sample Workflowy XML file.""""""
        xml_content = b""""""<?xml version=""1.0"" encoding=""UTF-8""?>
        <opml version=""2.0"">
            <head><title>Test</title></head>
            <body><outline text=""Test Content""/></body>
        </opml>""""""
        return SimpleUploadedFile(""workflowy.opml"", xml_content, content_type=""text/xml"")",2026-05-25,14.674880219028063,1
sefaria/sefaria-project,python,6e4e01ad254db3fcaeaeb08d905690a68e6931b9,sefaria/helper/tests/topic_test.py,topics_with_varying_source_counts,pytest_decorator,220,243,24,pytest,0,per_module,3,3,2,1,0,1,https://github.com/sefaria/sefaria-project/blob/6e4e01ad254db3fcaeaeb08d905690a68e6931b9/sefaria/helper/tests/topic_test.py#L220-L243,claude,agent,none,"def topics_with_varying_source_counts(django_db_setup, django_db_blocker):
	# Topic.get_pools() is globally mocked in sefaria/conftest.py to read from mock_topics_pool
	# rather than the real DjangoTopic pool tables, so pool membership for test topics is granted
	# the same way: by adding their slugs to that dict.
	with django_db_blocker.unblock():
		specs = [
			('zero', 0, {}),
			('two', 2, {}),
			('three', 3, {}),
			('curated', 1, {""description"": {""en"": ""A hand-written description""}}),
		]
		by_suffix = {}
		for suffix, num_sources, extra_attrs in specs:
			t = Topic({'slug': """", ""numSources"": num_sources, **extra_attrs})
			title = f""get_all_topics test {suffix}""
			t.add_primary_titles(title, title[::-1])
			t.set_slug_to_primary_title()
			t.save()
			mock_topics_pool[t.slug] = ['library']
			by_suffix[suffix] = t
		yield by_suffix
		for t in by_suffix.values():
			mock_topics_pool.pop(t.slug, None)
			t.delete()",2026-07-21,14.830937713894592,1
aiogram/aiogram,python,49d0784e33b9c0101682504440e66b3d14b8c075,tests/test_api/test_types/test_video_quality.py,video_quality,pytest_decorator,7,14,8,pytest,0,per_test,1,1,0,1,0,0,https://github.com/aiogram/aiogram/blob/49d0784e33b9c0101682504440e66b3d14b8c075/tests/test_api/test_types/test_video_quality.py#L7-L14,claude,agent,none,"def video_quality():
    return VideoQuality(
        file_id=""abc123"",
        file_unique_id=""unique123"",
        width=1920,
        height=1080,
        codec=""h264"",
    )",2026-02-10,8.227241615331964,1
al-one/hass-xiaomi-miot,python,148c697ed8f92e63f8d62f47f398c0d4fdb3237d,tests/conftest.py,auto_enable_custom_integrations,pytest_decorator,17,18,2,pytest,0,per_test,1,1,1,0,0,1,https://github.com/al-one/hass-xiaomi-miot/blob/148c697ed8f92e63f8d62f47f398c0d4fdb3237d/tests/conftest.py#L17-L18,claude,agent,none,"def auto_enable_custom_integrations(enable_custom_integrations):
    yield",2026-07-12,5.601642710472279,1
al-one/hass-xiaomi-miot,python,148c697ed8f92e63f8d62f47f398c0d4fdb3237d,tests/conftest.py,setup_xiaomi_miot_data,pytest_decorator,22,25,4,pytest,0,per_test,1,1,1,0,0,0,https://github.com/al-one/hass-xiaomi-miot/blob/148c697ed8f92e63f8d62f47f398c0d4fdb3237d/tests/conftest.py#L22-L25,claude,agent,none,"def setup_xiaomi_miot_data(hass):
    init_integration_data(hass)
    hass.data[DOMAIN][""config""] = {}
    hass.data.setdefault(DATA_CUSTOMIZE, {})",2026-07-12,5.601642710472279,1
al-one/hass-xiaomi-miot,python,148c697ed8f92e63f8d62f47f398c0d4fdb3237d,tests/conftest.py,load_miot_spec,pytest_decorator,29,34,5,pytest,0,per_test,1,2,1,1,1,0,https://github.com/al-one/hass-xiaomi-miot/blob/148c697ed8f92e63f8d62f47f398c0d4fdb3237d/tests/conftest.py#L29-L34,claude,agent,none,"def load_miot_spec(hass):
    def _load(name: str) -> MiotSpec:
        with (FIXTURES / name).open(encoding=""utf-8"") as file:
            return MiotSpec(hass, json.load(file))

    return _load",2026-07-12,5.601642710472279,1
al-one/hass-xiaomi-miot,python,148c697ed8f92e63f8d62f47f398c0d4fdb3237d,tests/conftest.py,make_device,pytest_decorator,38,80,39,pytest,0,per_test,3,3,2,3,1,0,https://github.com/al-one/hass-xiaomi-miot/blob/148c697ed8f92e63f8d62f47f398c0d4fdb3237d/tests/conftest.py#L38-L80,claude,agent,none,"def make_device(hass, request):
    originals = {}

    def _make(
        spec: MiotSpec,
        *,
        model: str = ""test.device.model"",
        customizes: dict | None = None,
        unique_id: str = ""aa:bb:cc:dd:ee:ff"",
    ) -> Device:
        if model not in originals:
            originals[model] = DEVICE_CUSTOMIZES.get(model)
        if customizes is not None:
            DEVICE_CUSTOMIZES[model] = customizes

        entry = SimpleNamespace(
            hass=hass,
            cloud=None,
            id=""test-entry"",
            adders={},
            get_config=lambda key=None, default=None: default,
        )
        info = DeviceInfo({
            ""did"": ""test-device"",
            ""mac"": unique_id,
            ""name"": ""Test Device"",
            ""model"": model,
            ""urn"": spec.type,
        })
        device = Device(info, entry)
        device.spec = spec
        device.init_converters()
        return device

    def restore_customizes():
        for model, original in originals.items():
            if original is None:
                DEVICE_CUSTOMIZES.pop(model, None)
            else:
                DEVICE_CUSTOMIZES[model] = original

    request.addfinalizer(restore_customizes)
    return _make",2026-07-12,5.601642710472279,1
andymccurdy/redis-py,python,2a493975b05e2393c66d53bfe900bcc5e3787859,tests/test_observability/test_metrics_connection_attributes.py,mock_meter,pytest_decorator,108,110,3,pytest,1,per_test,1,1,0,1,0,0,https://github.com/andymccurdy/redis-py/blob/2a493975b05e2393c66d53bfe900bcc5e3787859/tests/test_observability/test_metrics_connection_attributes.py#L108-L110,copilot,agent,none,"def mock_meter(self):
        """"""Create a mock meter for testing.""""""
        return MagicMock()",2026-02-20,16.28747433264887,1
andymccurdy/redis-py,python,2a493975b05e2393c66d53bfe900bcc5e3787859,tests/test_observability/test_metrics_connection_attributes.py,setup_client_and_pool,pytest_decorator,113,133,17,pytest,2,per_test,1,2,1,4,0,1,https://github.com/andymccurdy/redis-py/blob/2a493975b05e2393c66d53bfe900bcc5e3787859/tests/test_observability/test_metrics_connection_attributes.py#L113-L133,copilot,agent,none,"def setup_client_and_pool(self, mock_meter):
        """"""Setup common test infrastructure: pool, client, collector.""""""
        recorder.reset_collector()
        config = OTelConfig(metric_groups=[MetricGroup.COMMAND, MetricGroup.PUBSUB])

        with patch(""redis.observability.metrics.OTEL_AVAILABLE"", True):
            collector = RedisMetricsCollector(mock_meter, config)

        # Create a ConnectionPool with MockConnectionWithoutHostPort as connection_class
        # Similar to how UnixDomainSocketConnection is used
        pool = ConnectionPool(
            connection_class=MockConnectionWithoutHostPort,
            db=0,
        )

        with patch.object(recorder, ""_get_or_create_collector"", return_value=collector):
            client = Redis(connection_pool=pool)
            yield client, pool

        # Cleanup
        pool.disconnect()",2026-02-20,16.28747433264887,1
blazemeter/taurus,python,6f95cb3072dad8ad1858debad5c7a12f0029f010,tests/unit/modules/_selenium/test_remote_selenium_executor.py,setUp,unittest_setup,49,57,9,unittest,2,per_test,2,2,0,1,0,1,https://github.com/blazemeter/taurus/blob/6f95cb3072dad8ad1858debad5c7a12f0029f010/tests/unit/modules/_selenium/test_remote_selenium_executor.py#L49-L57,claude,agent,none,"def setUp(self):
        self._vd_patches = [
            mock.patch(""bzt.modules.services.VirtualDisplay.startup""),
            mock.patch(""bzt.modules.services.VirtualDisplay.shutdown""),
        ]
        for patch in self._vd_patches:
            patch.start()
        super(TestRemoteSeleniumExecutor, self).setUp()
        self.obj.remote_executor = FakeRemoteExecutor()",2026-06-15,11.321013004791238,1
blazemeter/taurus,python,6f95cb3072dad8ad1858debad5c7a12f0029f010,tests/unit/modules/_selenium/test_remote_selenium_executor.py,tearDown,unittest_setup,59,62,4,unittest,0,per_test,2,2,0,0,0,0,https://github.com/blazemeter/taurus/blob/6f95cb3072dad8ad1858debad5c7a12f0029f010/tests/unit/modules/_selenium/test_remote_selenium_executor.py#L59-L62,claude,agent,none,"def tearDown(self):
        super(TestRemoteSeleniumExecutor, self).tearDown()
        for patch in self._vd_patches:
            patch.stop()",2026-06-15,11.321013004791238,1
chipsec/chipsec,python,7747d4549841fcc7065e0130a95c40e37201aeb9,tests/utilcmd/uefi_cmd/test_uefi_cmd.py,setUp,unittest_setup,40,42,3,unittest,0,per_test,1,1,0,0,0,1,https://github.com/chipsec/chipsec/blob/7747d4549841fcc7065e0130a95c40e37201aeb9/tests/utilcmd/uefi_cmd/test_uefi_cmd.py#L40-L42,copilot,agent,fix,"def setUp(self):
        self.init_replay_file = os.path.join(get_main_dir(), ""tests"", ""utilcmd"", ""adlenumerate.json"")
        self._tmpfiles = []",2026-03-17,12.02737850787132,1
chipsec/chipsec,python,7747d4549841fcc7065e0130a95c40e37201aeb9,tests/utilcmd/uefi_cmd/test_uefi_cmd.py,tearDown,unittest_setup,44,52,9,unittest,0,per_test,5,4,0,0,1,0,https://github.com/chipsec/chipsec/blob/7747d4549841fcc7065e0130a95c40e37201aeb9/tests/utilcmd/uefi_cmd/test_uefi_cmd.py#L44-L52,copilot,agent,fix,"def tearDown(self):
        for path in self._tmpfiles:
            try:
                if os.path.isfile(path):
                    os.remove(path)
                elif os.path.isdir(path):
                    shutil.rmtree(path)
            except OSError as exc:
                logger().log_error(f""Failed to remove temporary path {path}: {exc}"")",2026-03-17,12.02737850787132,1
chipsec/chipsec,python,32e2ba62c367523a17ffa01fd25f169d59b6de8e,tests/software/test_firmware_info.py,tearDown,unittest_setup,29,30,2,unittest,0,per_test,1,1,0,0,0,0,https://github.com/chipsec/chipsec/blob/32e2ba62c367523a17ffa01fd25f169d59b6de8e/tests/software/test_firmware_info.py#L29-L30,copilot,agent,none,"def tearDown(self):
        chipset.clear_cs()",2026-03-31,12.06570841889117,1
