repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,is_complete_addition
michaelchu/optopsy,python,f9a8a57e7386dac48245c3d0865225a4c97c4e0f,tests/test_simulator_e2e.py,chain_data,pytest_decorator,122,125,3,pytest,0,1
michaelchu/optopsy,python,f9a8a57e7386dac48245c3d0865225a4c97c4e0f,tests/test_simulator_e2e.py,losing_csv,pytest_decorator,138,156,18,pytest,0,1
michaelchu/optopsy,python,f9a8a57e7386dac48245c3d0865225a4c97c4e0f,tests/test_simulator_e2e.py,losing_data,pytest_decorator,159,162,3,pytest,0,1
michaelchu/optopsy,python,f9a8a57e7386dac48245c3d0865225a4c97c4e0f,tests/test_simulator_e2e.py,stock_data,pytest_decorator,437,450,12,pytest,0,1
michaelchu/optopsy,python,f9a8a57e7386dac48245c3d0865225a4c97c4e0f,tests/test_simulator_e2e.py,drawdown_csv,pytest_decorator,622,654,32,pytest,0,1
michaelchu/optopsy,python,f9a8a57e7386dac48245c3d0865225a4c97c4e0f,tests/test_simulator_e2e.py,drawdown_data,pytest_decorator,657,660,3,pytest,0,1
michaelchu/optopsy,python,f9a8a57e7386dac48245c3d0865225a4c97c4e0f,tests/test_simulator_e2e.py,multi_symbol_csv,pytest_decorator,764,782,18,pytest,0,1
michaelchu/optopsy,python,f9a8a57e7386dac48245c3d0865225a4c97c4e0f,tests/test_simulator_e2e.py,multi_symbol_data,pytest_decorator,785,788,3,pytest,0,1
michaelchu/optopsy,python,41a2a94315755616ac2d2258fbe497c45932b9a9,tests/test_cache.py,cache,pytest_decorator,13,15,2,pytest,0,1
michaelchu/optopsy,python,41a2a94315755616ac2d2258fbe497c45932b9a9,tests/test_cache.py,sample_df,pytest_decorator,18,20,2,pytest,0,1
michaelchu/optopsy,python,41a2a94315755616ac2d2258fbe497c45932b9a9,tests/test_cache.py,provider,pytest_decorator,261,265,4,pytest,0,1
trustedsec/hate_crack,python,316e9f3ec9c30582e2d600e89facaebd9da6e9d9,tests/test_ui_test_pushover.py,_reset_notify_state,pytest_decorator,11,15,4,pytest,0,1
trustedsec/hate_crack,python,c8b18f95951f0827723bde04c8fcaf368ad334ae,tests/test_version_check.py,mock_uv,pytest_decorator,223,229,6,pytest,0,1
trustedsec/hate_crack,python,64bbd47010d33161c90303531fc46fd35914b053,tests/test_combipow_attack.py,cli,pytest_decorator,39,41,2,pytest,0,1
trustedsec/hate_crack,python,e2f25bfc706180f91a40b93954b7589e81881685,tests/test_combinator_wrappers.py,main_module,pytest_decorator,19,21,2,pytest,0,1
trustedsec/hate_crack,python,8ada9b069ad79c06f69ba8dbb1cdec10d4c13c5d,tests/test_permute_wrapper.py,main_module,pytest_decorator,7,10,3,pytest,0,1
trustedsec/hate_crack,python,b8797e582de91684695d22df3e608f1f41e67697,tests/test_random_rules_attack.py,cli,pytest_decorator,25,27,2,pytest,0,1
trustedsec/hate_crack,python,b8797e582de91684695d22df3e608f1f41e67697,tests/test_random_rules_wrapper.py,main_module,pytest_decorator,6,8,2,pytest,0,1
trustedsec/hate_crack,python,0bf37811bd22cf12df92a994723f99962a016841,tests/test_omen_attack.py,model_dir,pytest_decorator,337,341,4,pytest,0,1
trustedsec/hate_crack,python,8731bb2d5ed44131fbf2f1984c8a53d1e52e312b,tests/test_bare_hash_detection.py,main_module,pytest_decorator,15,25,9,pytest,0,1
trustedsec/hate_crack,python,978a24a7c2529b21bf5f257ed22bb862e9cb8afc,tests/test_hashcat_wrappers.py,main_module,pytest_decorator,6,9,3,pytest,0,1
trustedsec/hate_crack,python,978a24a7c2529b21bf5f257ed22bb862e9cb8afc,tests/test_main_utils.py,main_module,pytest_decorator,11,13,2,pytest,0,1
quantecon/quantecon.py,python,43c12792c6b6d2c5c6840fbe8f87b039fa0a97c7,quantecon/game_theory/tests/test_game_converters.py,setup_method,pytest_class_method,24,37,11,pytest,0,1
quantecon/quantecon.py,python,87450f3129c6691fc854880c236c6a24f60eed67,quantecon/game_theory/tests/test_game_converters.py,setup_method,pytest_class_method,12,31,18,pytest,0,1
zengbin93/czsc,python,d2ceabdaca844c3cbdad9db29415f42b7bbdb1ca,tests/unit/test_native_enum_ergonomics.py,enum_case,pytest_decorator,27,48,2,pytest,0,1
zengbin93/czsc,python,c12d1085ed2b51ca25a10b2e9bb2cf0796194d18,tests/test_lightweight_signals.py,_bars_demo,pytest_decorator,200,203,3,pytest,0,1
zengbin93/czsc,python,6ac8cd488aaedf54b70121e37a309c20c5a0ba21,tests/test_lightweight_plotting.py,czsc_30m,pytest_decorator,28,31,3,pytest,0,1
zengbin93/czsc,python,6ac8cd488aaedf54b70121e37a309c20c5a0ba21,tests/test_lightweight_plotting.py,trader_multi,pytest_decorator,34,41,7,pytest,0,1
zengbin93/czsc,python,66a743225facfa9f3d22782ac7e13ad221494ea5,test/parity/conftest.py,rs_czsc_module,pytest_decorator,16,28,11,pytest,0,1
zengbin93/czsc,python,66a743225facfa9f3d22782ac7e13ad221494ea5,test/parity/conftest.py,czsc_module,pytest_decorator,31,36,4,pytest,0,1
zengbin93/czsc,python,66a743225facfa9f3d22782ac7e13ad221494ea5,test/parity/conftest.py,mock_kline_df,pytest_decorator,39,50,9,pytest,0,1
zengbin93/czsc,python,66a743225facfa9f3d22782ac7e13ad221494ea5,test/parity/conftest.py,sample_signal_strings,pytest_decorator,53,65,11,pytest,0,1
zengbin93/czsc,python,66a743225facfa9f3d22782ac7e13ad221494ea5,test/parity/conftest.py,sample_position_dict,pytest_decorator,68,107,38,pytest,0,1
zengbin93/czsc,python,66a743225facfa9f3d22782ac7e13ad221494ea5,test/parity/test_optimize.py,position_files,pytest_decorator,28,48,17,pytest,0,1
zengbin93/czsc,python,66a743225facfa9f3d22782ac7e13ad221494ea5,test/parity/test_optimize.py,bars_dir,pytest_decorator,132,145,11,pytest,0,1
zengbin93/czsc,python,66a743225facfa9f3d22782ac7e13ad221494ea5,test/parity/test_run_research.py,parity_inputs,pytest_decorator,73,83,9,pytest,0,1
zengbin93/czsc,python,cb67f2db31951d9acc6f3a2560e5eeb63c469b82,test/test_html_report_builder.py,sample_builder,pytest_decorator,14,17,3,pytest,0,1
idank/explainshell,python,222f78ebe5c2597c21f9502f3637202e54311fb3,tests/extraction/test_prefilter.py,setUp,unittest_setup,84,86,3,unittest,0,1
idank/explainshell,python,222f78ebe5c2597c21f9502f3637202e54311fb3,tests/extraction/test_prefilter.py,setUp,unittest_setup,123,125,3,unittest,0,1
idank/explainshell,python,222f78ebe5c2597c21f9502f3637202e54311fb3,tests/extraction/test_prefilter.py,setUp,unittest_setup,163,165,3,unittest,0,1
idank/explainshell,python,222f78ebe5c2597c21f9502f3637202e54311fb3,tests/extraction/test_prefilter.py,setUp,unittest_setup,234,236,3,unittest,0,1
idank/explainshell,python,222f78ebe5c2597c21f9502f3637202e54311fb3,tests/extraction/test_prefilter.py,setUp,unittest_setup,254,256,3,unittest,0,1
idank/explainshell,python,a72b07a7db7f15625ef0a2d6771be35cc79aefe1,tests/test_web_views.py,setUp,unittest_setup,331,338,8,unittest,0,1
idank/explainshell,python,f4bbb21caf65fac8c702ccf89f719ad57331f2d2,tests/test_manager.py,setUp,unittest_setup,1778,1779,2,unittest,0,1
idank/explainshell,python,f4bbb21caf65fac8c702ccf89f719ad57331f2d2,tests/test_manager.py,tearDown,unittest_setup,1781,1784,3,unittest,0,1
idank/explainshell,python,293e1eae5d1c82873d8ab6477a09eedf853f3df0,tests/extraction/test_manifest.py,setUp,unittest_setup,33,35,3,unittest,0,1
idank/explainshell,python,293e1eae5d1c82873d8ab6477a09eedf853f3df0,tests/extraction/test_manifest.py,tearDown,unittest_setup,37,43,7,unittest,0,1
idank/explainshell,python,f602c2c826cedf5c907af2b857186d80cc33d3dd,tests/extraction/test_salvage.py,setUp,unittest_setup,34,39,6,unittest,0,1
idank/explainshell,python,f602c2c826cedf5c907af2b857186d80cc33d3dd,tests/extraction/test_salvage.py,tearDown,unittest_setup,41,42,2,unittest,0,1
idank/explainshell,python,a1d930baa086dd7d81507b3c5bfa41741dcf157e,tests/extraction/llm/test_openai_provider.py,setUp,unittest_setup,40,42,3,unittest,1,1
idank/explainshell,python,59614cd8f73336df366278ed633cbfefffe85b26,tests/test_manager.py,setUp,unittest_setup,956,970,15,unittest,0,1
idank/explainshell,python,59614cd8f73336df366278ed633cbfefffe85b26,tests/test_manager.py,tearDown,unittest_setup,972,975,4,unittest,0,1
idank/explainshell,python,59614cd8f73336df366278ed633cbfefffe85b26,tests/test_manager.py,setUp,unittest_setup,1060,1063,4,unittest,0,1
idank/explainshell,python,59614cd8f73336df366278ed633cbfefffe85b26,tests/test_manager.py,tearDown,unittest_setup,1065,1068,4,unittest,0,1
idank/explainshell,python,be494baecef847952b5374262e1734476e254958,tests/extraction/llm/test_response.py,setUp,unittest_setup,399,404,6,unittest,0,1
idank/explainshell,python,1561501523751cb8b6b300f4cde8bad1a5ef6b6c,tests/test_web_views.py,setUp,unittest_setup,110,114,5,unittest,0,1
idank/explainshell,python,ba5cd44eb5302ac087447cfc171319c401ff521a,tests/extraction/llm/test_response.py,setUp,unittest_setup,76,83,8,unittest,0,1
idank/explainshell,python,ba5cd44eb5302ac087447cfc171319c401ff521a,tests/extraction/llm/test_response.py,setUp,unittest_setup,157,163,7,unittest,0,1
enarjord/passivbot,python,2963917970346d533da946a6ecdb2ef0f9b7e3a1,tests/exchanges/test_ccxt_bot_hooks.py,bot_with_mock_cca,pytest_decorator,334,342,7,pytest,1,1
enarjord/passivbot,python,2963917970346d533da946a6ecdb2ef0f9b7e3a1,tests/exchanges/test_ccxt_bot_hooks.py,bot_with_mock_cca,pytest_decorator,387,393,6,pytest,1,1
enarjord/passivbot,python,2963917970346d533da946a6ecdb2ef0f9b7e3a1,tests/exchanges/test_ccxt_bot_hooks.py,bot_with_mock_cca,pytest_decorator,475,481,6,pytest,1,1
enarjord/passivbot,python,2963917970346d533da946a6ecdb2ef0f9b7e3a1,tests/exchanges/test_ccxt_bot_hooks.py,bot_with_mock_cca,pytest_decorator,556,563,7,pytest,1,1
enarjord/passivbot,python,2963917970346d533da946a6ecdb2ef0f9b7e3a1,tests/exchanges/test_ccxt_bot_hooks.py,bot_with_config,pytest_decorator,632,638,6,pytest,0,1
enarjord/passivbot,python,2e7ac89559e4ac81259ccd8cdd91c222e7607dea,tests/test_hlcv_preparation.py,mock_exchange,pytest_decorator,40,49,9,pytest,4,1
enarjord/passivbot,python,2e7ac89559e4ac81259ccd8cdd91c222e7607dea,tests/test_hlcv_preparation.py,mock_markets,pytest_decorator,52,94,42,pytest,0,1
enarjord/passivbot,python,2e7ac89559e4ac81259ccd8cdd91c222e7607dea,tests/test_hlcv_preparation.py,sample_config,pytest_decorator,97,139,42,pytest,0,1
enarjord/passivbot,python,2e7ac89559e4ac81259ccd8cdd91c222e7607dea,tests/test_warmup_utils.py,base_config,pytest_decorator,29,56,27,pytest,0,1
enarjord/passivbot,python,2e7ac89559e4ac81259ccd8cdd91c222e7607dea,tests/test_warmup_utils.py,config_with_coin_overrides,pytest_decorator,59,79,20,pytest,0,1
enarjord/passivbot,python,2e7ac89559e4ac81259ccd8cdd91c222e7607dea,tests/test_warmup_utils.py,config_with_bounds,pytest_decorator,82,93,11,pytest,0,1
exa-networks/exabgp,python,f2cc9c838bb43dbc48d9687c3d12cf55b7cce545,tests/unit/reactor/peer/handlers/test_update.py,handler,pytest_decorator,212,214,2,pytest,0,1
exa-networks/exabgp,python,f2cc9c838bb43dbc48d9687c3d12cf55b7cce545,tests/unit/reactor/peer/handlers/test_update.py,ctx_with_real_rib,pytest_decorator,216,228,12,pytest,5,1
ewels/multiqc,python,3592515dc7133008bb58be7c3f906e1e1959ad4a,multiqc/modules/riker/tests/test_riker.py,run_riker_module,pytest_decorator,127,139,10,pytest,0,1
ewels/multiqc,python,d1eea197c1efd7b9904819e3c9147ce277ddf016,tests/test_custom_configs.py,sample_data_file,pytest_decorator,13,18,5,pytest,0,1
ewels/multiqc,python,b0431fcfcc4e60ab5712048fb7f312ad510dd341,multiqc/modules/biscuit/tests/test_biscuit.py,data_dir,pytest_decorator,12,14,2,pytest,0,1
ewels/multiqc,python,b0431fcfcc4e60ab5712048fb7f312ad510dd341,multiqc/modules/biscuit/tests/test_biscuit.py,mapq_table,pytest_decorator,22,24,2,pytest,0,1
ewels/multiqc,python,805ea23b3b0170a43ac46f358bf62ea9dda3a143,multiqc/modules/umicollapse/tests/test_umicollapse.py,reset_config,pytest_decorator,8,13,5,pytest,0,1
ewels/multiqc,python,805ea23b3b0170a43ac46f358bf62ea9dda3a143,multiqc/modules/umitools/tests/test_umitools.py,reset_config,pytest_decorator,7,12,5,pytest,0,1
ewels/multiqc,python,805ea23b3b0170a43ac46f358bf62ea9dda3a143,tests/test_custom_content.py,reset_config,pytest_decorator,23,30,7,pytest,0,1
ewels/multiqc,python,805ea23b3b0170a43ac46f358bf62ea9dda3a143,tests/test_modules_run.py,reset_config,pytest_decorator,20,27,7,pytest,0,1
ewels/multiqc,python,805ea23b3b0170a43ac46f358bf62ea9dda3a143,tests/test_plots.py,reset_config,pytest_decorator,18,38,20,pytest,0,1
ewels/multiqc,python,805ea23b3b0170a43ac46f358bf62ea9dda3a143,tests/test_sample_name_cleaning.py,reset_config,pytest_decorator,13,20,7,pytest,0,1
ewels/multiqc,python,805ea23b3b0170a43ac46f358bf62ea9dda3a143,tests/test_search_files.py,reset_config,pytest_decorator,17,31,14,pytest,0,1
ewels/multiqc,python,001f3c4e7d80667953ccde64300f8a0160408480,multiqc/modules/seqfu/test/test_stats.py,data_dir,pytest_decorator,11,13,2,pytest,0,1
chipsec/chipsec,python,b805e2d30eb90a251252a200f91a4a684d1dec80,tests/cfg/parsers/test_core_parser_helper.py,setUp,unittest_setup,19,24,6,unittest,1,1
hypothesisworks/hypothesis,python,684e1507ff8f855a87033a32cdb9d506a2d4274e,hypothesis-python/tests/cover/test_regex.py,test,behave_given,508,511,2,behave,0,1
hypothesisworks/hypothesis,python,d8f592dead2e1b69e13f1b13a7a2c8009e206537,hypothesis-python/tests/django/toystore/test_basic_configuration.py,test_that_doesnt_need_db,behave_given,84,87,3,behave,0,1
librephotos/librephotos,python,b7eca2d3cea383430267cbd943cd04f641c72e79,apps/backend/api/tests/test_geocode_rate_limit.py,setUp,unittest_setup,24,28,5,unittest,0,1
librephotos/librephotos,python,b7eca2d3cea383430267cbd943cd04f641c72e79,apps/backend/api/tests/test_geocode_rate_limit.py,tearDown,unittest_setup,30,33,4,unittest,0,1
librephotos/librephotos,python,b7eca2d3cea383430267cbd943cd04f641c72e79,apps/backend/api/tests/test_geocode_rate_limit.py,setUp,unittest_setup,114,118,5,unittest,0,1
librephotos/librephotos,python,b7eca2d3cea383430267cbd943cd04f641c72e79,apps/backend/api/tests/test_geocode_rate_limit.py,tearDown,unittest_setup,120,123,4,unittest,0,1
librephotos/librephotos,python,25d049b184ce6fce093ad1c8b668705e68fcf108,apps/backend/api/tests/test_zip_list_photos_view_v2.py,setUp,unittest_setup,47,63,15,unittest,0,1
librephotos/librephotos,python,92fe53036d026738cf534290b64e9109c36c4bf3,apps/backend/api/tests/test_migration_0099.py,setUpClass,unittest_setup,269,272,4,unittest,0,1
librephotos/librephotos,python,92fe53036d026738cf534290b64e9109c36c4bf3,apps/backend/api/tests/test_migration_0099.py,tearDownClass,unittest_setup,275,277,3,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_auto_select_and_savings.py,setUp,unittest_setup,26,27,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_auto_select_and_savings.py,setUp,unittest_setup,190,191,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_auto_select_and_savings.py,setUp,unittest_setup,299,300,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_auto_select_and_savings.py,setUp,unittest_setup,439,440,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_auto_select_and_savings.py,setUp,unittest_setup,556,557,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_bktree_and_duplicate_detection.py,setUp,unittest_setup,156,157,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_bktree_and_duplicate_detection.py,setUp,unittest_setup,235,236,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_bktree_and_duplicate_detection.py,setUp,unittest_setup,321,322,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_bktree_and_duplicate_detection.py,setUp,unittest_setup,423,425,3,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_bktree_and_duplicate_detection.py,setUp,unittest_setup,480,481,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_burst_filename_patterns.py,setUp,unittest_setup,99,100,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_burst_filename_patterns.py,setUp,unittest_setup,195,196,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_burst_filename_patterns.py,setUp,unittest_setup,287,288,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_burst_filename_patterns.py,setUp,unittest_setup,337,338,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_detection_edge_cases.py,setUp,unittest_setup,129,130,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_detection_edge_cases.py,setUp,unittest_setup,184,185,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_detection_edge_cases.py,setUp,unittest_setup,286,287,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_detection_edge_cases.py,setUp,unittest_setup,345,346,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_detection_edge_cases.py,setUp,unittest_setup,447,448,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_detection_edge_cases.py,setUp,unittest_setup,466,467,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_detection_edge_cases.py,setUp,unittest_setup,512,513,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_detection_edge_cases.py,setUp,unittest_setup,583,585,3,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_api_edge_cases.py,setUp,unittest_setup,25,28,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_api_edge_cases.py,setUp,unittest_setup,151,154,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_api_edge_cases.py,setUp,unittest_setup,251,254,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_api_edge_cases.py,setUp,unittest_setup,343,346,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_api_edge_cases.py,setUp,unittest_setup,421,424,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_api_edge_cases.py,setUp,unittest_setup,497,498,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_api_edge_cases.py,setUp,unittest_setup,551,554,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_api_edge_cases.py,setUp,unittest_setup,600,603,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_filtering.py,setUp,unittest_setup,24,52,25,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_filtering.py,setUp,unittest_setup,97,127,27,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_filtering.py,setUp,unittest_setup,173,176,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_filtering.py,setUp,unittest_setup,222,225,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_filtering.py,setUp,unittest_setup,299,302,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_filtering.py,setUp,unittest_setup,349,368,17,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_filtering.py,setUp,unittest_setup,387,390,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_duplicate_filtering.py,setUp,unittest_setup,419,422,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_edge_cases_integration.py,setUp,unittest_setup,30,31,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_edge_cases_integration.py,setUp,unittest_setup,118,119,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_edge_cases_integration.py,setUp,unittest_setup,150,153,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_edge_cases_integration.py,setUp,unittest_setup,202,205,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_edge_cases_integration.py,setUp,unittest_setup,245,248,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_edge_cases_integration.py,setUp,unittest_setup,313,314,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_edge_cases_integration.py,setUp,unittest_setup,362,363,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_edge_cases_integration.py,setUp,unittest_setup,439,440,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_multi_user_isolation.py,setUp,unittest_setup,25,32,7,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_multi_user_isolation.py,setUp,unittest_setup,124,127,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_multi_user_isolation.py,setUp,unittest_setup,222,224,3,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_multi_user_isolation.py,setUp,unittest_setup,286,289,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_multi_user_isolation.py,setUp,unittest_setup,338,341,4,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_multi_user_isolation.py,setUp,unittest_setup,416,421,6,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_photo_lifecycle.py,setUp,unittest_setup,24,25,2,unittest,0,1
librephotos/librephotos,python,5b109bc7b6d211391dca53e043203a72eaad3fa5,apps/backend/api/tests/test_photo_lifecycle.py,setUp,unittest_setup,106,107,2,unittest,0,1
