repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url
camunda/camunda-modeler,javascript,1,1,8e718dce65c351aa3ff8c2810407297c78126f46,8e718dce65c351aa3ff8c2810407297c78126f46,https://github.com/camunda/camunda-modeler.git
mochajs/mocha,javascript,9,1,0ed524af347b59200e03b972c2450d36f6818a45,0ed524af347b59200e03b972c2450d36f6818a45,https://github.com/mochajs/mocha.git
wordpress/gutenberg,javascript,1,1,d460860c742f38881353850c2d1ab7cd354f485b,d460860c742f38881353850c2d1ab7cd354f485b,https://github.com/wordpress/gutenberg.git
lowdefy/lowdefy,javascript,2,2,26b59c74f1c35d5fd6fc7e221a73cd8e8e93fa18,0a1191e1b38aa71f47f203a46d68bbcb5d2000f6,https://github.com/lowdefy/lowdefy.git
vaadin/web-components,javascript,120,31,2de60ea379df3f33abb5fbf0d8da67f05b45c758,3c15274f06a704ca9ce3ffd55a0fc63471c78225,https://github.com/vaadin/web-components.git
yoast/wordpress-seo,javascript,1,1,0e1bb2a914c4dd21cb436a0841500dae5c4e7410,0e1bb2a914c4dd21cb436a0841500dae5c4e7410,https://github.com/yoast/wordpress-seo.git
talebook/talebook,javascript,2,2,984050780dda3dc6d64f18618f6da2863eda3b13,5db25971568797419f7ebe4e60f64e98bfa17218,https://github.com/talebook/talebook.git
cloudflare/wrangler2,javascript,31,15,dd3baf3fa718ed82f7b394cb0c12db3ac3e092fa,1655bec50c0bfa3efbfc84b171171a44b120f03f,https://github.com/cloudflare/wrangler2.git
mui/material-ui,javascript,6,1,88ec1bc12e6871f321a2570ae016eb82270c0ef0,88ec1bc12e6871f321a2570ae016eb82270c0ef0,https://github.com/mui/material-ui.git
MultiQC/MultiQC,javascript,4,2,29ba13b61ef85219b84ca4946e84226fd22013d8,be3f0fc534e24b060d6a6126c4b0855700628c00,https://github.com/MultiQC/MultiQC.git
AltimateAI/vscode-dbt-power-user,javascript,28,11,fe17c986fdaae096d9f96c3844db76410e695b4c,661664ee18221519743c6ddce88d8187446d4dd2,https://github.com/AltimateAI/vscode-dbt-power-user.git
module-federation/core,javascript,34,6,c2a1d9946d6080e5d7f9c6afb3867c7837647024,98a29c3c74a331e0e7d60f08ba990ad0f443979f,https://github.com/module-federation/core.git
humanwhocodes/crosspost,javascript,7,3,6d4d3a69536ccc04c8d6f458ff1cdfc36442dc55,f0fb763d86e881fd5aee4740329fb2727d0e6a93,https://github.com/humanwhocodes/crosspost.git
apconw/sanic-web,javascript,1,1,2d8a5966226c722f97c3c567f46f79e9e4751a96,2d8a5966226c722f97c3c567f46f79e9e4751a96,https://github.com/apconw/sanic-web.git
jokob-sk/NetAlertX,javascript,7,2,c663afdce0a3be7faa3421a7028e7c505c23c812,1d91b17dee1e5a82e6c084bfbfc3200f3b9948a3,https://github.com/jokob-sk/NetAlertX.git
eyaltoledano/claude-task-master,javascript,77,7,c798639d1a6b492de1b7cc82a28a13ddfba23eb8,18aa416035f44345bde1c7321490345733a5d042,https://github.com/eyaltoledano/claude-task-master.git
viewflow/django-material,javascript,7,6,b9e96ad3a8fe33bbe573c9f59fd7fc0def9f30d7,ac6e7db9e29b7577faa3d12c1c250e79abecf01d,https://github.com/viewflow/django-material.git
steipete/claude-code-mcp,javascript,32,1,1155e5662f64fbae1ea925f4f8808f8200a4bcea,1155e5662f64fbae1ea925f4f8808f8200a4bcea,https://github.com/steipete/claude-code-mcp.git
trueadm/ripple,javascript,2,2,62a1bfdaec52a0732c446f1f1266cd83e7d8490a,6fc159bf46880f7689e69ed31dc21497f14de1c5,https://github.com/trueadm/ripple.git
glittercowboy/get-shit-done,javascript,20,1,36f5bb3d5f859406b7007f7ff54c9a95c267bbb9,36f5bb3d5f859406b7007f7ff54c9a95c267bbb9,https://github.com/glittercowboy/get-shit-done.git
decolua/9router,javascript,2,1,b39eb61c33e28c0e9e307e8c25763835198eaaaf,b39eb61c33e28c0e9e307e8c25763835198eaaaf,https://github.com/decolua/9router.git
rivet-dev/secure-exec,javascript,17,9,69064948a7e1a40efa1db80608afe2e2ab8fa068,97ead624a12ebf201c3d2e55b798d2076464b89c,https://github.com/rivet-dev/secure-exec.git
FidelusAleksander/ghcertified,javascript,4,1,b730ca705dba550fbb93cc5541033eda6f4abaff,b730ca705dba550fbb93cc5541033eda6f4abaff,https://github.com/FidelusAleksander/ghcertified.git
