repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url
typeorm/typeorm,typescript,3,1,46d5b843d62ea80192b443a5683736238ac94637,46d5b843d62ea80192b443a5683736238ac94637,https://github.com/typeorm/typeorm.git
eclipse-theia/theia,typescript,7,1,adc480cd2d10d5ed47ff139dbf1e7eb853e2d328,adc480cd2d10d5ed47ff139dbf1e7eb853e2d328,https://github.com/eclipse-theia/theia.git
antvis/g2,typescript,1,1,93648c7fb5744e19bea182091ff76ea8377285b1,93648c7fb5744e19bea182091ff76ea8377285b1,https://github.com/antvis/g2.git
tinacms/tinacms,typescript,23,4,0509095601fedc87f05a622e219e6414ef51a6b6,6c2c48a9d869cb98e78fc656b986ecc244a5dafd,https://github.com/tinacms/tinacms.git
johannesjo/super-productivity,typescript,6,4,495d0eaf3d441fc397629012f9d1dd26a6d0018d,9832770b2bc884ac47dfb1bebc8e32983f7dc140,https://github.com/johannesjo/super-productivity.git
nrwl/nx,typescript,12,5,706d1add6df47645c19a1f0f4e036a707440d8c5,ffc5f693207feccb970b5fe7b92c927e84cc114f,https://github.com/nrwl/nx.git
thymikee/jest-preset-angular,typescript,1,1,70107300b9644cb45af90199064cf34f803fd60f,70107300b9644cb45af90199064cf34f803fd60f,https://github.com/thymikee/jest-preset-angular.git
firecow/gitlab-ci-local,typescript,2,2,c50ff6c1906b7a91ba0c99e21fde3e99b4300aa9,fcccb7ecf715efc151b42ff8c7379ab013b432b7,https://github.com/firecow/gitlab-ci-local.git
azure/azure-sdk-for-js,typescript,1,1,854d41e4a6d59edd8707ab22402797cd59f87d6e,854d41e4a6d59edd8707ab22402797cd59f87d6e,https://github.com/azure/azure-sdk-for-js.git
webiny/webiny-js,typescript,2,1,82b3fd15dc811c34c320a024fa25e7ed07431e13,82b3fd15dc811c34c320a024fa25e7ed07431e13,https://github.com/webiny/webiny-js.git
thecodingmachine/workadventure,typescript,3,2,2b5a78db83a17315220b05a92a10ae6200556df4,3a53c2bbafb2c3dc9ba060ee15bc8164086f4520,https://github.com/thecodingmachine/workadventure.git
postaljs/postal.js,typescript,42,1,f39f121a2b3c08bd86b527a8b38d527af11ab741,f39f121a2b3c08bd86b527a8b38d527af11ab741,https://github.com/postaljs/postal.js.git
olistic/warriorjs,typescript,10,4,a58da6f1c7d568af8acca0f73f3a0ad75a9d3816,902281fed04bff89ca76b5f7edc839fa7c152287,https://github.com/olistic/warriorjs.git
naomiaro/waveform-playlist,typescript,2,1,34b894d0b3393c18c9fff7dcb313ab0b3d984852,34b894d0b3393c18c9fff7dcb313ab0b3d984852,https://github.com/naomiaro/waveform-playlist.git
n8n-io/n8n,typescript,574,182,e9920b62d5a2a540029c82e43fdf5d1ea6664941,c4c46b8ff93abab45426682f8b371997fb42d52d,https://github.com/n8n-io/n8n.git
nodecg/nodecg,typescript,6,1,437b807de71bbdf033f20a036a227bbfb4057e68,437b807de71bbdf033f20a036a227bbfb4057e68,https://github.com/nodecg/nodecg.git
storybookjs/react-native,typescript,6,1,08f59a620b8a8d3d20fe8d57c2317bc529c0f22b,08f59a620b8a8d3d20fe8d57c2317bc529c0f22b,https://github.com/storybookjs/react-native.git
supabase/supabase-js,typescript,4,1,ea3e086ceabe7926caeff8e70d2f06ef59a5af0b,ea3e086ceabe7926caeff8e70d2f06ef59a5af0b,https://github.com/supabase/supabase-js.git
posthog/posthog-js,typescript,3,1,10b3d232b3c6ce38de5500654e6f8aa3e80c280a,10b3d232b3c6ce38de5500654e6f8aa3e80c280a,https://github.com/posthog/posthog-js.git
poooi/poi,typescript,1,1,34875e5ed0b878dcf347b9262a14366d1d5fd910,34875e5ed0b878dcf347b9262a14366d1d5fd910,https://github.com/poooi/poi.git
snowplow/snowplow-javascript-tracker,typescript,1,1,b3f618b5e53f2abdaa4ba4f43968cd3851359a38,b3f618b5e53f2abdaa4ba4f43968cd3851359a38,https://github.com/snowplow/snowplow-javascript-tracker.git
rjsf-team/react-jsonschema-form,typescript,1,1,67d3ec064ee8e72046df1f0ccbedc4aae14fed91,67d3ec064ee8e72046df1f0ccbedc4aae14fed91,https://github.com/rjsf-team/react-jsonschema-form.git
serverless-stack/serverless-stack,typescript,4,2,cf8d0bda5aa80154effc5475392f1b5151d2993e,7eabd8d2cc4841c35d420b02f93ef06a4cea6ea7,https://github.com/serverless-stack/serverless-stack.git
weseek/growi,typescript,3,1,fc1fd23ed795baee48c67e5a38885affd474045a,fc1fd23ed795baee48c67e5a38885affd474045a,https://github.com/weseek/growi.git
budibase/budibase,typescript,1,1,905ed7859108d5628fd0b58a5a4da2d554266fad,905ed7859108d5628fd0b58a5a4da2d554266fad,https://github.com/budibase/budibase.git
mattermost/mattermost-mobile,typescript,1,1,daec2522f3a019a8055625e83ac9730e11e2c15d,daec2522f3a019a8055625e83ac9730e11e2c15d,https://github.com/mattermost/mattermost-mobile.git
jaegertracing/jaeger-ui,typescript,12,3,8ef32738aa0097d73ac09ee5727ca485a28d80c1,ce29423fb4a7cea0e52c20560e08ca15b1c8c0b2,https://github.com/jaegertracing/jaeger-ui.git
opencti-platform/opencti,typescript,4,2,4d6032872f5070ce7bb827fff86411078456ea0f,f565833cd41d196d4a54d503cacd0ead27fbf106,https://github.com/opencti-platform/opencti.git
metamask/metamask-mobile,typescript,21,7,e259027357df4862222525ccbe46556e2cdf31af,4e024e267af94d506e4dedd3bda2ea23eee321e2,https://github.com/metamask/metamask-mobile.git
automattic/wp-calypso,typescript,4,2,edfad389eac92fdfccb074b0ae7808ba7ac3e191,5953e01da7e63f240e1f594a141d029fa0ca1480,https://github.com/automattic/wp-calypso.git
koenkk/zigbee-herdsman-converters,typescript,1,1,11372d217fcd786b39157ee8a68ffb03562aff51,11372d217fcd786b39157ee8a68ffb03562aff51,https://github.com/koenkk/zigbee-herdsman-converters.git
metamask/metamask-extension,typescript,9,5,662f132b20c6f659c7c15ae3eedae8dde9609627,d6c4b13eed25400bb2d5977609f9cb56f061f52c,https://github.com/metamask/metamask-extension.git
outline/outline,typescript,5,4,7f88ab55fbb347ff258133e439511b421262767a,478781ae5309a9c2b3eb10075b261b82a6b03844,https://github.com/outline/outline.git
primer/components,typescript,2,1,5dcc87ca4befe911101e580da639b5c03d4ffdd6,5dcc87ca4befe911101e580da639b5c03d4ffdd6,https://github.com/primer/components.git
directus/directus,typescript,1,1,ad407d60c55f1b146a963df982dee561157e5eb9,ad407d60c55f1b146a963df982dee561157e5eb9,https://github.com/directus/directus.git
bluewallet/bluewallet,typescript,1,1,dab363dbd75de0083503ed26f60204d9d9afd598,dab363dbd75de0083503ed26f60204d9d9afd598,https://github.com/bluewallet/bluewallet.git
rocketchat/rocket.chat,typescript,62,7,4704bf81ca370f120af32185a7c55407a26f8514,cb3e57004266e7a4a5908b997626a67c5d3b24b2,https://github.com/rocketchat/rocket.chat.git
laurent22/joplin,typescript,5,3,24b088d73aad50b590a2b20969d3bc9b23e1cbb6,4bd98f48198b8aee331dfcab35d0dd6167e85b05,https://github.com/laurent22/joplin.git
apache/superset,typescript,107,44,af6ac4d09cbaf0636d8f684086daaf9dc61ea07c,6c9cda758a8c2c962e321d7f7cd76b837aa87413,https://github.com/apache/superset.git
dailydotdev/apps,typescript,3,3,d1b8373553a5aa52eb99e0d4cd8896e7707bc33f,bc1b629ddfdfcf907c0f998b89dc781e3292127b,https://github.com/dailydotdev/apps.git
lightdash/lightdash,typescript,4,2,3f464ace47d9a02c795af70bcbff458d117ad610,22ab16dfaec97fdf9f82c0f9d4e34f3592419f0b,https://github.com/lightdash/lightdash.git
growthbook/growthbook,typescript,9,5,282217a7c1216192a1ad3fe61045fbb670f8273b,bafe4da7841dd2e45490a26c9045ce2e8a3da808,https://github.com/growthbook/growthbook.git
mathuo/dockview,typescript,2,1,ed407c85d7fe8b1be529533c84de38b39a1952ee,ed407c85d7fe8b1be529533c84de38b39a1952ee,https://github.com/mathuo/dockview.git
l2beat/l2beat,typescript,7,1,98f54eabf923a100aeb0e1dea733025e69338d71,98f54eabf923a100aeb0e1dea733025e69338d71,https://github.com/l2beat/l2beat.git
udecode/plate,typescript,11,2,13dbdcdeaa49518aa82d94acf1ba4cfc87965f24,699e57fc0818e4da1c24127360a41c0de782fcc4,https://github.com/udecode/plate.git
pwa-builder/pwabuilder,typescript,1,1,6e0037b731cd82118770b394c9cb1e0ff3b50ded,6e0037b731cd82118770b394c9cb1e0ff3b50ded,https://github.com/pwa-builder/pwabuilder.git
saleor/saleor-dashboard,typescript,14,3,23a4ee721f51d11b0a886a6530d5b08abb92e08d,7953c80bf84dd91224739b2639e87cc3a203bd50,https://github.com/saleor/saleor-dashboard.git
cnpm/cnpmcore,typescript,1,1,17b1b81eeaf21af6fa36e055bee0467aa99717ef,17b1b81eeaf21af6fa36e055bee0467aa99717ef,https://github.com/cnpm/cnpmcore.git
notifirehq/notifire,typescript,68,23,c1645faaf18974059e8784d5116a8db2e6d6f39f,bf0fa14c05adfdf125cc575ac7aa52cd6811ff4a,https://github.com/notifirehq/notifire.git
hayes/pothos,typescript,3,2,b6e552df24b0cc9616a34c21d7f95ad766fc147b,f161e52dce6179431169fac21224aabfdf7223e9,https://github.com/hayes/pothos.git
containers/podman-desktop,typescript,6,4,ebf9f7a6f3119a3cfc39558a6b5709b8a85db57f,e53324533104529eb6292f27ccca4b37cb80106d,https://github.com/containers/podman-desktop.git
actions/dependency-review-action,typescript,1,1,2af9bac14d6af52a472869800c3dc49037929728,2af9bac14d6af52a472869800c3dc49037929728,https://github.com/actions/dependency-review-action.git
hufe921/canvas-editor,typescript,26,1,a12c67988b2eea07f4ec926038f120bb85c4f746,a12c67988b2eea07f4ec926038f120bb85c4f746,https://github.com/hufe921/canvas-editor.git
clerkinc/javascript,typescript,17,6,7772f45ee601787373cf3c9a24eddf3f76c26bee,6dbb02b13d7099a2ff756c1b4d1a0fca23f4a7c6,https://github.com/clerkinc/javascript.git
lukevella/rallly,typescript,7,1,eb4b7e900ebbb701ef0baef1cc8ae1504f226aed,eb4b7e900ebbb701ef0baef1cc8ae1504f226aed,https://github.com/lukevella/rallly.git
bluesky-social/adx,typescript,12,4,622d365aeb240133f40763a3b1c43981112837fc,3c7976a0d1349d2e48d0e363f21a672753996562,https://github.com/bluesky-social/adx.git
meienberger/runtipi,typescript,1,1,8ce02e4026aa018d1ec2d14d7d094af80a01f603,8ce02e4026aa018d1ec2d14d7d094af80a01f603,https://github.com/meienberger/runtipi.git
home-assistant-libs/python-matter-server,typescript,1,1,cb500a3024c2f849a4bd74873b6fe4b7beeb1b2e,cb500a3024c2f849a4bd74873b6fe4b7beeb1b2e,https://github.com/home-assistant-libs/python-matter-server.git
vitest-dev/vitest,typescript,12,4,7eddd273de3bd3d4b725fe16cf272e7c450aeee9,d3220fcd82e16badc080fa5145db0efbc760b28c,https://github.com/vitest-dev/vitest.git
snoopforms/snoopforms,typescript,31,7,7e2c4393252699d130ffd09e564581200e741c9f,458f135ee10fcffd076bf7ce6a4c4d97e0f32b95,https://github.com/snoopforms/snoopforms.git
walletconnect/web3modal,typescript,13,9,8e93778e952a12c5c33f668b7f80133826dafb65,a26ea9498f21d5419e9c7fa0cc567bc5d04a5173,https://github.com/walletconnect/web3modal.git
p-m-p/slider,typescript,10,1,7a810226186d7b9a79ee0390c786bc96d409fe74,7a810226186d7b9a79ee0390c786bc96d409fe74,https://github.com/p-m-p/slider.git
jorenn92/maintainerr,typescript,2,1,60f1756963236e74f3ca8a47868268080f609220,60f1756963236e74f3ca8a47868268080f609220,https://github.com/jorenn92/maintainerr.git
dust-tt/dust,typescript,4,3,52daf330bb512aa740c267bddcaecd4f708af3a1,b56452723389021522dc979912bc76779b3b93a3,https://github.com/dust-tt/dust.git
codigoencasa/bot-whatsapp,typescript,13,3,51052dc6ab419bad60b77f0e6b93a170297f94cf,f30ecf1b5cf074724e781381b8bcd3808f3045af,https://github.com/codigoencasa/bot-whatsapp.git
shelf-nu/shelf.nu,typescript,4,3,63a840875f0f0ee1638e259ff4a2958a80c438af,568d5d1308f2a5f95de9ee156e1fc0745847e0c6,https://github.com/shelf-nu/shelf.nu.git
gitify-app/gitify,typescript,8,2,967ad6fcd8f3c2ab4c750dcd293c65c7655ac1a8,cf98e9bbc8b5bbe7859c44220fff8d280a63eea4,https://github.com/gitify-app/gitify.git
langgenius/dify,typescript,67,22,9cdeffd0b1ac755793cc566db98462cf49521315,0f4809b9b848f417840d48a29b4d1350cee5a98d,https://github.com/langgenius/dify.git
bootstrap-vue-next/bootstrap-vue-next,typescript,6,2,96073d81f5e2dfbe8a306a07ef49b4c346640c73,59d1e809f57b7443faa7d53dcb6db7b6f0c8ea97,https://github.com/bootstrap-vue-next/bootstrap-vue-next.git
langfuse/langfuse,typescript,1,1,e5144dc401a108f6e90905aca8bfb04d0f612ed2,e5144dc401a108f6e90905aca8bfb04d0f612ed2,https://github.com/langfuse/langfuse.git
iTwin/itwinjs-core,typescript,99,10,67be4183c811d7a2425ed7e0cd5f8c1a9e44c007,6f41433be1c6a12e58911e41e3f8775c09ffaaaf,https://github.com/iTwin/itwinjs-core.git
lobehub/lobe-chat,typescript,53,13,867e22a90e1c8b95122189bb98266acc064f7d4d,c316414277ec15f123678dcb2552dbda2fac4263,https://github.com/lobehub/lobe-chat.git
zenstackhq/zenstack,typescript,17,6,ce50d3ba4804c8f5095f19fdf74d405dc4b182b3,12aeb7bd1869a042c5f6be119264af9d57cec627,https://github.com/zenstackhq/zenstack.git
module-federation/universe,typescript,37,7,c2a1d9946d6080e5d7f9c6afb3867c7837647024,0b0c5dae7999e7c836163bf2caa92b0c8870e485,https://github.com/module-federation/universe.git
likec4/likec4,typescript,4,2,9154deb164f010b31ca7a8424419b3bd1caf227f,014689d7a6c77bd9ef90e618cb9c0217b6b1b83b,https://github.com/likec4/likec4.git
openstatusHQ/openstatus,typescript,2,1,a4060e89e2c63d481e6244307df256375b64fd7c,a4060e89e2c63d481e6244307df256375b64fd7c,https://github.com/openstatusHQ/openstatus.git
Helicone/helicone,typescript,9,6,e58c1ef33d265189c45177c910fc1b25d9ad87e6,d0b458b0451537e8ecae939f8f305477367395b8,https://github.com/Helicone/helicone.git
cloudflare/workers-sdk,typescript,31,15,dd3baf3fa718ed82f7b394cb0c12db3ac3e092fa,1655bec50c0bfa3efbfc84b171171a44b120f03f,https://github.com/cloudflare/workers-sdk.git
facebook/lexical,typescript,5,3,b7326010150368fb01da56bdde0db379540c587b,3f5630338d34162c6f608d5fc7e45a76dea3f3fc,https://github.com/facebook/lexical.git
activepieces/activepieces,typescript,21,8,5e53363844c93916ebbea07596480802289aed8b,382c408aa8f3ae94d5c6551df66af73447e660d1,https://github.com/activepieces/activepieces.git
openobserve/openobserve,typescript,67,5,9d13397c387504fffd7aff27838279ebe0de35de,3f70e843e350ee1b4e7dad7580565d06530ccfeb,https://github.com/openobserve/openobserve.git
TechStark/opencv-js,typescript,3,3,d484c8c69a2a61705a4828f982d680325eeff982,1871ae4d79e61e656bf83f141490d504cc7f80cc,https://github.com/TechStark/opencv-js.git
mattermost/mattermost,typescript,18,10,2b7b398a2225d166cfe6eb7b6796d037c0dcef87,47aa32f0fcbae791e012b665a060cb3936800560,https://github.com/mattermost/mattermost.git
elie222/inbox-zero,typescript,99,46,4e32ea5a7af827184b1fbdab6fd1a02221b1204c,348e73a3508277fcbd41c8ac2104fdc8b1113808,https://github.com/elie222/inbox-zero.git
invoke-ai/InvokeAI,typescript,3,1,75a14e2a4b5199754f4296aaec31efc4e4067e66,75a14e2a4b5199754f4296aaec31efc4e4067e66,https://github.com/invoke-ai/InvokeAI.git
wundergraph/cosmo,typescript,15,1,3227519b3cc7b2dbc163856967bfe36cebf81887,3227519b3cc7b2dbc163856967bfe36cebf81887,https://github.com/wundergraph/cosmo.git
hyperdxio/hyperdx,typescript,1,1,a44fa21b87574a5e2f9fa282e1bf250b3aa7f0e8,a44fa21b87574a5e2f9fa282e1bf250b3aa7f0e8,https://github.com/hyperdxio/hyperdx.git
bring-shrubbery/SVG-to-SwiftUI,typescript,1,1,e6589be4576c621264f3d2c37a53abce90dba694,e6589be4576c621264f3d2c37a53abce90dba694,https://github.com/bring-shrubbery/SVG-to-SwiftUI.git
CopilotKit/CopilotKit,typescript,336,87,0c361cb6ada6c0097d98a9c81a2fc216f4e9c908,e520a66ed62aa0fe5de117a18c44fe00eb4ba031,https://github.com/CopilotKit/CopilotKit.git
nuxt-modules/og-image,typescript,9,2,8c1513f43b6ae5bedbea112673ff74d0fb181270,94eaeb4f85c4284eea21ca21cf7c1bebad457b43,https://github.com/nuxt-modules/og-image.git
Stirling-Tools/Stirling-PDF,typescript,1,1,045f4cc591af4393a4107efebb9f8f35357faca1,045f4cc591af4393a4107efebb9f8f35357faca1,https://github.com/Stirling-Tools/Stirling-PDF.git
langchain-ai/langgraphjs,typescript,1,1,414a7adf908ba4f7ffef4985df3a95f14202591b,414a7adf908ba4f7ffef4985df3a95f14202591b,https://github.com/langchain-ai/langgraphjs.git
coinbase/onchainkit,typescript,1,1,4d201337df3f6edd8002e6c44472da9bcce56905,4d201337df3f6edd8002e6c44472da9bcce56905,https://github.com/coinbase/onchainkit.git
beekeeper-studio/beekeeper-studio,typescript,25,11,b79d92438f343614d1c06bf666a569f669dbe4dc,670b9522640d0039506b7e534cda64ff0b69fc81,https://github.com/beekeeper-studio/beekeeper-studio.git
DetachHead/basedpyright,typescript,2,1,c2ca7969f9780abab054662840798186c08cfd5f,c2ca7969f9780abab054662840798186c08cfd5f,https://github.com/DetachHead/basedpyright.git
hey-api/openapi-ts,typescript,6,5,ebe6f936c4e34551700af58586af8d551385c300,801532b09293386e95d0bfc1e2abebcd37f1c2ef,https://github.com/hey-api/openapi-ts.git
replexica/replexica,typescript,1,1,d9181a56f492811c7fc024bbaca802c35149eb3a,d9181a56f492811c7fc024bbaca802c35149eb3a,https://github.com/replexica/replexica.git
rancher/dashboard,typescript,18,9,e64d7ad7ead5fd022f6ef7a91ab371cdad75d69e,1472be49113980d5e909b7bcd57903d302bc62f2,https://github.com/rancher/dashboard.git
kubb-labs/kubb,typescript,13,9,38f92e97ea1af1cac2539edb9378d468c4c42588,ea8c36e4af652726676ff10d2bfbdc4a3b6a9a38,https://github.com/kubb-labs/kubb.git
DialmasterOrg/Youtarr,typescript,5,4,99aedd8b008964c38c6130afb56dec7dacb8a947,a12f552606c5dcace9c0130c91c8bfced899a7fc,https://github.com/DialmasterOrg/Youtarr.git
mendableai/firecrawl,typescript,18,14,4c7af99c172f0832c03f6106e39bbaf76b17abd4,ef341399f00df3ec4082ecba6d123766a62f2dbf,https://github.com/mendableai/firecrawl.git
github-copilot-resources/copilot-metrics-viewer,typescript,20,6,1638bd3ae2c0a72ce0f834c06cb249e11314e684,a64527845843f9d0887c3ed6a088fef480c055c1,https://github.com/github-copilot-resources/copilot-metrics-viewer.git
firebase/genkit,typescript,5,1,c4f31c76780708fc8dcd0a740cd8e711db55fbb8,c4f31c76780708fc8dcd0a740cd8e711db55fbb8,https://github.com/firebase/genkit.git
nuxt/scripts,typescript,3,2,3bc816e315ac6ae9d7735a4a8d239dcb03d8b7ab,fbdf96be089f964e3209efdf2956ad2d200a886a,https://github.com/nuxt/scripts.git
haydenbleasel/ultracite,typescript,4,3,9d060b55aebe65b60ce4b06cead4d65f9597d005,521ca9376709497a38510afe9ac6616f64721c41,https://github.com/haydenbleasel/ultracite.git
mnfst/manifest,typescript,88,3,832730f2bb5781cea93662d5011d6be8eb52862b,f033af7fc7035cc049133f01960a81f64a3153bb,https://github.com/mnfst/manifest.git
microsoft/prompty,typescript,3,2,b1ab87b81383617a75b210eb7b5b5183ee484ce6,ea88e67af6ebe2013a41de6e2269895d347ef0a8,https://github.com/microsoft/prompty.git
Yonom/assistant-ui,typescript,35,6,73950929dbebadb275e3bdee23331f65f2635a33,a5c7e863a2e62cf5b8f1c7f120dbb8ff3624d2ea,https://github.com/Yonom/assistant-ui.git
ComposioHQ/composio,typescript,2,2,afd96e1d36e38d0501e5d610cfaec282dab3d837,057bd6d44415b6f47d419e0a3ba5b3b12a4b90e6,https://github.com/ComposioHQ/composio.git
TrafficGuard/nous,typescript,2,1,4786ed618f1ccee07006c5f5f7aab01b324eaa9f,4786ed618f1ccee07006c5f5f7aab01b324eaa9f,https://github.com/TrafficGuard/nous.git
tegnike/aituber-kit,typescript,8,8,ad934ca0efa44b73126bceca131ccb14fedd465c,69b155451e625eb06b798867445032e315915a5e,https://github.com/tegnike/aituber-kit.git
Comfy-Org/ComfyUI_frontend,typescript,31,18,71a43193df06438ad9f00f9ba54cdcb6848f1c56,9d3bc0f17366d42c4ece6cb65e8bf3d0a83958bd,https://github.com/Comfy-Org/ComfyUI_frontend.git
event-catalog/eventcatalog,typescript,2,1,3a7b0961b49d10a501f0c2cc94174f6030511959,3a7b0961b49d10a501f0c2cc94174f6030511959,https://github.com/event-catalog/eventcatalog.git
saoudrizwan/claude-dev,typescript,143,73,2508e76af80f34642ac4fbf02c23265642a6e551,7a9dce4f86f154bda9279adfa8abdb852f5a0dfc,https://github.com/saoudrizwan/claude-dev.git
humanlayer/humanlayer,typescript,2,1,9ee2678e1b391aae1e9d9c9a0d58d2ac0de9263c,9ee2678e1b391aae1e9d9c9a0d58d2ac0de9263c,https://github.com/humanlayer/humanlayer.git
web-infra-dev/midscene,typescript,1,1,794d5b863c6ad0b0ae563dd5b500d824210ece45,794d5b863c6ad0b0ae563dd5b500d824210ece45,https://github.com/web-infra-dev/midscene.git
mediar-ai/screenpipe,typescript,1,1,11207a894ef0a631e31fa2843236c607d95a36b4,11207a894ef0a631e31fa2843236c607d95a36b4,https://github.com/mediar-ai/screenpipe.git
latitude-dev/latitude-llm,typescript,4,2,8ddf07112be7a4c9be851413c3d66a19955b6c07,95c29b656827fcfc44eed3bc137c8412f8649b69,https://github.com/latitude-dev/latitude-llm.git
opennextjs/opennextjs-cloudflare,typescript,1,1,8c3a36e35a0c01745054ccf71169ff2859fa18ad,8c3a36e35a0c01745054ccf71169ff2859fa18ad,https://github.com/opennextjs/opennextjs-cloudflare.git
better-auth/better-auth,typescript,13,5,a26333b5fb1a044e76c18385441d3ecc2240ab70,e88ea0bd66762827c01c548d77e0e388834e2892,https://github.com/better-auth/better-auth.git
livekit/agents-js,typescript,8,3,a48c822fbdbc39b403966f80f23207e57a542e91,41d69b8c6881446ba565daa5cb5c9e07b93c23bb,https://github.com/livekit/agents-js.git
sourcebot-dev/sourcebot,typescript,1,1,fe37d4fdf8029a04eb24a4c0ec038910223f3dc0,fe37d4fdf8029a04eb24a4c0ec038910223f3dc0,https://github.com/sourcebot-dev/sourcebot.git
