repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url
GetStream/Vision-Agents,python,1,1,782319a0cfab669fbb65efec1d3aa452b5a72710,782319a0cfab669fbb65efec1d3aa452b5a72710,https://github.com/GetStream/Vision-Agents.git
Git-on-my-level/codex-autorunner,python,1,1,83236cb1be79372c0303605c6f436f79c8c4ff94,83236cb1be79372c0303605c6f436f79c8c4ff94,https://github.com/Git-on-my-level/codex-autorunner.git
HKUDS/LightRAG,python,26,18,ad68624d02d5cd76286e4e156862bd0efc311c2d,abfb844eb1ee70fc025a636bc88cb64cf462c258,https://github.com/HKUDS/LightRAG.git
HKUDS/nanobot,python,4,3,df89bd2dfa25898d08777b8f5bfd3f39793cb434,a6b059d37924059eef322261fcaa8340a6528fa4,https://github.com/HKUDS/nanobot.git
HarrisonKramer/optiland,python,26,6,383778e8e4644b363e06a8ff0f7fcddb89522ce0,f4dfef47e7837984ba679eed9566540e0e4c22f9,https://github.com/HarrisonKramer/optiland.git
Hawksight-AI/semantica,python,120,15,8c4e5e59681a9e09079652f3a12f0401fb424b65,892ff4b4a736ed142d529f48a737792342ab18a8,https://github.com/Hawksight-AI/semantica.git
Human-Agent-Society/CORAL,python,3,3,01d2dde9a389f732dd75ed846f0184ce14580dda,041d5d162a801ce56a6a518cfb1267a0e40799d2,https://github.com/Human-Agent-Society/CORAL.git
Imbad0202/academic-research-skills,python,58,16,77672ffcfcee3a943b6b1c8a596f36d8901c6be7,502e0e2b97488ce9159376b95336d543f4fe1711,https://github.com/Imbad0202/academic-research-skills.git
InternLM/xtuner,python,2,1,090dde0c38d2b55824a3bcf43063a58ec2cdc2e7,090dde0c38d2b55824a3bcf43063a58ec2cdc2e7,https://github.com/InternLM/xtuner.git
LMCache/LMCache,python,15,4,29eee840ff3540f59f6f8cd284350e4245df8513,cfb5c52ae12bc9df39c77422c46212c46fa2d332,https://github.com/LMCache/LMCache.git
LetsFG/LetsFG,python,7,3,7c83507f3dafab2113c9860bbfff4ad2a904cf5c,67bdf6d26e07174a33378681f093b5922780554f,https://github.com/LetsFG/LetsFG.git
Light-Heart-Labs/DreamServer,python,30,12,6a5047fd3f7cc0369416d14289740b8c3f02dd06,3d527f059974849da1f8a755a6d86da2f6990ffc,https://github.com/Light-Heart-Labs/DreamServer.git
Logical-Byte/endfield-essence-recognizer,python,5,1,3ea6722613b8546c61ccef02eff34a12cbba2415,3ea6722613b8546c61ccef02eff34a12cbba2415,https://github.com/Logical-Byte/endfield-essence-recognizer.git
Lux-Luna/LunaVox,python,2,2,ff9db974c18bd8e6db2180afd4fba31e9c5918a4,44554d68a4d1cea35f9f076718803861a32401f1,https://github.com/Lux-Luna/LunaVox.git
MemPalace/mempalace,python,3,3,fed69935d343aba8f96b222b0f1f23e21e86583d,374400a530a524f631008c7b10ad05dcf9f30ab7,https://github.com/MemPalace/mempalace.git
MervinPraison/PraisonAI,python,31,16,624837356ec42e8cdc82502507ba537e26f161b2,2b2443ff63d1c145ae1c372f51fb8f5caded7591,https://github.com/MervinPraison/PraisonAI.git
Mibayy/token-savior,python,22,17,2ffd016362c191f009679edadc5b3e68ed3fd348,3e11af293d514c79eccee3da26245b4bf3b6f141,https://github.com/Mibayy/token-savior.git
ModelTC/lightx2v,python,1,1,392417fde4004e8d39ba58bbd90157852f8ca6a4,392417fde4004e8d39ba58bbd90157852f8ca6a4,https://github.com/ModelTC/lightx2v.git
NVIDIA-AI-Blueprints/aiq,python,6,3,efbbbc3c0f2ce5c8ce42b07d31aa0b52dac4ddae,38d87da29ef2c84bf32ee44def4b0207247e4509,https://github.com/NVIDIA-AI-Blueprints/aiq.git
NVIDIA-NeMo/Automodel,python,67,19,40fa3f8ac70fbef1e0cfce282a74ddd1926b4074,57b518e6476f79ecdd4ff61d476a79dbb3bba6be,https://github.com/NVIDIA-NeMo/Automodel.git
NVIDIA-NeMo/Curator,python,6,2,306afe320ac64afb9223ea490a95575754218dfe,008060bfc0807fbaa447532afbfcf6ef39d7d78c,https://github.com/NVIDIA-NeMo/Curator.git
NVIDIA-NeMo/DataDesigner,python,2,1,68a7f7120f7a260570b22c57456cb3e66efeb6a0,68a7f7120f7a260570b22c57456cb3e66efeb6a0,https://github.com/NVIDIA-NeMo/DataDesigner.git
NVIDIA-NeMo/Gym,python,8,3,0107f6c58ad604365a75edf3b056ef452016d851,3a9db6fa3b0f972997677268d2f8cdc94bea73a8,https://github.com/NVIDIA-NeMo/Gym.git
NVIDIA-NeMo/Megatron-Bridge,python,40,12,4b91a7742d228321814b1170f350f4eb951ffac1,615e1b776795d5cdd3d695d3db62692cfaebf340,https://github.com/NVIDIA-NeMo/Megatron-Bridge.git
NVIDIA-NeMo/RL,python,25,4,32faafa4f7ecbb15ddafdf9549d4db30b20046ca,44f260047047d3ba950dd916c20d1bc59b95b283,https://github.com/NVIDIA-NeMo/RL.git
NVIDIA/TensorRT-Model-Optimizer,python,11,6,549cea8c980dc413aa45cd6675cf2d23a9db1c2e,aec72ffa68b71fb3f6ab8b7cd49f8044f09fb448,https://github.com/NVIDIA/TensorRT-Model-Optimizer.git
NVIDIA/earth2studio,python,2,1,45e4275290946dc803ba249b4d7efcac40020f5a,45e4275290946dc803ba249b4d7efcac40020f5a,https://github.com/NVIDIA/earth2studio.git
NVIDIA/nv-ingest,python,15,4,a89cbbd12a520eb25998def23abdaad52f29422e,f123bee07fae7f47ee3cea1f4d8814f7ba804fe3,https://github.com/NVIDIA/nv-ingest.git
NousResearch/hermes-agent,python,20,13,fbb1923fad18eb3bba332c3bfbdcfd69dddae19e,72f75f84568a8852fbc0aeb14328e82647b3cf70,https://github.com/NousResearch/hermes-agent.git
NovaSky-AI/SkyRL,python,9,7,dffae957cee22e1aa2d442a64055b5b738e4557c,fd7459bdb677a6c651c3dc837d72ab7cf57f03a8,https://github.com/NovaSky-AI/SkyRL.git
OpenAccess-AI-Collective/axolotl,python,2,2,4065bc14c616e12c4da037c01de8a0defd9e7c10,5352d41d32f4245bbb8b0140990ac0f6b77f1ab1,https://github.com/OpenAccess-AI-Collective/axolotl.git
OpenMind/OM1,python,4,2,29416279914e0cc7073d98c75c152c26afb23215,1783c1c7d857fdc3ae6ef1e484fbac0d8d23e188,https://github.com/OpenMind/OM1.git
OpenPipe/ART,python,6,3,9016205089408efb45b287e996bbd0f7e5872633,863683096a93b79a4e8993733fccaa0e888d642c,https://github.com/OpenPipe/ART.git
OpenRaiser/NanoResearch,python,10,2,2916539d219fcfbc4320bade620146537436b722,4fc562db1959f28fa868ba92e0998c286aeea543,https://github.com/OpenRaiser/NanoResearch.git
Pantheon-Security/medusa,python,7,3,f82ce547f8732fcf3b7051b0e321645d4940a9a3,e8577312905d64bb062b04547310a807f0d111d3,https://github.com/Pantheon-Security/medusa.git
Pipelex/pipelex,python,69,6,c6e4ff450e11223b682095b62ea5257446cef45c,3e69eb947e2dab190d3ba37b5867f90dab81d303,https://github.com/Pipelex/pipelex.git
Priivacy-ai/spec-kitty,python,427,108,c076fd355ab030bdca93c624265d5bfa06226df0,5c5119d6bd1f09e3c59f4e6b275c44629bc3ed03,https://github.com/Priivacy-ai/spec-kitty.git
PrimeIntellect-ai/prime-rl,python,15,3,c28eaf874babc7490c76de243783d19d2f0a6447,d8698f4e53f2a265887ee1f33c727a7794627a86,https://github.com/PrimeIntellect-ai/prime-rl.git
Q00/ouroboros,python,86,21,d31e06fc6dc6aee6db4f24ee6652bb0b5c0d1341,22011db505deeb421e15add08fbd324463e0d948,https://github.com/Q00/ouroboros.git
ROCm/TheRock,python,28,8,91dc2093da7b6d04f53de31b71b54f4d7f0385dc,7c7e2215dff6cb85ad54f70cb519743a0044014d,https://github.com/ROCm/TheRock.git
RichardAtCT/claude-code-telegram,python,4,2,85cc4c30f0269958f0779449eaaa9618a4cea067,ce10cff4a93decc2bab72fd8c2c058434634b651,https://github.com/RichardAtCT/claude-code-telegram.git
SWE-agent/mini-swe-agent,python,1,1,f874ad4e3205fe28b06be66608637f80954cd439,f874ad4e3205fe28b06be66608637f80954cd439,https://github.com/SWE-agent/mini-swe-agent.git
SafeRL-Lab/cheetahclaws,python,84,23,d56d36112ad76cac85537668212d423311f05cfa,5b67df192dcfe1c1015119195794985fadfadd58,https://github.com/SafeRL-Lab/cheetahclaws.git
Screenly/Anthias,python,24,11,54d9cd949ba1bf4268f0524195d5d50bc7b66405,a3aa63fa1a63ebc767cb06fd0bfda00310bbb78f,https://github.com/Screenly/Anthias.git
Significant-Gravitas/Auto-GPT,python,67,18,3abea1ed9674706f6b9091d5a2fc46db0f4af234,3073d443af3f1268394d4c4680cf1e96701f519b,https://github.com/Significant-Gravitas/Auto-GPT.git
SkyworkAI/DeepResearchAgent,python,1,1,f3d41e893ba720c65fa1390a4f510068f5280b6f,f3d41e893ba720c65fa1390a4f510068f5280b6f,https://github.com/SkyworkAI/DeepResearchAgent.git
SolaceLabs/solace-agent-mesh,python,27,12,81f7c68a53539157b97fa638cf0951e3e3067c83,40202f12bb48c74d043a2dc1afbc6a25de7653eb,https://github.com/SolaceLabs/solace-agent-mesh.git
Starlitnightly/omicverse,python,82,29,d8a31051faed3fd75bb115954599b32c21cfbd3c,7ab2b3314a7e3c2043309acadbfd64a36c2948aa,https://github.com/Starlitnightly/omicverse.git
SuperClaude-Org/SuperClaude_Framework,python,9,2,8c0559ca9a99a14c7337b48e888959b47dc8acb8,116e9fc5f9795a5ac2b431d997b28a252619f4bc,https://github.com/SuperClaude-Org/SuperClaude_Framework.git
TEN-framework/TEN-Agent,python,1,1,0f52f38180b5e16ad1731aebd3d2d06ad07433a3,0f52f38180b5e16ad1731aebd3d2d06ad07433a3,https://github.com/TEN-framework/TEN-Agent.git
TesslateAI/OpenSail,python,10,3,a83fd46a40dc6eef8c2b81431faee5a645446077,aa1c5a4926cd396e625cef8994be292bcbcbf863,https://github.com/TesslateAI/OpenSail.git
TracecatHQ/tracecat,python,50,10,4567319e505de15075c6fdc547ea914464f80121,bf617e37dc47a3f56c81fa29cc13735a738debf7,https://github.com/TracecatHQ/tracecat.git
Tracer-Cloud/opensre,python,14,6,8acd5c91a82c311536bd6c6a9757db8ecbe14a14,3afd3bbf123cde29a6bc266ff79b04b4adff2f1d,https://github.com/Tracer-Cloud/opensre.git
UKGovernmentBEIS/inspect_ai,python,7,7,8b58609f5dc70c24738827e094322ece389fcd50,e5b6393d0a3d5572125bf0f4f584f60c2c1fc7a5,https://github.com/UKGovernmentBEIS/inspect_ai.git
UKGovernmentBEIS/inspect_evals,python,14,10,319df8919a45241c056a1ed455fab7259c9f97cc,1c55a3c0f32ddcc5a5999ba5437847c5d5236b3e,https://github.com/UKGovernmentBEIS/inspect_evals.git
VRSEN/agency-swarm,python,1,1,cfcbd86a63fb03db533b28d679708413faff09c3,cfcbd86a63fb03db533b28d679708413faff09c3,https://github.com/VRSEN/agency-swarm.git
X-GenGroup/Flow-Factory,python,1,1,6fe34a6640bfab8485c43ec0a7ec94bc05c24f0a,6fe34a6640bfab8485c43ec0a7ec94bc05c24f0a,https://github.com/X-GenGroup/Flow-Factory.git
ZhuLinsen/daily_stock_analysis,python,4,1,76478fa43b4c0101443f1cd3f6cb776ea8213ec1,76478fa43b4c0101443f1cd3f6cb776ea8213ec1,https://github.com/ZhuLinsen/daily_stock_analysis.git
Zipstack/unstract,python,63,11,0c0c8c10341be57a089a207b0fe9967f83f52b2e,a611abead6a1ef8351c1a6311315ea357dc11abf,https://github.com/Zipstack/unstract.git
ace-step/ACE-Step-1.5,python,13,7,c326ba885c996b59a298c57d51eafd834e10c02b,eb95f8cdb2c6ca369b83930f16be4cc2072c975f,https://github.com/ace-step/ACE-Step-1.5.git
adenhq/hive,python,32,5,bfb660275efb1406ab30a7a0faa23f40fd422b27,89ab2e0a742f815b9fc49ed186aa9dab2aeca06b,https://github.com/adenhq/hive.git
ag-ui-protocol/ag-ui,python,210,33,96830c5788f72eabc4025be387c9f28c1de20aba,14f6a32bb5d730421973fc7edafa311cbec37b53,https://github.com/ag-ui-protocol/ag-ui.git
ag2ai/ag2,python,21,8,a39360e40e83656affdf8f6db9d799af9ce2271c,ffee11332dd900402cd1bf1c24240ddcfaa80cec,https://github.com/ag2ai/ag2.git
aiming-lab/AutoResearchClaw,python,1,1,40e2ee2a6e0cc5126d10158bc8d2e40769efdfc0,40e2ee2a6e0cc5126d10158bc8d2e40769efdfc0,https://github.com/aiming-lab/AutoResearchClaw.git
aiogram/aiogram,python,1,1,49d0784e33b9c0101682504440e66b3d14b8c075,49d0784e33b9c0101682504440e66b3d14b8c075,https://github.com/aiogram/aiogram.git
airbytehq/airbyte,python,20,9,b3580344b7c2e1a7de4365daa5bcf001e41ebbd3,9806dcb36c26f549919da4904574cdd3b1e5ecb5,https://github.com/airbytehq/airbyte.git
alibaba/OpenSandbox,python,6,1,75fe6cf064cf2c6bce7f5ecaf549d491460eb885,75fe6cf064cf2c6bce7f5ecaf549d491460eb885,https://github.com/alibaba/OpenSandbox.git
alinaqi/claude-bootstrap,python,82,24,e0f6c093b0fc797a7252fb6ecf9994c59b9dae76,ee4887da9af16e47f1af441a7bd201f764ec3771,https://github.com/alinaqi/claude-bootstrap.git
alirezarezvani/claude-skills,python,5,1,36678cd00d542dfc072ffddd0c38433f161b139a,36678cd00d542dfc072ffddd0c38433f161b139a,https://github.com/alirezarezvani/claude-skills.git
allenai/open-instruct,python,7,4,456d6a1d9a0988304b14537e42f46099d59a28f8,45901fd00593422a366dc303012b55b4fe5f4241,https://github.com/allenai/open-instruct.git
always-further/deepfabric,python,9,3,cdea0c33908f797b9872b4cf0cb7500562996aca,4ccdb22605f39e6f28e01e15190519038b67a98c,https://github.com/always-further/deepfabric.git
amd/gaia,python,17,8,3df90ffc5d28d9a89d0debcaee399dae6fe0eb9a,b0c03c51995a92add8a1317a586ac9310afbb822,https://github.com/amd/gaia.git
andymccurdy/redis-py,python,2,1,2a493975b05e2393c66d53bfe900bcc5e3787859,2a493975b05e2393c66d53bfe900bcc5e3787859,https://github.com/andymccurdy/redis-py.git
anthropics/claude-code-sdk-python,python,21,6,b25cdf81c92a68fa8d5c0d58a0a6849231c07ee6,2d7df082e80ec396c43ecb46360750992a2bd1d3,https://github.com/anthropics/claude-code-sdk-python.git
apache/airflow,python,12,8,a6ea6f9a0827126ef8968985f56c221385491fad,247551da1d069ff6f2c4d32a5f2dc739f44d71a4,https://github.com/apache/airflow.git
apache/datafusion-python,python,4,4,1160d5a91d586927dc6e466829965770c3fa299a,2d074713d1505256ed92a07e77c18ee43713a303,https://github.com/apache/datafusion-python.git
archivebox/archivebox,python,47,7,d65eb587d90b9f2c1b25a22a42d4912f9ae6ac0c,c2bb4b25cb849b56718fedc3ae18b3e4e10895ca,https://github.com/archivebox/archivebox.git
astronomer/astronomer-cosmos,python,3,3,92810c4dafdac99332737b925ae601e60c0d3108,804e7ea1ff7b6ce377ad61f295ca4cb92edd1e03,https://github.com/astronomer/astronomer-cosmos.git
atopile/atopile,python,4,1,f50334c9a7f34ee9cd8bc0a43ecc33da1d80900f,f50334c9a7f34ee9cd8bc0a43ecc33da1d80900f,https://github.com/atopile/atopile.git
awslabs/aidlc-workflows,python,108,2,c8e3522411e8a5bdf3a6fdae4f08cf3d6c2671d6,93758f47b2e0a983ae7b276eb042c83431977348,https://github.com/awslabs/aidlc-workflows.git
azure/azure-sdk-for-python,python,77,25,1cee6836506f59bfb762d2c5a06f91e07903d0dd,944d8802ed80305f83358fb6467f056397beb2ee,https://github.com/azure/azure-sdk-for-python.git
basetenlabs/truss,python,4,3,60da8ac5b94f27d56362da3cdbc13ba920c9920e,ad7b386f866ee0bc38de0140e95a432b648f0d6a,https://github.com/basetenlabs/truss.git
basicmachines-co/basic-memory,python,32,8,b6aeb3217c0ba484a2693ad930b960d1ee088a5d,b6e8c636cecde23d6974201f83ff3c5047b1b299,https://github.com/basicmachines-co/basic-memory.git
bespokelabsai/curator,python,8,2,fd50653eb213fd1b7783fe68313270c1245733b1,f060e1a8e3a2f7fd5f007145ec1fa1ed31377d00,https://github.com/bespokelabsai/curator.git
bpwhelan/GameSentenceMiner,python,1,1,f4c5a955e7b3cf1157b0480465ec6f13690775fe,f4c5a955e7b3cf1157b0480465ec6f13690775fe,https://github.com/bpwhelan/GameSentenceMiner.git
brightbeanxyz/brightbean-studio,python,21,9,f33f10c5a42df9368351eaa1abb4bf4a4746e56a,b02e503e3e34aad573cae0165e0340e08e326beb,https://github.com/brightbeanxyz/brightbean-studio.git
buckaroo-data/buckaroo,python,10,6,f0716f1f86eed654fc9e2b4b9d86d3be31ee5021,290d98bce2cc3588680f9a0f12921c9d186d84e3,https://github.com/buckaroo-data/buckaroo.git
bytedance/deer-flow,python,27,14,bab60e6e3d166a166b5b4f3bf33c1995d025697e,a6dd2876f03426ee66524828aaf40878fca69eda,https://github.com/bytedance/deer-flow.git
calesthio/OpenMontage,python,4,1,a3e735cc7abb7f5c703944d763bd1d847ead544b,a3e735cc7abb7f5c703944d763bd1d847ead544b,https://github.com/calesthio/OpenMontage.git
castorini/rank_llm,python,1,1,5dabb0f1ae4e806a72b283d5ec95c153d6050054,5dabb0f1ae4e806a72b283d5ec95c153d6050054,https://github.com/castorini/rank_llm.git
celery/celery,python,6,2,dd4cf64a02d887e9425ec7d822bb623b8a88abf2,de104a2fce76a8949012493b83da48daaa6d0247,https://github.com/celery/celery.git
chardet/chardet,python,1,1,d650fcc077f92c38b5a2baa49fcda89047e0aa73,d650fcc077f92c38b5a2baa49fcda89047e0aa73,https://github.com/chardet/chardet.git
chdb-io/chdb,python,8,4,913ad75cc40ec0bc300ed5ef9af70d858b1f248a,961e55a1d9a094160b22313ff7ab6ba3d26666e5,https://github.com/chdb-io/chdb.git
chipsec/chipsec,python,3,2,7747d4549841fcc7065e0130a95c40e37201aeb9,32e2ba62c367523a17ffa01fd25f169d59b6de8e,https://github.com/chipsec/chipsec.git
chopratejas/headroom,python,62,18,876e8601cf8137273e51636290829d1e9c315364,cc7ad822f47eb1fcc399df9aafeb8a4c2e87c8a2,https://github.com/chopratejas/headroom.git
chunkhound/chunkhound,python,97,25,ffc2eb5bc271697d989041df2e6641cf90f28273,cba286efb3682d94fc11804e8f29b2dc1c2645df,https://github.com/chunkhound/chunkhound.git
cocoindex-io/cocoindex,python,6,3,4dbb76585abfe557beb0ad16904591ca6de67780,0cc88ee6fed6f4d8630e675c425e8150a7bfd4ef,https://github.com/cocoindex-io/cocoindex.git
cocoindex-io/cocoindex-code,python,3,2,33334bc996ff6389e0c69db824d4e455283ec760,2e96b45636e6538dd4a374fd8a7283be110998b4,https://github.com/cocoindex-io/cocoindex-code.git
codelion/openevolve,python,6,1,ad9c9c1769e55a776549715b5b48e13a84a93a30,ad9c9c1769e55a776549715b5b48e13a84a93a30,https://github.com/codelion/openevolve.git
comet-ml/opik,python,151,36,8d2110558c7f495277a06bc51a8f999881ae2273,b33c4a9a58c958ef4c289db1f320c53224516c73,https://github.com/comet-ml/opik.git
confident-ai/deepeval,python,1,1,c7b089554eb5eb6bb9b7f2118816bf0f7f92d50d,c7b089554eb5eb6bb9b7f2118816bf0f7f92d50d,https://github.com/confident-ai/deepeval.git
containers/ramalama,python,1,1,dde41eebc42c77ebb47b030016b106d52dc54d1b,dde41eebc42c77ebb47b030016b106d52dc54d1b,https://github.com/containers/ramalama.git
context-labs/HALO,python,2,2,c4e3af31b5433a3acae83f3ee990cc5b69033b8b,645dec3fb8db6f6eba2a3bab4202180ba7aa52eb,https://github.com/context-labs/HALO.git
couchers-org/couchers,python,8,8,5336660be482dd378cbd85ae17e525c99eee9d91,9594434d1eb63d9f79fcb903c97ac17d461416d1,https://github.com/couchers-org/couchers.git
crestalnetwork/intentkit,python,20,8,3e6773331daed23286ef4afcd71c9dd040a92802,4a32b24b73d958205c0cde5a95fe0f61451266f9,https://github.com/crestalnetwork/intentkit.git
crytic/slither,python,2,2,85c6711ec7ac0e58c4cb693f9a5259091fc9398b,91ebdd92b55695011f6ce6b478c64c0da82c1e3c,https://github.com/crytic/slither.git
cuga-project/cuga-agent,python,11,1,6efa7f4b62fd53c2f1c9499c7196ddca8ddf4eb4,6efa7f4b62fd53c2f1c9499c7196ddca8ddf4eb4,https://github.com/cuga-project/cuga-agent.git
custom-components/alexa_media_player,python,5,3,06981499d6b6a1a02118a1c5c4d2021ff09b03bb,79083aa1af0128195a09ef3a8538f47936959154,https://github.com/custom-components/alexa_media_player.git
daaain/claude-code-log,python,27,13,71157abff635bfcec84553f7145a4805215c3dcb,a90fb6a9bbd1e2001c0bedd25c7e65a9cd06698e,https://github.com/daaain/claude-code-log.git
dagster-io/dagster,python,2,2,2ae80f3ae4f73598b6073702f25d6da90f3bfb30,285c33607f1d97520413a5f430e91afb1c7da0fb,https://github.com/dagster-io/dagster.git
danswer-ai/danswer,python,30,13,7977017aab6409b8d2ca7cf3040beeaeb3286835,4940af0d5643be4f7cf43cc6203540a45d3be7d3,https://github.com/danswer-ai/danswer.git
dapr/dapr-agents,python,13,3,2fb4f9e82ec2955076b28eb3773540948ae32aab,23e558fdb0539a14f0a5c31e83f4aa9acd0eb9b0,https://github.com/dapr/dapr-agents.git
databricks-solutions/ai-dev-kit,python,11,3,ee8eb8cfa478e0978adc18a179fcb6cb8392450c,cb9f16c71fd7f9a68f638f856487394324b95b49,https://github.com/databricks-solutions/ai-dev-kit.git
datacontract/datacontract-cli,python,1,1,8f7ff58a1ec83437b74ad06f3045a2e220b71f37,8f7ff58a1ec83437b74ad06f3045a2e220b71f37,https://github.com/datacontract/datacontract-cli.git
datadog/dd-trace-py,python,2,2,9c8c6d0eb66c67ae261329c0f098dd32b6e67b21,870ee85a634c05aabf20ab8dbc34fe2471fa5bbd,https://github.com/datadog/dd-trace-py.git
datadog/integrations-core,python,29,10,785d277840319005dd42900fd4540bc1997d6ac4,bdac825807a95a07866524d97f7adee73db4757f,https://github.com/datadog/integrations-core.git
datahub-project/datahub,python,104,27,b3fafc38be1db047663571d99a6bd1bc3f960e59,464e45961ee39d9d2727192a2dd3405fbadf0db3,https://github.com/datahub-project/datahub.git
datalayer/jupyter-mcp-server,python,4,2,c45d8ec870958540462493b872b2a722ae2adcdf,2597483ea59c37bd885fa6ce6b65d6ca30c53e02,https://github.com/datalayer/jupyter-mcp-server.git
davepoon/buildwithclaude,python,3,1,4cbf4794bf62f075075864de53ca7b0782203dbb,4cbf4794bf62f075075864de53ca7b0782203dbb,https://github.com/davepoon/buildwithclaude.git
davidfowl/tally,python,5,5,6ba8ad311361e5ed7970fec5e1ae319ffbecc560,8939ff92021fd4d68b7a3b0c33e58f771ec7d2ec,https://github.com/davidfowl/tally.git
davila7/claude-code-templates,python,6,1,5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13,5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13,https://github.com/davila7/claude-code-templates.git
