repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics,stars,forks,num_contributors,agent_adoption_intensity
datacontract/datacontract-cli,javascript,1,1,8f7ff58a1ec83437b74ad06f3045a2e220b71f37,8f7ff58a1ec83437b74ad06f3045a2e220b71f37,https://github.com/datacontract/datacontract-cli.git,60,31,29,2023-07-24T02:54:16,"[""datacontract"", ""datamesh""]",1032,266,144,consistent
datadog/dd-trace-js,javascript,71,16,48c7ce42be8b84827ad1c712a0ce7e0401843b36,b9b4e0b891a34e558afaf921fbba086c9d5e89f3,https://github.com/datadog/dd-trace-js.git,99,64,35,2018-01-17T06:40:03,"[""apm"", ""datadog"", ""javascript"", ""nodejs"", ""opentracing"", ""tracing""]",831,405,251,limited
decolua/9router,javascript,32,21,d7e06c30856ce334bfc0eab0789e981f18eaa1b8,8e04fe1734eaee6458de1ecbb9a76d3bbab9986d,https://github.com/decolua/9router.git,121,39,82,2026-01-05T02:59:30,"[""ai-agents"", ""ai-gateway"", ""anthropic"", ""chatgpt"", ""claude"", ""claude-code"", ""cline"", ""codex"", ""copilot"", ""cursor"", ""deepseek"", ""free-ai"", ""gemini"", ""gemini-cli"", ""llm"", ""llm-gateway"", ""openai"", ""openai-proxy"", ""qwen"", ""token-saver""]",25104,4462,210,consistent
dherault/serverless-offline,javascript,6,3,daf166cb010ad672676f613e227c07d949cf7ae1,b0af43e078278624e082381624730942e278f2c3,https://github.com/dherault/serverless-offline.git,9,4,5,2016-02-17T08:01:47,"[""aws-apigateway"", ""aws-lambda"", ""serverless""]",5260,809,271,consistent
eva-engine/eva.js,javascript,3,1,d61af5bc644eead1d5352eec2eb0e756941882a3,d61af5bc644eead1d5352eec2eb0e756941882a3,https://github.com/eva-engine/eva.js.git,3,0,3,2021-03-08T09:13:42,"[""canvas2d"", ""evajs"", ""famework"", ""front-end"", ""game-engine"", ""pixijs"", ""webgl""]",1780,107,11,limited
evanbacon/expo-apple-targets,javascript,4,3,4257a7728b902f06efc9359863060fc81b9a51a9,538b661d252ac3b7f99b996c277d8442ed6bda0b,https://github.com/evanbacon/expo-apple-targets.git,12,2,10,2023-06-08T10:21:38,"[""app-clip"", ""app-extension"", ""apple-watch"", ""expo"", ""keyboard-extension"", ""live-activity"", ""network-extension"", ""safari-extension"", ""screen-time"", ""siri"", ""swiftui"", ""watchos"", ""widget"", ""widgetkit""]",1358,108,19,consistent
eyaltoledano/claude-task-master,javascript,27,2,c2d6c18a96fce5a2d5cb50bd1ae5d58ef577501c,c798639d1a6b492de1b7cc82a28a13ddfba23eb8,https://github.com/eyaltoledano/claude-task-master.git,16,11,5,2025-03-04T06:54:54,"[""ai"", ""cursor"", ""cursor-ai"", ""cursorai"", ""lovable"", ""lovable-dev"", ""roocode"", ""task-manager"", ""tasks"", ""tasks-list"", ""windsurf"", ""windsurf-ai""]",26935,2517,56,limited
facebook/react,javascript,3,2,862e275a1c150edcefab6d8ba3306192ffd6edfa,9ceb1e7d9e20bd0302cf6ab31b038c5ec673178d,https://github.com/facebook/react.git,10,2,8,2013-05-24T04:15:54,"[""declarative"", ""frontend"", ""javascript"", ""library"", ""react"", ""ui""]",245642,51179,410,experimental
fonoster/fonos,javascript,1,1,7d9e9e2c0df289973f43b897d9b7ae680b03b50a,7d9e9e2c0df289973f43b897d9b7ae680b03b50a,https://github.com/fonoster/fonos.git,5,2,3,2018-02-04T02:58:54,[],2305,81,8,experimental
glittercowboy/get-shit-done,javascript,521,139,af7a057294cff7a44691755fed4c10749a5f2f30,b533f71857ab96d1ccec3286294d669c60b0d0fc,https://github.com/glittercowboy/get-shit-done.git,558,178,380,2025-12-14T02:17:12,"[""claude-code"", ""context-engineering"", ""meta-prompting"", ""spec-driven-development""]",11910,1142,16,pervasive
handsontable/handsontable,javascript,9,4,241ad3e8b4c83a4e8916ec65b05e6aeccd09ccfb,2fc24908e3c525eeb426b3d987f8067e316139ef,https://github.com/handsontable/handsontable.git,68,28,40,2011-05-23T10:38:58,"[""angular-datagrid"", ""angular-table"", ""component"", ""crud-operations"", ""data-editing"", ""data-grid"", ""data-management"", ""data-tables"", ""datagrid"", ""datatable"", ""excel"", ""excel-javascript"", ""grid"", ""grid-component"", ""react-datatable"", ""react-grid"", ""spreadsheet"", ""table"", ""vue-table""]",22012,3188,139,limited
haraka/haraka,javascript,8,1,5156a69e6826e63f2ad622b238c8c58fd848b762,5156a69e6826e63f2ad622b238c8c58fd848b762,https://github.com/haraka/haraka.git,1,0,1,2011-03-10T05:00:20,"[""dkim"", ""haraka"", ""javascript"", ""mta"", ""nodejs"", ""smtp"", ""spf""]",5612,709,184,limited
humanwhocodes/crosspost,javascript,5,2,f0fb763d86e881fd5aee4740329fb2727d0e6a93,6d4d3a69536ccc04c8d6f458ff1cdfc36442dc55,https://github.com/humanwhocodes/crosspost.git,7,1,6,2024-11-08T10:40:12,[],548,25,5,consistent
imba/imba,javascript,4,4,5cffc910ee2483c2e62458c5332cea803c945cb6,f1fb5c5de26be0376501e50802e25d7dc377ebe5,https://github.com/imba/imba.git,47,6,41,2014-06-14T06:58:32,"[""declarative"", ""dom"", ""framework"", ""frontend"", ""imba"", ""javascript"", ""programming-language"", ""ui""]",6502,183,33,consistent
inavflight/inav-configurator,javascript,2,1,7c50084522f94db1ac2689ef1f5efabff3c1d76a,7c50084522f94db1ac2689ef1f5efabff3c1d76a,https://github.com/inavflight/inav-configurator.git,4,2,2,2016-04-25T12:28:59,"[""aircraft"", ""drones"", ""hacktoberfest"", ""inav"", ""inav-configurator"", ""uav""]",773,409,136,experimental
ismaelmartinez/teams-for-linux,javascript,15,6,b6c33bfff71d02cf611d3a23d0087ddf7543a44e,ace3bb75dd1b98f6c0173d7142cea6954fec34f7,https://github.com/ismaelmartinez/teams-for-linux.git,42,15,27,2018-10-03T08:35:27,"[""electron"", ""linux"", ""microsoft"", ""teams""]",4921,369,121,consistent
jackwener/opencli,javascript,32,8,d36a43e80520158f6fd7f669bd25559315455954,dc9dde41f303ca0978d4f947854139378c903f6f,https://github.com/jackwener/opencli.git,40,16,24,2026-03-14T10:10:23,"[""ai-agent"", ""ai-agents"", ""ai-tools"", ""browser-automation"", ""browser-use"", ""cli"", ""playwright""]",28020,2754,226,limited
jarrodwatts/claude-hud,javascript,1,1,dd3f44718f0bb6ac7b12ed99b2c5bf152e421f08,dd3f44718f0bb6ac7b12ed99b2c5bf152e421f08,https://github.com/jarrodwatts/claude-hud.git,63,36,27,2026-01-02T01:35:07,"[""anthropic"", ""claude"", ""claude-code"", ""cli"", ""plugin"", ""statusline"", ""typescript""]",27265,1265,102,consistent
killedbyapixel/littlejs,javascript,1,1,0bbbdfcfed58b7ecdb652363531386b945538992,0bbbdfcfed58b7ecdb652363531386b945538992,https://github.com/killedbyapixel/littlejs.git,32,14,18,2021-09-23T09:34:48,"[""box2d"", ""game-development"", ""game-engine"", ""gamedev"", ""javascript"", ""js13k"", ""littlejs"", ""open-source"", ""threejs"", ""typescript"", ""webgl""]",4161,230,26,limited
lirantal/npq,javascript,6,2,e5fb28cc555ab7f915e948489a7e3432f630191c,c4ae2dbfecbdc69effc48d2663bf82cbc68a92fb,https://github.com/lirantal/npq.git,3,1,2,2017-12-14T09:37:48,"[""appsec"", ""best-practices"", ""command-line-tool"", ""nodejs"", ""npm"", ""package-manager"", ""security"", ""security-audit"", ""security-tools"", ""supply-chain-security"", ""vulnerabilities"", ""vulnerability-scanners""]",1765,42,26,limited
louislam/uptime-kuma,javascript,2,1,590f90e3f96454dfc53566c4d8795b56c0c66943,590f90e3f96454dfc53566c4d8795b56c0c66943,https://github.com/louislam/uptime-kuma.git,15,7,8,2021-07-03T01:02:42,"[""docker"", ""monitor"", ""monitoring"", ""responsive"", ""self-hosted"", ""selfhosted"", ""single-page-app"", ""socket-io"", ""uptime"", ""uptime-monitoring"", ""webapp"", ""websocket""]",90049,8222,398,limited
mochajs/mocha,javascript,10,2,0ed524af347b59200e03b972c2450d36f6818a45,867e17566beb8f7077e969e9c58e9383bcf6d657,https://github.com/mochajs/mocha.git,11,5,6,2011-03-07T06:44:25,"[""bdd"", ""browser"", ""javascript"", ""mocha"", ""mochajs"", ""node"", ""nodejs"", ""tdd"", ""test"", ""test-framework"", ""testing"", ""testing-tools""]",22907,3157,423,limited
nextcloud/mail,javascript,8,2,45766aef5136e9a734aa47ce5805ad15985ada57,d141a5740d92a18ac1d66a3df121c2697f1c0a41,https://github.com/nextcloud/mail.git,29,3,26,2016-08-28T10:24:06,"[""hacktoberfest"", ""horde"", ""imap"", ""nextcloud"", ""nextcloud-vue-app"", ""open-source"", ""php"", ""php-mail"", ""single-page-app"", ""smtp"", ""webmail""]",1015,333,174,limited
nodemailer/nodemailer,javascript,6,2,203c8ecf97594ac2e69919b0f3ba966c0f86750e,07d8253326ecefff9f7d92c157429ce8bc7335f8,https://github.com/nodemailer/nodemailer.git,38,9,29,2011-01-19T09:17:36,"[""email"", ""email-sender"", ""nodemailer"", ""rfc822""]",17646,1431,133,pervasive
olifolkerd/tabulator,javascript,19,5,56a2340aa9fb9de4859b480613c6aef77636e8ca,b837432bcd6297f79b1f5f9bf8428891c96c73d6,https://github.com/olifolkerd/tabulator.git,19,7,12,2015-10-24T01:28:31,"[""ajax"", ""cdnjs"", ""data"", ""grid"", ""grid-layout"", ""grid-system"", ""javascript"", ""jquery"", ""json"", ""list"", ""react"", ""sort"", ""table"", ""tabulator"", ""tabulator-table"", ""widget""]",7614,887,111,consistent
openzeppelin/openzeppelin-contracts,javascript,6,2,36f867827b069daef82651591129dca801c46309,64fc5ff348c4227577df66418aa5090ef1cb95a9,https://github.com/openzeppelin/openzeppelin-contracts.git,9,3,6,2016-08-01T08:54:54,"[""ethereum"", ""evm"", ""security"", ""smart-contracts"", ""solidity""]",24865,11773,423,limited
prebid/prebid.js,javascript,75,19,435d22a279a714d1d3c84f47150a1585100909bd,008eb304a928f6dfac2907ca8f131908ecf4a541,https://github.com/prebid/prebid.js.git,90,52,38,2015-07-19T03:26:23,"[""bidder-adapter"", ""header-bidding"", ""prebid""]",1596,2392,428,limited
pwndoc/pwndoc,javascript,1,1,186899080a9bcc08ffd61240be3a15aecf33cae2,186899080a9bcc08ffd61240be3a15aecf33cae2,https://github.com/pwndoc/pwndoc.git,5,3,2,2020-01-13T11:42:23,"[""audit"", ""collaboration"", ""infosec"", ""penetration-testing"", ""pentest"", ""pentesting-tool"", ""reporting"", ""reporting-tool"", ""security"", ""security-audit"", ""security-tool"", ""vulnerabilities""]",2872,516,31,limited
rabbitmq/rabbitmq-server,javascript,2,1,3fdd2654ae28acdb80950ae6426c74f41f5162a5,3fdd2654ae28acdb80950ae6426c74f41f5162a5,https://github.com/rabbitmq/rabbitmq-server.git,6,4,2,2010-09-20T10:29:16,"[""amqp"", ""amqp-0-9-1"", ""amqp1-0"", ""message-broker"", ""messaging"", ""mqtt"", ""rabbitmq"", ""stomp"", ""streaming"", ""streams""]",13779,4020,287,experimental
rpamis/comet,javascript,10,1,99a3d576064470848225643449f72c3463887ac8,99a3d576064470848225643449f72c3463887ac8,https://github.com/rpamis/comet.git,10,6,4,2026-05-14T09:22:35,"[""ai"", ""eval"", ""harness-engineering"", ""loop-engineering"", ""phase-guarded"", ""sdd"", ""skill-creator"", ""skills"", ""spec""]",2680,260,17,limited
salesforce/cloudsplaining,javascript,2,1,c0546f7cfa91dfd703bceeb451513ab139b14384,c0546f7cfa91dfd703bceeb451513ab139b14384,https://github.com/salesforce/cloudsplaining.git,1,0,1,2020-04-18T02:23:56,"[""aws"", ""aws-iam"", ""aws-security"", ""cloud"", ""cloud-security"", ""hacktoberfest"", ""iam"", ""salesforce"", ""security""]",2240,219,30,experimental
salesforce/lwc,javascript,3,1,8beb97c0adea33eccb364d9fdb4a37fd75fa39a0,8beb97c0adea33eccb364d9fdb4a37fd75fa39a0,https://github.com/salesforce/lwc.git,7,5,2,2017-07-28T09:21:56,"[""framework"", ""library"", ""lwc"", ""salesforce"", ""web-component"", ""webcomponents""]",1784,448,83,limited
sefaria/sefaria-project,javascript,12,5,5308cceb0f4819a4058d46752dc5ca7b942d8d21,92127a9dec5a3761f2bd087338730d1912a0b001,https://github.com/sefaria/sefaria-project.git,36,17,19,2011-09-20T08:23:41,"[""jewish"", ""talmud"", ""torah""]",767,318,76,experimental
silships/figma-cli,javascript,3,2,ea18ca64730e56c4e11626c19500c13fba7cd4d9,9c940dd62212bb5e515803c0d353cdeb548711af,https://github.com/silships/figma-cli.git,62,14,48,2026-02-23T07:19:36,[],842,111,4,consistent
skyvers/skyve,javascript,23,5,ea9303869fac38e183741cf9c944aafb9a94c016,b260fbb0557add679704ee0b0fe681a7d7ec8ba5,https://github.com/skyvers/skyve.git,18,7,11,2014-07-28T06:06:39,"[""framework"", ""java"", ""low-code"", ""skyve"", ""xml""]",501,93,21,limited
steipete/claude-code-mcp,javascript,32,1,1155e5662f64fbae1ea925f4f8808f8200a4bcea,1155e5662f64fbae1ea925f4f8808f8200a4bcea,https://github.com/steipete/claude-code-mcp.git,1,0,1,2025-05-13T12:11:27,"[""agent"", ""claude"", ""mcp""]",1283,164,6,experimental
talebook/talebook,javascript,27,15,5db25971568797419f7ebe4e60f64e98bfa17218,e0b66930ee5bc2e0362896cbd2e814924cb895ab,https://github.com/talebook/talebook.git,110,47,63,2016-09-13T03:35:40,[],5607,608,19,consistent
tangly1024/notionnext,javascript,1,1,942198815898a6a96f4721d14d101a0e0b27a958,942198815898a6a96f4721d14d101a0e0b27a958,https://github.com/tangly1024/notionnext.git,5,1,4,2021-09-26T07:23:22,"[""blog"", ""nextjs"", ""notion"", ""react"", ""tailwindcss"", ""vercel"", ""zeabur""]",11408,14587,101,experimental
thedjpetersen/subway,javascript,6,1,58d99655ded04101a76b092ba52296b267ccbb23,58d99655ded04101a76b092ba52296b267ccbb23,https://github.com/thedjpetersen/subway.git,1,0,1,2011-12-20T06:15:14,[],1466,149,42,consistent
vaadin/web-components,javascript,103,32,3c15274f06a704ca9ce3ffd55a0fc63471c78225,779eaca3eaf46249231cf5c3a0e5d8d2a3ae3742,https://github.com/vaadin/web-components.git,152,86,66,2020-12-26T04:28:50,"[""custom-elements"", ""design-system"", ""design-systems"", ""ui-components"", ""ui-kit"", ""ui-library"", ""vaadin"", ""web-components"", ""webcomponents""]",578,100,117,consistent
viewflow/django-material,javascript,7,6,ac6e7db9e29b7577faa3d12c1c250e79abecf01d,b9e96ad3a8fe33bbe573c9f59fd7fc0def9f30d7,https://github.com/viewflow/django-material.git,12,5,7,2015-01-16T07:17:33,"[""admin"", ""crud"", ""django"", ""form"", ""material-design"", ""materializecss""]",2525,424,1,consistent
weiesky/cc-viewer,javascript,74,20,32044d024cdc625633f0c536418ba48e50fee785,ef64e1562197ff0589d6d136258c572b05b1f2a2,https://github.com/weiesky/cc-viewer.git,77,46,31,2026-02-17T01:57:27,[],1059,122,20,consistent
wekan/wekan,javascript,9,4,536fc4913cab9b8fdbdf1cdd9827358a7d23a0b3,0ddc47a0db91a49f27903400e9ab6fc2146754bf,https://github.com/wekan/wekan.git,101,23,78,2014-01-21T01:26:28,"[""docker-image"", ""foss"", ""javascript"", ""kanban"", ""meteor"", ""real-time"", ""sandstorm"", ""snapcraft"", ""wekan""]",21027,2997,288,limited
zapier/zapier-platform,javascript,2,1,7443dcdee63761e6207cdef1de3092479f4d5899,7443dcdee63761e6207cdef1de3092479f4d5899,https://github.com/zapier/zapier-platform.git,7,3,4,2019-06-06T01:44:04,"[""cli"", ""nodejs"", ""zapier""]",542,230,75,limited
zhennann/cabloy,javascript,8,3,872f9ae83cb0b82738e2c0754706a62b0d15a2ea,9660f121bb490ca6fa30b2732b7c9f7682e0eebd,https://github.com/zhennann/cabloy.git,84,52,32,2018-01-14T05:13:19,"[""egg"", ""egg-framework"", ""framework7"", ""full-stack"", ""low-code"", ""low-code-development-platform"", ""nodejs"", ""paas-framework"", ""pro-code"", ""vue-admin"", ""workflow-engine""]",922,130,4,experimental
zylos-ai/zylos-core,javascript,44,10,b7e7d94a2a3eef3c6162c8c6c0efb5c8928663dc,d0d7024ded88ed5b9eea3891cde26c17ef9cacff,https://github.com/zylos-ai/zylos-core.git,63,34,29,2026-02-02T07:56:39,"[""ai"", ""ai-worker"", ""own-your-data"", ""personal-ai-assistant"", ""self-evolving"", ""team-collaboration""]",1143,122,19,consistent
