repo_name,language,fixture_count,commit_count_with_fixtures,first_fixture_commit,last_fixture_commit,clone_url,agent_commits_touching_tests,rejected_mixed_test_diff,accepted,created_at,topics,stars,forks,num_contributors,agent_adoption_intensity
AgriciDaniel/claude-obsidian,python,0,0,,,https://github.com/AgriciDaniel/claude-obsidian.git,15,3,12,2026-04-07T08:59:37,"[""agent-skills"", ""ai-note-taking"", ""ai-second-brain"", ""claude-code"", ""claude-code-skill"", ""claude-memory"", ""claude-plugin"", ""karpathy-llm-wiki"", ""knowledge-graph"", ""knowledge-management"", ""note-taking"", ""notion-alternative"", ""obsidian"", ""obsidian-ai"", ""obsidian-plugin"", ""obsidian-second-brain"", ""open-source"", ""personal-knowledge-management"", ""pkm"", ""second-brain""]",10216,1184,2,consistent
Bessouat40/RAGLight,python,0,0,,,https://github.com/Bessouat40/RAGLight.git,0,0,0,2024-12-12T08:37:11,"[""agentic-ai"", ""agentic-rag"", ""agentic-workflow"", ""artificial-intelligence"", ""data-science"", ""framework"", ""huggingface"", ""lmstudio"", ""mcp"", ""mcp-tools"", ""mistral-api"", ""mistralai"", ""ollama"", ""openai"", ""openai-api"", ""rag"", ""retrieval-augmented"", ""retrieval-augmented-generation"", ""vector-database""]",666,101,4,no_commits
ByteDance-Seed/VeOmni,python,0,0,,,https://github.com/ByteDance-Seed/VeOmni.git,11,4,7,2025-03-28T03:42:42,[],2135,247,87,limited
Chainlit/chainlit,python,0,0,,,https://github.com/Chainlit/chainlit.git,9,3,6,2023-03-14T04:54:04,"[""chatgpt"", ""langchain"", ""llm"", ""openai"", ""openai-chatgpt"", ""python"", ""ui""]",12373,1729,198,limited
BrainBlend-AI/atomic-agents,python,7,2,f53c965f95a1bfd150c7707de662739d414ba342,28099f5aa6eccb491c66be4bcd22532f15bb407f,https://github.com/BrainBlend-AI/atomic-agents.git,19,11,8,2024-06-03T08:24:07,"[""ai"", ""artificial-intelligence"", ""large-language-model"", ""large-language-models"", ""llms"", ""openai"", ""openai-api""]",5956,511,31,limited
917Dhj/DeepPaperNote,python,0,0,,,https://github.com/917Dhj/DeepPaperNote.git,2,0,2,2026-03-21T01:50:42,"[""agent-skills"", ""claude-code"", ""codex"", ""copilot"", ""cursor"", ""gemini-cli"", ""markdown"", ""obsidian"", ""paper-reading"", ""research-notes"", ""zotero""]",591,40,7,experimental
ArcReel/ArcReel,python,0,0,,,https://github.com/ArcReel/ArcReel.git,9,5,4,2026-02-07T08:17:10,"[""agentic-workflow"", ""ai-agent"", ""ai-animation"", ""ai-video-generator"", ""capcut"", ""claude-agent-sdk"", ""content-creation"", ""docker"", ""ffmpeg"", ""image-to-video"", ""multi-provider"", ""novel-to-video"", ""reference-to-video"", ""script-to-video"", ""self-hosted"", ""short-drama"", ""short-video"", ""storyboard"", ""text-to-video"", ""video-generation""]",3918,783,13,experimental
CursorTouch/Windows-MCP,python,7,1,b9318843328047b50f48d13484921afa1d73e5f4,b9318843328047b50f48d13484921afa1d73e5f4,https://github.com/CursorTouch/Windows-MCP.git,7,4,3,2025-05-13T02:27:53,"[""ai"", ""desktop"", ""mcp"", ""tools"", ""windows"", ""windows-automation""]",6695,812,39,limited
Benexl/FastAnime,python,0,0,,,https://github.com/Benexl/FastAnime.git,1,1,0,2024-05-27T03:56:11,"[""anilist"", ""anime"", ""anime-scraper"", ""api"", ""application"", ""cli"", ""click"", ""fastanime"", ""python"", ""rich"", ""scraping""]",788,44,19,experimental
Comfy-Org/comfy-cli,python,41,22,b43f7c0ba3f437db6252dad40d95732a83e583ec,46af0ec147c63dc824b02a3d157ca6b5cad84911,https://github.com/Comfy-Org/comfy-cli.git,92,37,55,2024-04-14T01:08:32,"[""ai"", ""comfyui"", ""command-line"", ""stable-diffusion""]",929,144,38,pervasive
CodeBoarding/CodeBoarding,python,5,3,b2c5c11faa4bdb815af207e1d3291f5734756bfd,e395aaf89e5a6e339598b7cff970b4743c3e84cb,https://github.com/CodeBoarding/CodeBoarding.git,44,32,12,2025-04-08T07:57:56,"[""agents"", ""aiagentic"", ""code-visualization"", ""code-visualization-tool"", ""codedocs"", ""codedocumentator"", ""diagrams-as-code"", ""explainability"", ""golang"", ""hacktoberfest"", ""language-server-client"", ""language-server-protocol"", ""llms"", ""lsp"", ""lsp-client"", ""python3"", ""static-analysis"", ""typescipt"", ""typescript"", ""visualization""]",2375,197,24,consistent
DataScienceUIBK/Rankify,python,0,0,,,https://github.com/DataScienceUIBK/Rankify.git,0,0,0,2025-02-09T09:03:29,"[""agent"", ""ai"", ""chatgpt"", ""information-retrieval"", ""llm"", ""nlp"", ""question-answering"", ""rag"", ""ranked-retrieval"", ""reranking"", ""retrieval"", ""retrival-augmented-generation""]",676,69,11,no_commits
Benexl/viu,python,0,0,,,https://github.com/Benexl/viu.git,0,0,0,2024-05-27T03:56:11,"[""anilist"", ""anime"", ""anime-scraper"", ""api"", ""application"", ""cli"", ""click"", ""fastanime"", ""python"", ""rich"", ""scraping""]",857,49,22,no_commits
EBOLABOY/GridBNB-USDT,python,16,1,96125954861288e8fd1dd429805ecc40c086a002,96125954861288e8fd1dd429805ecc40c086a002,https://github.com/EBOLABOY/GridBNB-USDT.git,2,1,1,2025-02-17T10:49:51,[],748,272,7,limited
EXboys/evotown,python,74,26,3042204e33a51aa63ae9c1174594d53b4a80baf9,f85cf22b79f286c488223254051348afb29590d7,https://github.com/EXboys/evotown.git,72,14,58,2026-03-02T10:46:07,"[""agent-skills"", ""evolution"", ""runtime-governance"", ""self-evolving"", ""self-learning""]",660,64,3,pervasive
Dao-AILab/quack,python,0,0,,,https://github.com/Dao-AILab/quack.git,1,0,1,2025-05-20T06:34:37,[],1095,150,41,experimental
Dicklesworthstone/mcp_agent_mail,python,9,6,be695ac4f51ae133efcaf47698e4dce60e81ff45,dd7f0b37fb3d18cf6d46373e78f1b0d7c7848941,https://github.com/Dicklesworthstone/mcp_agent_mail.git,221,117,104,2025-10-23T03:42:36,"[""ai-agents"", ""coordination"", ""fastmcp"", ""mcp"", ""python""]",2074,219,1,pervasive
EverMind-AI/EverMemOS,python,9,3,ab5cf0447ea5eff1338326dab1a12b3052bb77f7,ae0e062fb4e156d74488d55d66cd8b2b8b83cd7f,https://github.com/EverMind-AI/EverMemOS.git,20,12,8,2025-10-28T03:09:32,"[""agent-memory"", ""agentic-ai"", ""ai"", ""chats"", ""clawdbot"", ""clawdbot-skill"", ""llm"", ""long-term-memory"", ""mcp"", ""memory"", ""memory-management"", ""python3"", ""rag"", ""skills""]",3549,369,10,pervasive
Eigenwise/atomic-agents,python,0,0,,,https://github.com/Eigenwise/atomic-agents.git,0,0,0,2024-06-03T08:24:07,"[""ai"", ""artificial-intelligence"", ""large-language-model"", ""large-language-models"", ""llms"", ""openai"", ""openai-api""]",6148,525,35,no_commits
EmbeddedLLM/JamAIBase,python,0,0,,,https://github.com/EmbeddedLLM/JamAIBase.git,0,0,0,2024-05-30T03:31:08,"[""agents"", ""ai"", ""ai-agents-framework"", ""baas"", ""backend-as-a-service"", ""chatbot"", ""chatgpt"", ""intelligent-spreadsheet"", ""lancedb"", ""llama3-1"", ""llm"", ""llm-ops"", ""orchestration"", ""python"", ""rag"", ""retrieval-augmented-generation"", ""serverless"", ""spreadsheet"", ""svelte"", ""workflow""]",1103,44,12,no_commits
EvolvingLMMs-Lab/lmms-engine,python,0,0,,,https://github.com/EvolvingLMMs-Lab/lmms-engine.git,3,3,0,2025-07-27T02:42:12,"[""agi"", ""large-language-models"", ""multimodal"", ""unified-multimodal-models"", ""video-generation""]",820,39,19,limited
CodeGraphContext/CodeGraphContext,python,17,11,a5714f6f02f9e9c32b57eabdb6553e6e9a837ead,e367db2488d9a0d112e28c446498a81a59e914f8,https://github.com/CodeGraphContext/CodeGraphContext.git,67,20,47,2025-08-16T07:20:31,"[""hacktoberfest2025"", ""social-winter-of-code""]",4056,804,191,consistent
AstrBotDevs/AstrBot,python,37,4,a404436f2cddf6b7e49d7e9c60dc240748d0767d,93decaa99776c515f49c912f5aebfaafb2b431e4,https://github.com/AstrBotDevs/AstrBot.git,37,16,21,2022-12-08T01:27:46,"[""agent"", ""ai"", ""astrbot"", ""chatbot"", ""chatgpt"", ""discord"", ""docker"", ""gemini"", ""gpt"", ""llama"", ""llm"", ""mcp"", ""openai"", ""python"", ""qq"", ""qqbot"", ""telegram""]",38836,2782,332,experimental
FalkorDB/QueryWeaver,python,2,2,141b5b585bde116b7c70edf599fdf698b336f7bb,bd5a46114a5246e5f9e61ca4b063885acd69197e,https://github.com/FalkorDB/QueryWeaver.git,32,18,14,2025-07-27T08:21:51,"[""falkordb"", ""semantic-layer"", ""text2sql""]",1060,133,12,limited
EverMind-AI/Raven,python,15,6,0465760a175446bfaa42f631fa51890fa10269aa,7df45600db2e76ba2fa1e2ac834d2869e1c0b70e,https://github.com/EverMind-AI/Raven.git,68,44,24,2026-05-21T08:45:07,"[""ai"", ""ai-agents"", ""anthropic"", ""chatgpt"", ""claude"", ""codex"", ""deep-research"", ""deep-research-agent"", ""evermind"", ""hermes"", ""hermes-agent"", ""llm"", ""openai"", ""openclaw"", ""openhuman"", ""self-evolving"", ""self-improving""]",3518,59,16,pervasive
FAIR-Chem/fairchem,python,0,0,,,https://github.com/FAIR-Chem/fairchem.git,0,0,0,2019-09-26T04:47:27,[],1042,294,46,no_commits
Forget-C/Jellyfish,python,0,0,,,https://github.com/Forget-C/Jellyfish.git,0,0,0,2026-03-06T09:20:08,"[""ai"", ""short-drama""]",5803,997,1,no_commits
Decade-qiu/CookHero,python,2,1,b9fd6d51a6522f1006f023e31e29a718225965d7,b9fd6d51a6522f1006f023e31e29a718225965d7,https://github.com/Decade-qiu/CookHero.git,3,1,2,2025-11-29T08:52:43,"[""agent"", ""ai-chatbot"", ""cooking-assistant"", ""langchain"", ""mcp"", ""milvus"", ""rag"", ""subagents"", ""tool"", ""web-search""]",551,81,2,experimental
Azure/GPT-RAG,python,0,0,,,https://github.com/Azure/GPT-RAG.git,7,1,6,2023-06-27T01:23:44,"[""azd-templates"", ""azure"", ""gpt-3"", ""gpt-4"", ""openai""]",1166,315,26,limited
GanyuanRan/Aegis,python,0,0,,,https://github.com/GanyuanRan/Aegis.git,0,0,0,2026-04-30T05:40:49,"[""agent-skills"", ""ai-agents"", ""ai-coding"", ""architecture-driven-development"", ""awsome-coding-plugin"", ""baseline-first"", ""claude-code"", ""codex"", ""coding-agents"", ""dive"", ""evidence-driven"", ""first-principles"", ""opencode"", ""software-architecture"", ""spec-driven-development"", ""spec-kit""]",956,43,2,no_commits
GH05TCREW/PentestAgent,python,4,2,bf3597cb5b4133528b3dce5e1cb8a65cacca09ba,8c34ec6bab9ddeae4a9bc3383b8aa2964e594611,https://github.com/GH05TCREW/PentestAgent.git,3,0,3,2025-05-15T10:28:38,"[""ai"", ""ai-agents"", ""ai-assistant"", ""ai-cybersecurity"", ""ai-hacking"", ""ai-security-tool"", ""blackbox-testing"", ""ctf-tools"", ""knowledge-graph"", ""llm"", ""mcp-tools"", ""penetration-testing"", ""pentesting-tools"", ""red-teaming"", ""security-automation""]",2898,579,9,experimental
FujiwaraChoki/supoclip,python,2,1,31eb8f9edaf01e8a0999330370c2e28248bac84d,31eb8f9edaf01e8a0999330370c2e28248bac84d,https://github.com/FujiwaraChoki/supoclip.git,3,1,2,2025-07-28T11:46:45,[],1040,283,2,limited
Galaxy-Dawn/claude-scholar,python,0,0,,,https://github.com/Galaxy-Dawn/claude-scholar.git,0,0,0,2026-01-27T10:32:17,"[""academic-research"", ""ai-agents"", ""claude"", ""claude-code"", ""codex-cli"", ""developer-tools"", ""kimi-code"", ""mcp"", ""openai-codex"", ""opencode"", ""paper-writing"", ""zotero""]",4906,406,4,no_commits
Datus-ai/Datus-agent,python,12,7,9718489eabd8fb391b2d9eff64631cf09795f78d,c4cac5b12882684f95c47c3038b80ae1456cb40f,https://github.com/Datus-ai/Datus-agent.git,186,138,48,2025-07-04T03:43:40,[],1486,223,18,consistent
FarhanAliRaza/django-bolt,python,0,0,,,https://github.com/FarhanAliRaza/django-bolt.git,0,0,0,2025-09-20T07:04:44,"[""actix-web"", ""api"", ""api-rest"", ""asyncio"", ""bolt"", ""django"", ""django-bolt"", ""msgspec"", ""pyo3"", ""python"", ""rust""]",1120,51,12,no_commits
H-mmer/pentest-agents,python,0,0,,,https://github.com/H-mmer/pentest-agents.git,2,0,2,2026-04-01T08:50:36,"[""agents"", ""bug-bounty"", ""bugcrowd"", ""claude-code"", ""hackerone"", ""mcp"", ""pentesting"", ""security-tools""]",714,137,1,limited
Freedium-cfd/web,python,0,0,,,https://github.com/Freedium-cfd/web.git,0,0,0,2023-08-21T11:11:10,[],1820,192,2,no_commits
FlorianBruniaux/claude-code-ultimate-guide,python,0,0,,,https://github.com/FlorianBruniaux/claude-code-ultimate-guide.git,0,0,0,2026-01-09T01:42:10,"[""agentic-coding"", ""ai-assistant"", ""ai-coding"", ""ai-pair-programming"", ""ai-security"", ""anthropic"", ""best-practices"", ""claude"", ""claude-code"", ""claude-code-guide"", ""claude-code-tutorial"", ""cli-tool"", ""coding-assistant"", ""cursor-alternative"", ""developer-tools"", ""llm"", ""mcp-servers"", ""prompt-engineering"", ""tutorial"", ""vibe-coding""]",5683,743,13,no_commits
EveryInc/AI_Diplomacy,python,0,0,,,https://github.com/EveryInc/AI_Diplomacy.git,0,0,0,2025-02-06T10:33:23,"[""ai"", ""ai-benchmark"", ""benchmark"", ""llm""]",537,70,7,no_commits
HKUDS/ClawTeam,python,0,0,,,https://github.com/HKUDS/ClawTeam.git,6,3,3,2026-03-17T02:42:46,[],5152,699,22,limited
HKUDS/OpenHarness,python,0,0,,,https://github.com/HKUDS/OpenHarness.git,11,1,10,2026-04-01T03:37:13,[],13606,2228,49,limited
HKUSTDial/flash-sparse-attention,python,0,0,,,https://github.com/HKUSTDial/flash-sparse-attention.git,0,0,0,2025-05-12T04:25:50,"[""flash-attention"", ""flash-sparse-attention"", ""kernel"", ""sparse-attention"", ""triton""]",743,53,38,no_commits
567-labs/instructor,python,0,0,,,https://github.com/567-labs/instructor.git,0,0,0,2023-06-14T10:42:23,"[""openai"", ""openai-function-calli"", ""openai-functions"", ""pydantic-v2"", ""python"", ""validation""]",13703,1180,252,no_commits
Gen-Verse/OpenClaw-RL,python,0,0,,,https://github.com/Gen-Verse/OpenClaw-RL.git,0,0,0,2026-02-26T12:57:42,"[""async"", ""coding"", ""grpo"", ""gui-application"", ""memory-systems"", ""on-policy-distillation"", ""open-claw"", ""openclaw-skills"", ""rlhf"", ""sglang"", ""skill-learning"", ""slime"", ""tinker""]",5386,584,9,no_commits
GetBindu/Bindu,python,23,12,ae77e5dbc5d7ecdc8f2fd242c8e59f07eb6f44ad,50652432c94e45ccc15f61a5051e90b672a235a6,https://github.com/GetBindu/Bindu.git,64,26,38,2025-03-16T10:37:03,"[""a2a"", ""agent-communication"", ""agent-orchestration"", ""ai-agent"", ""autonomous-agents"", ""eu-ai-act"", ""machine-learning""]",8228,427,74,limited
GoodStartLabs/AI_Diplomacy,python,0,0,,,https://github.com/GoodStartLabs/AI_Diplomacy.git,0,0,0,2025-02-06T10:33:23,"[""ai"", ""ai-benchmark"", ""benchmark"", ""llm""]",668,91,8,no_commits
DoctorReid/ZenlessZoneZero-OneDragon,python,0,0,,,https://github.com/DoctorReid/ZenlessZoneZero-OneDragon.git,4,2,2,2024-06-07T11:28:47,[],4044,93,27,experimental
Huanshere/VideoLingo,python,0,0,,,https://github.com/Huanshere/VideoLingo.git,0,0,0,2024-08-09T11:19:52,"[""ai-translation"", ""dubbing"", ""localization"", ""video-translation"", ""voice-cloning""]",17631,1946,19,no_commits
HarnessLab/claw-code-agent,python,2,1,10727934875695ee5a6a6a6385ad38ca3df594d1,10727934875695ee5a6a6a6385ad38ca3df594d1,https://github.com/HarnessLab/claw-code-agent.git,25,0,25,2026-04-01T07:41:37,[],519,216,3,pervasive
Git-on-my-level/codex-autorunner,python,1,1,83236cb1be79372c0303605c6f436f79c8c4ff94,83236cb1be79372c0303605c6f436f79c8c4ff94,https://github.com/Git-on-my-level/codex-autorunner.git,240,172,68,2025-12-09T03:57:56,[],863,69,7,consistent
InternLM/xtuner,python,1,1,090dde0c38d2b55824a3bcf43063a58ec2cdc2e7,090dde0c38d2b55824a3bcf43063a58ec2cdc2e7,https://github.com/InternLM/xtuner.git,8,5,3,2023-07-11T03:18:13,"[""agent"", ""deepseek-v3"", ""gpt-oss"", ""intern-s1"", ""internvl"", ""kimi-k2"", ""llm"", ""multimodal"", ""qwen3-moe"", ""qwen3-vl"", ""reinforcement-learning""]",5175,439,59,experimental
JMS1717/8mb.local,python,0,0,,,https://github.com/JMS1717/8mb.local.git,0,0,0,2025-11-03T03:01:56,"[""celery"", ""compression"", ""docker"", ""fastapi"", ""ffmpeg"", ""gpu-acceleration"", ""self-hosted"", ""svelte""]",841,42,3,no_commits
HumanSignal/Adala,python,0,0,,,https://github.com/HumanSignal/Adala.git,1,1,0,2023-08-30T12:06:57,"[""agent"", ""agent-based-framework"", ""agent-oriented-programming"", ""autonomous-agents"", ""gpt-4""]",1618,156,18,experimental
Haohao-end/openagent,python,0,0,,,https://github.com/Haohao-end/openagent.git,0,0,0,2025-06-20T02:04:17,"[""agent"", ""ai"", ""celery"", ""deepagents"", ""deepresearch"", ""deepseek"", ""docker"", ""faiss-vector-database"", ""flask"", ""harness-engineering"", ""langchain"", ""langgraph"", ""llmops"", ""mcp"", ""nginx"", ""postgresql"", ""skills"", ""tailwindcss"", ""vue"", ""weaviate""]",775,80,2,no_commits
JailbrokenAI/wallbreaker,python,0,0,,,https://github.com/JailbrokenAI/wallbreaker.git,150,24,126,2026-06-26T04:20:47,[],697,132,6,pervasive
HITsz-TMG/VideoClaw,python,0,0,,,https://github.com/HITsz-TMG/VideoClaw.git,0,0,0,2024-08-29T01:58:59,"[""agent"", ""aigc"", ""filmmaking"", ""image-generation"", ""multi-agent-system"", ""openclaw"", ""openclaw-skills"", ""tts"", ""video-generation""]",1647,252,5,no_commits
HITsz-TMG/AIGC-Claw,python,0,0,,,https://github.com/HITsz-TMG/AIGC-Claw.git,0,0,0,2024-08-29T01:58:59,"[""agent"", ""filmmaking"", ""multi-agent-system"", ""openclaw"", ""openclaw-skills""]",1198,161,6,no_commits
Imbad0202/academic-research-skills,python,65,23,77672ffcfcee3a943b6b1c8a596f36d8901c6be7,32823c3d6d7fb7b89a09725173cf3f5f4ede8b26,https://github.com/Imbad0202/academic-research-skills.git,181,72,109,2026-02-26T06:31:01,"[""academic-pipeline"", ""academic-writing"", ""ai-research"", ""claude"", ""claude-code"", ""literature-review"", ""peer-review"", ""prompt-engineering""]",41413,3296,14,pervasive
Hawksight-AI/semantica,python,116,15,8c4e5e59681a9e09079652f3a12f0401fb424b65,892ff4b4a736ed142d529f48a737792342ab18a8,https://github.com/Hawksight-AI/semantica.git,50,26,24,2025-06-25T10:41:00,"[""agent-memory"", ""agentic-ai"", ""ai-agents"", ""ai-infrastructure"", ""context-graph"", ""context-management"", ""data-infrastructure"", ""developer-tools"", ""graph-analytics"", ""graph-modeling"", ""graphrag"", ""knowledge-engineering"", ""knowledge-graphs"", ""ontology-engineering"", ""python-library"", ""rag"", ""schema-design"", ""semantic-layer"", ""semantic-web""]",1160,179,16,limited
