repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,has_teardown_pair,github_url,agent_type,commit_kind,commit_type,raw_source,commit_date,repo_age_at_commit_years,is_complete_addition
Scottcjn/Rustchain,javascript,2587a9d504cc7b1a43c568b8d1c4348d67c74c71,snap/tests/snap.test.js,<anonymous>_14,before_each,15,17,3,,0,per_test,1,1,0,0,0,0,https://github.com/Scottcjn/Rustchain/blob/2587a9d504cc7b1a43c568b8d1c4348d67c74c71/snap/tests/snap.test.js#L15-L17,qwen_coder,agent,feat,"beforeEach(() => {
  mockSnapState = { accounts: [] };
})",2026-03-09,0.8788501026694046,1
Scottcjn/Rustchain,javascript,d2b3dd9eb3d8f75567eff27946301e29e507976d,extension/tests/send-sign-flow.test.js,<anonymous>_97,before_each,98,101,4,,0,per_test,1,1,0,0,0,0,https://github.com/Scottcjn/Rustchain/blob/d2b3dd9eb3d8f75567eff27946301e29e507976d/extension/tests/send-sign-flow.test.js#L98-L101,qwen_coder,agent,feat,"beforeEach(() => {
    mockSnapState = { accounts: [] };
    global.window.ethereum = null;
  })",2026-03-09,0.8788501026694046,1
Scottcjn/Rustchain,javascript,d2b3dd9eb3d8f75567eff27946301e29e507976d,snap/tests/snap-integration.test.js,<anonymous>_72,before_each,73,75,3,,0,per_test,1,1,0,0,0,0,https://github.com/Scottcjn/Rustchain/blob/d2b3dd9eb3d8f75567eff27946301e29e507976d/snap/tests/snap-integration.test.js#L73-L75,qwen_coder,agent,feat,"beforeEach(() => {
    mockSnapState = { accounts: [], transactions: [] };
  })",2026-03-09,0.8788501026694046,1
amd/gaia,javascript,377e1a3cb0550455573f51b94e87a171b9bd9f57,tests/electron/tray-manager.test.cjs,<anonymous>_41,before_each,42,45,4,,0,per_test,1,1,0,0,0,1,https://github.com/amd/gaia/blob/377e1a3cb0550455573f51b94e87a171b9bd9f57/tests/electron/tray-manager.test.cjs#L42-L45,claude,agent,fix,"beforeEach(() => {
  jest.clearAllMocks();
  fs.existsSync.mockReturnValue(true);
})",2026-06-10,1.4784394250513346,1
amd/gaia,javascript,377e1a3cb0550455573f51b94e87a171b9bd9f57,tests/electron/tray-manager.test.cjs,<anonymous>_46,after_each,47,49,3,,0,per_test,1,1,0,0,0,0,https://github.com/amd/gaia/blob/377e1a3cb0550455573f51b94e87a171b9bd9f57/tests/electron/tray-manager.test.cjs#L47-L49,claude,agent,fix,"afterEach(() => {
  setPlatform(ORIGINAL_PLATFORM);
})",2026-06-10,1.4784394250513346,1
aipoch/medical-research-skills,javascript,ecc27b6cfb4c3b15fb1f2d273ccf2665983eff3b,scientific-skills/Others/html-to-pdf/node_modules/fd-slicer/test/test.js,<anonymous>_20,mocha_before,21,28,8,,0,per_test,2,2,1,0,0,1,https://github.com/aipoch/medical-research-skills/blob/ecc27b6cfb4c3b15fb1f2d273ccf2665983eff3b/scientific-skills/Others/html-to-pdf/node_modules/fd-slicer/test/test.js#L21-L28,claude,agent,none,"before(function(done) {
    var out = fs.createWriteStream(testBlobFile);
    for (var i = 0; i < testBlobFileSize / 1024; i += 1) {
      out.write(crypto.pseudoRandomBytes(1024));
    }
    out.end();
    out.on('close', done);
  })",2026-03-23,0.12594113620807665,1
aipoch/medical-research-skills,javascript,ecc27b6cfb4c3b15fb1f2d273ccf2665983eff3b,scientific-skills/Others/html-to-pdf/node_modules/fd-slicer/test/test.js,<anonymous>_28,before_each,29,34,6,,0,per_test,2,2,0,0,0,0,https://github.com/aipoch/medical-research-skills/blob/ecc27b6cfb4c3b15fb1f2d273ccf2665983eff3b/scientific-skills/Others/html-to-pdf/node_modules/fd-slicer/test/test.js#L29-L34,claude,agent,none,"beforeEach(function() {
    try {
      fs.unlinkSync(testOutBlobFile);
    } catch (err) {
    }
  })",2026-03-23,0.12594113620807665,1
aipoch/medical-research-skills,javascript,ecc27b6cfb4c3b15fb1f2d273ccf2665983eff3b,scientific-skills/Others/html-to-pdf/node_modules/fd-slicer/test/test.js,<anonymous>_34,mocha_after,35,41,7,,0,per_test,2,2,0,0,0,0,https://github.com/aipoch/medical-research-skills/blob/ecc27b6cfb4c3b15fb1f2d273ccf2665983eff3b/scientific-skills/Others/html-to-pdf/node_modules/fd-slicer/test/test.js#L35-L41,claude,agent,none,"after(function() {
    try {
      fs.unlinkSync(testBlobFile);
      fs.unlinkSync(testOutBlobFile);
    } catch (err) {
    }
  })",2026-03-23,0.12594113620807665,1
davila7/claude-code-templates,javascript,5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13,cli-tool/tests/validation/IntegrityValidator.test.js,<anonymous>_9,before_each,10,12,3,,0,per_test,1,1,0,1,0,1,https://github.com/davila7/claude-code-templates/blob/5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13/cli-tool/tests/validation/IntegrityValidator.test.js#L10-L12,claude,agent,none,"beforeEach(() => {
    validator = new IntegrityValidator();
  })",2025-10-16,0.28199863107460643,1
davila7/claude-code-templates,javascript,5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13,cli-tool/tests/validation/IntegrityValidator.test.js,<anonymous>_13,after_each,14,19,6,,0,per_test,2,2,0,0,0,0,https://github.com/davila7/claude-code-templates/blob/5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13/cli-tool/tests/validation/IntegrityValidator.test.js#L14-L19,claude,agent,none,"afterEach(async () => {
    // Clean up test registry file
    if (await fs.pathExists(testRegistryPath)) {
      await fs.remove(testRegistryPath);
    }
  })",2025-10-16,0.28199863107460643,1
davila7/claude-code-templates,javascript,5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13,cli-tool/tests/validation/ReferenceValidator.test.js,<anonymous>_5,before_each,6,8,3,,0,per_test,1,1,0,1,0,0,https://github.com/davila7/claude-code-templates/blob/5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13/cli-tool/tests/validation/ReferenceValidator.test.js#L6-L8,claude,agent,none,"beforeEach(() => {
    validator = new ReferenceValidator();
  })",2025-10-16,0.28199863107460643,1
davila7/claude-code-templates,javascript,5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13,cli-tool/tests/validation/SemanticValidator.test.js,<anonymous>_7,before_each,8,10,3,,0,per_test,1,1,0,1,0,0,https://github.com/davila7/claude-code-templates/blob/5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13/cli-tool/tests/validation/SemanticValidator.test.js#L8-L10,claude,agent,none,"beforeEach(() => {
    validator = new SemanticValidator();
  })",2025-10-16,0.28199863107460643,1
davila7/claude-code-templates,javascript,5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13,cli-tool/tests/validation/StructuralValidator.test.js,<anonymous>_7,before_each,8,10,3,,0,per_test,1,1,0,1,0,0,https://github.com/davila7/claude-code-templates/blob/5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13/cli-tool/tests/validation/StructuralValidator.test.js#L8-L10,claude,agent,none,"beforeEach(() => {
    validator = new StructuralValidator();
  })",2025-10-16,0.28199863107460643,1
davila7/claude-code-templates,javascript,5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13,cli-tool/tests/validation/ValidationOrchestrator.test.js,<anonymous>_7,before_each,8,10,3,,0,per_test,1,1,0,1,0,0,https://github.com/davila7/claude-code-templates/blob/5cba740ddeec7cd6ca1c4fca2267af1ed1a15e13/cli-tool/tests/validation/ValidationOrchestrator.test.js#L8-L10,claude,agent,none,"beforeEach(() => {
    orchestrator = new ValidationOrchestrator();
  })",2025-10-16,0.28199863107460643,1
debpalash/OmniVoice-Studio,javascript,715766cb04a3b9f0741fd68fbb01306a63b444ca,frontend/src/components/ErrorBoundary.test.jsx,<anonymous>_27,before_each,28,32,5,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/715766cb04a3b9f0741fd68fbb01306a63b444ca/frontend/src/components/ErrorBoundary.test.jsx#L28-L32,claude,agent,none,"beforeEach(() => {
    vi.mocked(openDocsFor).mockClear();
    // Suppress the noisy React error log that fires on a thrown render.
    vi.spyOn(console, 'error').mockImplementation(() => {});
  })",2026-05-20,0.10951403148528405,1
debpalash/OmniVoice-Studio,javascript,715766cb04a3b9f0741fd68fbb01306a63b444ca,frontend/src/components/settings/ApiKeysPanel.test.jsx,<anonymous>_56,before_each,57,59,3,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/715766cb04a3b9f0741fd68fbb01306a63b444ca/frontend/src/components/settings/ApiKeysPanel.test.jsx#L57-L59,claude,agent,none,"beforeEach(() => {
    vi.restoreAllMocks();
  })",2026-05-20,0.10951403148528405,1
debpalash/OmniVoice-Studio,javascript,715766cb04a3b9f0741fd68fbb01306a63b444ca,frontend/src/components/settings/PerformancePanel.test.jsx,<anonymous>_20,before_each,21,23,3,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/715766cb04a3b9f0741fd68fbb01306a63b444ca/frontend/src/components/settings/PerformancePanel.test.jsx#L21-L23,claude,agent,none,"beforeEach(() => {
    vi.restoreAllMocks();
  })",2026-05-20,0.10951403148528405,1
debpalash/OmniVoice-Studio,javascript,fa1503c4ebfac27e5475131e9570d4e356ab41c6,frontend/src/components/NetworkToggle.test.jsx,<anonymous>_7,before_each,8,8,1,,0,per_test,1,1,0,0,0,1,https://github.com/debpalash/OmniVoice-Studio/blob/fa1503c4ebfac27e5475131e9570d4e356ab41c6/frontend/src/components/NetworkToggle.test.jsx#L8-L8,claude,agent,feat,beforeEach(() => { realFetch = global.fetch; }),2026-05-30,0.13689253935660506,1
debpalash/OmniVoice-Studio,javascript,fa1503c4ebfac27e5475131e9570d4e356ab41c6,frontend/src/components/NetworkToggle.test.jsx,<anonymous>_8,after_each,9,9,1,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/fa1503c4ebfac27e5475131e9570d4e356ab41c6/frontend/src/components/NetworkToggle.test.jsx#L9-L9,claude,agent,feat,afterEach(() => { global.fetch = realFetch; }),2026-05-30,0.13689253935660506,1
debpalash/OmniVoice-Studio,javascript,fa1503c4ebfac27e5475131e9570d4e356ab41c6,frontend/src/components/RemoteAuthGate.test.jsx,<anonymous>_5,before_each,6,6,1,,0,per_test,1,1,0,0,0,1,https://github.com/debpalash/OmniVoice-Studio/blob/fa1503c4ebfac27e5475131e9570d4e356ab41c6/frontend/src/components/RemoteAuthGate.test.jsx#L6-L6,claude,agent,feat,beforeEach(() => sessionStorage.clear()),2026-05-30,0.13689253935660506,1
debpalash/OmniVoice-Studio,javascript,fa1503c4ebfac27e5475131e9570d4e356ab41c6,frontend/src/components/RemoteAuthGate.test.jsx,<anonymous>_6,after_each,7,7,1,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/fa1503c4ebfac27e5475131e9570d4e356ab41c6/frontend/src/components/RemoteAuthGate.test.jsx#L7-L7,claude,agent,feat,afterEach(() => sessionStorage.clear()),2026-05-30,0.13689253935660506,1
debpalash/OmniVoice-Studio,javascript,fa1503c4ebfac27e5475131e9570d4e356ab41c6,frontend/src/components/settings/SharingPanel.test.jsx,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,1,https://github.com/debpalash/OmniVoice-Studio/blob/fa1503c4ebfac27e5475131e9570d4e356ab41c6/frontend/src/components/settings/SharingPanel.test.jsx#L7-L7,claude,agent,feat,beforeEach(() => { realFetch = global.fetch; }),2026-05-30,0.13689253935660506,1
debpalash/OmniVoice-Studio,javascript,fa1503c4ebfac27e5475131e9570d4e356ab41c6,frontend/src/components/settings/SharingPanel.test.jsx,<anonymous>_7,after_each,8,8,1,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/fa1503c4ebfac27e5475131e9570d4e356ab41c6/frontend/src/components/settings/SharingPanel.test.jsx#L8-L8,claude,agent,feat,afterEach(() => { global.fetch = realFetch; }),2026-05-30,0.13689253935660506,1
debpalash/OmniVoice-Studio,javascript,13a379435823d4280378b35c31c7ef007833fcf4,frontend/src/utils/playback.test.js,<anonymous>_9,after_each,10,13,4,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/13a379435823d4280378b35c31c7ef007833fcf4/frontend/src/utils/playback.test.js#L10-L13,claude,agent,fix,"afterEach(() => {
  // Leave the singleton idle between tests.
  stopActivePlayback();
})",2026-06-11,0.1697467488021903,1
debpalash/OmniVoice-Studio,javascript,668d824e86929bfeaa257a78a0eb52b14462cb33,frontend/src/utils/breadcrumbs.test.js,<anonymous>_5,before_each,6,6,1,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/668d824e86929bfeaa257a78a0eb52b14462cb33/frontend/src/utils/breadcrumbs.test.js#L6-L6,claude,agent,feat,beforeEach(() => clearBreadcrumbs()),2026-06-11,0.1697467488021903,1
debpalash/OmniVoice-Studio,javascript,668d824e86929bfeaa257a78a0eb52b14462cb33,frontend/src/utils/bugReport.test.js,<anonymous>_41,before_each,42,45,4,,1,per_test,1,1,0,1,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/668d824e86929bfeaa257a78a0eb52b14462cb33/frontend/src/utils/bugReport.test.js#L42-L45,claude,agent,feat,"beforeEach(() => {
    // Backend down — the builder must still produce a usable URL.
    vi.stubGlobal('fetch', vi.fn().mockRejectedValue(new Error('ECONNREFUSED')));
  })",2026-06-11,0.1697467488021903,1
debpalash/OmniVoice-Studio,javascript,65fc5245dc0fdf455837c0feacba75414f2029d2,frontend/src/components/SegmentTrack.test.jsx,<anonymous>_14,before_each,15,18,4,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/65fc5245dc0fdf455837c0feacba75414f2029d2/frontend/src/components/SegmentTrack.test.jsx#L15-L18,claude,agent,feat,"beforeEach(() => {
  vi.stubGlobal('ResizeObserver', ResizeObserverStub);
  vi.spyOn(HTMLElement.prototype, 'clientWidth', 'get').mockReturnValue(1000);
})",2026-06-11,0.1697467488021903,1
debpalash/OmniVoice-Studio,javascript,7d7d07c8fc03acd3d7806ababf4335050feef3b4,frontend/src/test/aecFarEndBus.test.js,<anonymous>_8,before_each,9,17,9,,0,per_test,2,2,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/7d7d07c8fc03acd3d7806ababf4335050feef3b4/frontend/src/test/aecFarEndBus.test.js#L9-L17,claude,agent,feat,"beforeEach(() => {
    // Drain any leftover subscribers between tests (module singleton).
    while (farEndListenerCount() > 0) {
      // subscribe then immediately unsubscribe can't clear others; instead
      // rely on each test cleaning up its own. This guard just asserts a
      // clean baseline.
      break;
    }
  })",2026-06-12,0.17248459958932238,1
debpalash/OmniVoice-Studio,javascript,0a72a75ed299401f9ba96fe31f7f8ccbf7acd733,frontend/src/test/VoiceSelector.test.jsx,<anonymous>_17,before_each,18,22,5,,1,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/0a72a75ed299401f9ba96fe31f7f8ccbf7acd733/frontend/src/test/VoiceSelector.test.jsx#L18-L22,claude,agent,feat,"beforeEach(() => {
    window.localStorage.clear();
    // jsdom doesn't implement scrollIntoView; SearchableSelect calls it on open.
    window.HTMLElement.prototype.scrollIntoView = vi.fn();
  })",2026-06-14,0.17796030116358658,1
debpalash/OmniVoice-Studio,javascript,e297cbfee3149543999fdbd0fa83fad350f179fa,frontend/src/test/TranscriptionPicker.test.jsx,<anonymous>_12,before_each,13,16,4,,1,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/e297cbfee3149543999fdbd0fa83fad350f179fa/frontend/src/test/TranscriptionPicker.test.jsx#L13-L16,claude,agent,feat,"beforeEach(() => {
    localStorage.clear();
    window.HTMLElement.prototype.scrollIntoView = vi.fn();
  })",2026-06-14,0.17796030116358658,1
debpalash/OmniVoice-Studio,javascript,e297cbfee3149543999fdbd0fa83fad350f179fa,frontend/src/utils/transcriptionsStore.test.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/e297cbfee3149543999fdbd0fa83fad350f179fa/frontend/src/utils/transcriptionsStore.test.js#L7-L7,claude,agent,feat,beforeEach(() => localStorage.clear()),2026-06-14,0.17796030116358658,1
debpalash/OmniVoice-Studio,javascript,8e3c1a8bccdb5734d744c40935abbe39ab6534cc,frontend/src/test/useRealtimeEvents.test.jsx,<anonymous>_34,before_each,35,41,7,,0,per_test,1,2,0,1,0,1,https://github.com/debpalash/OmniVoice-Studio/blob/8e3c1a8bccdb5734d744c40935abbe39ab6534cc/frontend/src/test/useRealtimeEvents.test.jsx#L35-L41,claude,agent,fix,"beforeEach(() => {
    FakeWebSocket.instances = [];
    vi.stubGlobal('WebSocket', FakeWebSocket);
    if (!AbortSignal.timeout) {
      AbortSignal.timeout = () => new AbortController().signal;
    }
  })",2026-06-14,0.17796030116358658,1
debpalash/OmniVoice-Studio,javascript,8e3c1a8bccdb5734d744c40935abbe39ab6534cc,frontend/src/test/useRealtimeEvents.test.jsx,<anonymous>_42,after_each,43,46,4,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/8e3c1a8bccdb5734d744c40935abbe39ab6534cc/frontend/src/test/useRealtimeEvents.test.jsx#L43-L46,claude,agent,fix,"afterEach(() => {
    vi.unstubAllGlobals();
    vi.restoreAllMocks();
  })",2026-06-14,0.17796030116358658,1
debpalash/OmniVoice-Studio,javascript,62637cad95608c5883608a4e364b81bb218366f1,frontend/src/test/GoalBar.test.jsx,<anonymous>_71,before_each,72,72,1,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/62637cad95608c5883608a4e364b81bb218366f1/frontend/src/test/GoalBar.test.jsx#L72-L72,claude,agent,feat,beforeEach(() => { vi.restoreAllMocks(); }),2026-06-16,0.1834360027378508,1
debpalash/OmniVoice-Studio,javascript,62637cad95608c5883608a4e364b81bb218366f1,frontend/src/test/evaluateDonationPrompt.test.jsx,<anonymous>_27,before_each,28,32,5,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/62637cad95608c5883608a4e364b81bb218366f1/frontend/src/test/evaluateDonationPrompt.test.jsx#L28-L32,claude,agent,feat,"beforeEach(() => {
    resetDonation();
    toastCustom.mockClear();
    toastDismiss.mockClear();
  })",2026-06-16,0.1834360027378508,1
debpalash/OmniVoice-Studio,javascript,51ad469ef20471d00feda213daf025c76034d45d,frontend/src/test/ProjectsAudiobookPlayback.test.jsx,<anonymous>_29,before_each,30,35,6,,1,per_test,1,1,0,1,0,1,https://github.com/debpalash/OmniVoice-Studio/blob/51ad469ef20471d00feda213daf025c76034d45d/frontend/src/test/ProjectsAudiobookPlayback.test.jsx#L30-L35,claude,agent,fix,"beforeEach(() => {
    localStorage.clear();
    vi.clearAllMocks();
    fetchMock = vi.fn(async () => ({ ok: true, blob: async () => new Blob(['x']) }));
    vi.stubGlobal('fetch', fetchMock);
  })",2026-06-20,0.1943874058863792,1
debpalash/OmniVoice-Studio,javascript,51ad469ef20471d00feda213daf025c76034d45d,frontend/src/test/ProjectsAudiobookPlayback.test.jsx,<anonymous>_35,after_each,36,36,1,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/51ad469ef20471d00feda213daf025c76034d45d/frontend/src/test/ProjectsAudiobookPlayback.test.jsx#L36-L36,claude,agent,fix,afterEach(() => { vi.unstubAllGlobals(); vi.restoreAllMocks(); }),2026-06-20,0.1943874058863792,1
debpalash/OmniVoice-Studio,javascript,1f29e374be68a1779f1ae13ce46b766332adefb9,frontend/src/test/playBlobAudioFallback.test.js,<anonymous>_17,before_each,18,38,21,,1,per_test,1,1,0,1,1,0,https://github.com/debpalash/OmniVoice-Studio/blob/1f29e374be68a1779f1ae13ce46b766332adefb9/frontend/src/test/playBlobAudioFallback.test.js#L18-L38,claude,agent,fix,"beforeEach(() => {
    audioSrcs = [];
    // AudioContext whose decodeAudioData fails like WebView2 on a big m4b.
    global.AudioContext = class {
      state = 'running';
      destination = {};
      async resume() {}
      async decodeAudioData() { throw new DOMException('Unable to decode audio data', 'EncodingError'); }
      createBufferSource() { return { connect() {}, start() {}, stop() {} }; }
      close() {}
    };
    global.fetch = vi.fn(async () => ({
      ok: true,
      json: async () => ({ url: '/preview/x.audio', audioUrl: '/preview/x.wav' }),
    }));
    global.Audio = class {
      constructor(url) { this.src = url; audioSrcs.push(url); }
      play() { return Promise.resolve(); }
      pause() {}
    };
  })",2026-06-24,0.2053388090349076,1
debpalash/OmniVoice-Studio,javascript,dba8934aa2fc8700a33b7adce6a6737f958ae22f,frontend/src/test/openSettingsTab.test.js,<anonymous>_5,before_each,6,9,4,,0,per_test,1,1,0,0,0,0,https://github.com/debpalash/OmniVoice-Studio/blob/dba8934aa2fc8700a33b7adce6a6737f958ae22f/frontend/src/test/openSettingsTab.test.js#L6-L9,claude,agent,feat,"beforeEach(() => {
    useAppStore.getState().setMode('launchpad');
    useAppStore.getState().setPendingSettingsTab(null);
  })",2026-06-24,0.2053388090349076,1
