repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,reuse_count,has_teardown_pair,github_url,agent_type,commit_kind,is_complete_addition
openzipkin/zipkin,java,4fb8d5afeed32bd7af49bfac249e73bb4c56fbe5,zipkin-server/src/test/java/zipkin2/server/internal/elasticsearch/ZipkinElasticsearchStorageConfigurationTest.java,close,junit4_after,42,44,3,junit,0,per_test,1,2,0,0,0,1,0,https://github.com/openzipkin/zipkin/blob/4fb8d5afeed32bd7af49bfac249e73bb4c56fbe5/zipkin-server/src/test/java/zipkin2/server/internal/elasticsearch/ZipkinElasticsearchStorageConfigurationTest.java#L42-L44,human_pre2022,human,1
openzipkin/zipkin,java,4fb8d5afeed32bd7af49bfac249e73bb4c56fbe5,zipkin-storage/elasticsearch/src/test/java/zipkin2/elasticsearch/ElasticsearchAutocompleteTagsTest.java,setUp,junit5_before_each,41,45,5,junit,0,per_test,1,2,0,1,0,1,1,https://github.com/openzipkin/zipkin/blob/4fb8d5afeed32bd7af49bfac249e73bb4c56fbe5/zipkin-storage/elasticsearch/src/test/java/zipkin2/elasticsearch/ElasticsearchAutocompleteTagsTest.java#L41-L45,human_pre2022,human,1
openzipkin/zipkin,java,4fb8d5afeed32bd7af49bfac249e73bb4c56fbe5,zipkin-server/src/test/java/zipkin2/server/internal/activemq/ZipkinActiveMQCollectorConfigurationTest.java,<anonymous>_32,junit_rule,33,33,1,junit,0,per_test,1,1,0,0,0,1,0,https://github.com/openzipkin/zipkin/blob/4fb8d5afeed32bd7af49bfac249e73bb4c56fbe5/zipkin-server/src/test/java/zipkin2/server/internal/activemq/ZipkinActiveMQCollectorConfigurationTest.java#L33-L33,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,server/src/test/java/io/seata/server/lock/db/DataBaseLockStoreDAOTest.java,clearStoreDB,junit5_after_all,274,277,4,junit,0,per_class,1,2,0,0,0,2,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/server/src/test/java/io/seata/server/lock/db/DataBaseLockStoreDAOTest.java#L274-L277,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,tm/src/test/java/io/seata/tm/api/TransactionTemplateTest.java,assertHooks,junit5_after_each,68,71,4,junit,0,per_test,1,2,0,0,0,1,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/tm/src/test/java/io/seata/tm/api/TransactionTemplateTest.java#L68-L71,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,discovery/seata-discovery-etcd3/src/test/java/io/seata/discovery/registry/etcd/EtcdRegistryServiceImplTest.java,beforeClass,junit5_before_all,55,58,4,junit,0,per_class,1,2,0,0,0,2,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/discovery/seata-discovery-etcd3/src/test/java/io/seata/discovery/registry/etcd/EtcdRegistryServiceImplTest.java#L55-L58,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,server/src/test/java/io/seata/server/coordinator/DefaultCoreTest.java,releaseSessionManager,junit5_after_each,327,337,11,junit,0,per_test,3,3,0,0,0,1,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/server/src/test/java/io/seata/server/coordinator/DefaultCoreTest.java#L327-L337,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,seata-spring-boot-starter/src/test/java/io/seata/spring/boot/autoconfigure/PropertyBeanPostProcessorTest.java,springCloudAlibabaConfiguration,spring_bean,46,49,4,junit,0,per_class,1,2,0,1,0,5,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/seata-spring-boot-starter/src/test/java/io/seata/spring/boot/autoconfigure/PropertyBeanPostProcessorTest.java#L46-L49,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,server/src/test/java/io/seata/server/coordinator/DefaultCoordinatorTest.java,tearUp,junit5_before_each,104,107,4,junit,0,per_test,1,2,0,0,0,1,1,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/server/src/test/java/io/seata/server/coordinator/DefaultCoordinatorTest.java#L104-L107,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,config/seata-config-core/src/test/java/io.seata.config/ProConfigurationFactoryTest.java,afterAll,junit5_after_all,46,51,6,junit,0,per_class,1,2,0,0,0,1,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/config/seata-config-core/src/test/java/io.seata.config/ProConfigurationFactoryTest.java#L46-L51,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,sqlparser/seata-sqlparser-druid/src/test/java/io/seata/sqlparser/druid/DruidIsolationTest.java,afterClass,junit5_after_all,47,52,6,junit,0,per_class,1,2,0,0,0,1,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/sqlparser/seata-sqlparser-druid/src/test/java/io/seata/sqlparser/druid/DruidIsolationTest.java#L47-L52,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,test/src/test/java/io/seata/saga/engine/StateMachineAsyncTests.java,initApplicationContext,junit5_before_all,39,43,5,junit,0,per_class,1,2,0,1,0,1,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/test/src/test/java/io/seata/saga/engine/StateMachineAsyncTests.java#L39-L43,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,core/src/test/java/io/seata/core/rpc/ShutdownHookTest.java,beforeAll,junit5_before_all,41,44,4,junit,0,per_class,1,2,0,0,0,1,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/core/src/test/java/io/seata/core/rpc/ShutdownHookTest.java#L41-L44,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,rm-datasource/src/test/java/io/seata/rm/datasource/undo/mysql/MySQLUndoInsertExecutorTest.java,init,junit5_before_all,40,82,39,junit,2,per_class,1,2,0,8,0,1,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/rm-datasource/src/test/java/io/seata/rm/datasource/undo/mysql/MySQLUndoInsertExecutorTest.java#L40-L82,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,server/src/test/java/io/seata/server/coordinator/DefaultCoordinatorTest.java,afterClass,junit5_after_all,215,226,11,junit,0,per_class,3,3,0,0,0,2,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/server/src/test/java/io/seata/server/coordinator/DefaultCoordinatorTest.java#L215-L226,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,rm-datasource/src/test/java/io/seata/rm/datasource/sql/struct/TableRecordsTest.java,initBeforeEach,junit5_before_each,63,65,3,junit,0,per_test,1,2,0,0,0,1,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/rm-datasource/src/test/java/io/seata/rm/datasource/sql/struct/TableRecordsTest.java#L63-L65,human_pre2022,human,1
seata/seata,java,8397e90137ded9cf2937c7ede3de43ec248d333d,server/src/test/java/io/seata/server/session/db/DataBaseSessionManagerTest.java,start,junit5_before_all,57,82,20,junit,0,per_class,1,2,0,3,0,1,0,https://github.com/seata/seata/blob/8397e90137ded9cf2937c7ede3de43ec248d333d/server/src/test/java/io/seata/server/session/db/DataBaseSessionManagerTest.java#L57-L82,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,metadata/metadata-modeshape/src/test/java/com/thinkbiganalytics/metadata/modeshape/feed/security/JcrFeedRolesTest.java,createFeeds,junit4_before,91,134,37,junit,0,per_test,1,3,0,0,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/metadata/metadata-modeshape/src/test/java/com/thinkbiganalytics/metadata/modeshape/feed/security/JcrFeedRolesTest.java#L91-L134,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,security/security-auth-ldap/src/test/java/com/thinkbiganalytics/security/auth/ldap/LdapLoginModuleTestConfig.java,servicesLdapLoginConfiguration,spring_bean,55,59,5,junit,2,per_class,1,2,0,0,0,3,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/security/security-auth-ldap/src/test/java/com/thinkbiganalytics/security/auth/ldap/LdapLoginModuleTestConfig.java#L55-L59,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,security/security-auth/src/test/java/com/thinkbiganalytics/auth/jwt/JwtRememberMeServicesTest.java,setUp,junit4_before,62,70,8,junit,0,per_test,1,2,0,2,0,1,1,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/security/security-auth/src/test/java/com/thinkbiganalytics/auth/jwt/JwtRememberMeServicesTest.java#L62-L70,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,security/security-auth-ldap/src/test/java/com/thinkbiganalytics/security/auth/ad/ActiveDirectoryLoginModuleTestConfig.java,servicesLoginConfiguration,spring_bean,41,45,5,junit,2,per_class,1,2,0,0,0,2,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/security/security-auth-ldap/src/test/java/com/thinkbiganalytics/security/auth/ad/ActiveDirectoryLoginModuleTestConfig.java#L41-L45,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/test/java/com/thinkbiganalytics/ingest/CreateElasticsearchBackedHiveTableTest.java,setUp,junit4_before,60,69,9,junit,0,per_test,1,2,0,1,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-core-processors/src/test/java/com/thinkbiganalytics/ingest/CreateElasticsearchBackedHiveTableTest.java#L60-L69,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,integrations/spark/spark-job-profiler/spark-job-profiler-tests/src/test/java/com/thinkbiganalytics/spark/dataprofiler/testcases/BigDecimalColumnCase1Test.java,setUp,junit4_before,64,83,18,junit,0,per_test,1,2,0,5,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/integrations/spark/spark-job-profiler/spark-job-profiler-tests/src/test/java/com/thinkbiganalytics/spark/dataprofiler/testcases/BigDecimalColumnCase1Test.java#L64-L83,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-savepoint-processor-v1.2/src/test/java/com/thinkbiganalytics/nifi/v2/savepoint/TriggerSavepointTest.java,setup,junit4_before,70,99,21,junit,0,per_test,1,2,0,3,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/integrations/nifi/nifi-nar-bundles/nifi-core-bundle/nifi-savepoint-processor-v1.2/src/test/java/com/thinkbiganalytics/nifi/v2/savepoint/TriggerSavepointTest.java#L70-L99,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,integrations/jira/jira-rest-client/src/test/java/com/thinkbiganalytics/jira/JiraSpringTestConfig.java,dataSource,spring_bean,48,56,9,junit,0,per_class,1,2,0,1,0,4,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/integrations/jira/jira-rest-client/src/test/java/com/thinkbiganalytics/jira/JiraSpringTestConfig.java#L48-L56,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,commons/commons-hadoop/src/test/java/com/thinkbiganalytics/kylo/protocol/hadoop/HandlerTest.java,setUp,junit4_before,33,38,6,junit,0,per_test,1,2,0,0,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/commons/commons-hadoop/src/test/java/com/thinkbiganalytics/kylo/protocol/hadoop/HandlerTest.java#L33-L38,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,services/catalog-service/catalog-controller/src/test/java/com/thinkbiganalytics/kylo/catalog/rest/controller/ConnectorControllerTest.java,initMocks,junit4_before,85,91,7,junit,0,per_test,1,2,0,0,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/services/catalog-service/catalog-controller/src/test/java/com/thinkbiganalytics/kylo/catalog/rest/controller/ConnectorControllerTest.java#L85-L91,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,services/catalog-service/catalog-controller/src/test/java/com/thinkbiganalytics/kylo/catalog/rest/controller/DataSetControllerTest.java,initMocks,junit4_before,105,126,17,junit,4,per_test,2,2,0,0,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/services/catalog-service/catalog-controller/src/test/java/com/thinkbiganalytics/kylo/catalog/rest/controller/DataSetControllerTest.java#L105-L126,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,commons/commons-security/src/test/java/com/thinkbiganalytics/security/core/encrypt/EncryptedStringDeserializerTest.java,setup,junit4_before,66,71,6,junit,0,per_test,1,2,0,2,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/commons/commons-security/src/test/java/com/thinkbiganalytics/security/core/encrypt/EncryptedStringDeserializerTest.java#L66-L71,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,services/scheduler-service/scheduler-quartz/src/test/java/com/thinkbiganalytics/scheduler/quartz/SimpleSchedulerQuartzJobBeanSetupTest.java,setup,junit4_before,39,43,5,junit,2,per_test,1,2,0,0,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/services/scheduler-service/scheduler-quartz/src/test/java/com/thinkbiganalytics/scheduler/quartz/SimpleSchedulerQuartzJobBeanSetupTest.java#L39-L43,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,core/alerts/alerts-core/src/test/java/com/thinkbiganalytics/alerts/api/core/AggregatingAlertProviderTest.java,setUp,junit4_before,102,114,10,junit,0,per_test,1,2,0,4,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/core/alerts/alerts-core/src/test/java/com/thinkbiganalytics/alerts/api/core/AggregatingAlertProviderTest.java#L102-L114,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,services/scheduler-service/scheduler-quartz/src/test/java/com/thinkbiganalytics/scheduler/quartz/CustomQuartzSchedulerBeanTest.java,before,junit4_before,52,56,5,junit,0,per_test,1,2,0,1,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/services/scheduler-service/scheduler-quartz/src/test/java/com/thinkbiganalytics/scheduler/quartz/CustomQuartzSchedulerBeanTest.java#L52-L56,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,integrations/spark/spark-job-profiler/spark-job-profiler-tests/src/test/java/com/thinkbiganalytics/spark/dataprofiler/testcases/TopNCase3Test.java,tearDownClass,testng_after_class,42,45,4,junit,0,per_class,1,2,0,0,0,2,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/integrations/spark/spark-job-profiler/spark-job-profiler-tests/src/test/java/com/thinkbiganalytics/spark/dataprofiler/testcases/TopNCase3Test.java#L42-L45,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,services/feed-manager-service/feed-manager-controller/src/test/java/com/thinkbiganalytics/feedmgr/config/TestSpringConfiguration.java,clusterService,spring_bean,509,512,4,junit,0,per_class,1,2,0,1,0,60,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/services/feed-manager-service/feed-manager-controller/src/test/java/com/thinkbiganalytics/feedmgr/config/TestSpringConfiguration.java#L509-L512,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,plugins/sla-email/src/test/java/com/thinkbiganalytics/metadata/sla/TestConfiguration.java,velocityTemplateProvider,spring_bean,99,102,4,junit,0,per_class,1,2,0,1,0,6,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/plugins/sla-email/src/test/java/com/thinkbiganalytics/metadata/sla/TestConfiguration.java#L99-L102,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,services/catalog-service/catalog-core/src/test/java/com/thinkbiganalytics/kylo/catalog/file/CatalogFileManagerTest.java,<anonymous>_59,junit_rule,60,61,2,junit,0,per_test,1,1,0,2,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/services/catalog-service/catalog-core/src/test/java/com/thinkbiganalytics/kylo/catalog/file/CatalogFileManagerTest.java#L60-L61,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,services/feed-manager-service/feed-manager-controller/src/test/java/com/thinkbiganalytics/feedmgr/config/TestSpringConfiguration.java,metadataService,spring_bean,167,170,4,junit,2,per_class,1,2,0,0,0,60,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/services/feed-manager-service/feed-manager-controller/src/test/java/com/thinkbiganalytics/feedmgr/config/TestSpringConfiguration.java#L167-L170,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,commons/commons-spark/commons-spark-shell-plugin-shared/src/test/java/com/thinkbiganalytics/spark/scala/ScalaImportManagerTest.java,scalaImportManager,spring_bean,77,80,4,junit,0,per_class,1,2,0,1,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/commons/commons-spark/commons-spark-shell-plugin-shared/src/test/java/com/thinkbiganalytics/spark/scala/ScalaImportManagerTest.java#L77-L80,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,services/repository-service/src/test/java/com/thinkbiganalytics/repository/filesystem/RepositoryTestConfiguration.java,userService,spring_bean,82,83,2,junit,2,per_class,1,2,0,0,0,23,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/services/repository-service/src/test/java/com/thinkbiganalytics/repository/filesystem/RepositoryTestConfiguration.java#L82-L83,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,plugins/spark-livy-server/src/test/java/com/thinkbiganalytics/kylo/utils/TestKerberosUtils.java,kerberosSparkProperties,spring_bean,106,111,6,junit,0,per_class,1,2,0,1,0,3,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/plugins/spark-livy-server/src/test/java/com/thinkbiganalytics/kylo/utils/TestKerberosUtils.java#L106-L111,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,metadata/metadata-modeshape/src/test/java/com/thinkbiganalytics/metadata/modeshape/category/security/JcrCategoryAllowedActionsTestConfig.java,categoryProvider,spring_bean,74,78,5,junit,0,per_class,1,2,0,1,0,2,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/metadata/metadata-modeshape/src/test/java/com/thinkbiganalytics/metadata/modeshape/category/security/JcrCategoryAllowedActionsTestConfig.java#L74-L78,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,services/thrift-proxy-service/thrift-proxy-core/src/test/java/com/thinkbiganalytics/hive/service/RefreshableDataSourceTest.java,init,junit4_before,76,111,28,junit,12,per_test,1,2,0,2,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/services/thrift-proxy-service/thrift-proxy-core/src/test/java/com/thinkbiganalytics/hive/service/RefreshableDataSourceTest.java#L76-L111,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,integrations/spark/spark-job-profiler/spark-job-profiler-tests/src/test/java/com/thinkbiganalytics/spark/dataprofiler/testcases/StringColumnCase4Test.java,tearDownClass,testng_after_class,66,69,4,junit,0,per_class,1,2,0,0,0,1,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/integrations/spark/spark-job-profiler/spark-job-profiler-tests/src/test/java/com/thinkbiganalytics/spark/dataprofiler/testcases/StringColumnCase4Test.java#L66-L69,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,metadata/metadata-modeshape/src/test/java/com/thinkbiganalytics/metadata/modeshape/JcrPropertyTestConfig.java,feedManagerTemplateProvider,spring_bean,77,80,4,junit,0,per_class,1,2,0,1,0,9,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/metadata/metadata-modeshape/src/test/java/com/thinkbiganalytics/metadata/modeshape/JcrPropertyTestConfig.java#L77-L80,human_pre2022,human,1
teradata/kylo,java,0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c,security/security-auth-ldap/src/test/java/com/thinkbiganalytics/security/auth/ldap/LdapLoginModuleTestConfig.java,uiLdapLoginConfiguration,spring_bean,61,64,4,junit,2,per_class,1,2,0,0,0,3,0,https://github.com/teradata/kylo/blob/0ca8cf21e6020ea1fbca51d5da7eead5b2c4827c/security/security-auth-ldap/src/test/java/com/thinkbiganalytics/security/auth/ldap/LdapLoginModuleTestConfig.java#L61-L64,human_pre2022,human,1
