repo_name,language,commit_sha,file_path,fixture_name,fixture_type,start_line,end_line,loc,framework,num_mocks,scope,cyclomatic_complexity,max_nesting_depth,num_parameters,num_objects_instantiated,num_external_calls,num_comment_lines,comment_density,has_teardown_pair,fixture_type_kind,github_url,agent_type,commit_kind,commit_type,raw_source,commit_date,repo_age_at_commit_years,is_complete_addition
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/AllApplicationsCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/AllApplicationsCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/AllApplicationsCtrl.js,<anonymous>_7,before_each,8,18,9,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/AllApplicationsCtrl.js#L8-L18,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, _$location_){
        $location = _$location_;
        scope = $rootScope.$new();
        
        
        createController = function () {
            return $controller('AllApplicationsCtrl', {
                '$scope': scope
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ApplicationCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ApplicationCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ApplicationCtrl.js,<anonymous>_7,before_each,8,18,9,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ApplicationCtrl.js#L8-L18,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, _$location_){
        $location = _$location_;
        scope = $rootScope.$new();
        
        
        createController = function () {
            return $controller('ApplicationCtrl', {
                '$scope': scope
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ApplicationsCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ApplicationsCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ApplicationsCtrl.js,<anonymous>_7,before_each,8,18,9,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ApplicationsCtrl.js#L8-L18,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, _$location_){
        $location = _$location_;
        scope = $rootScope.$new();
        
        
        createController = function () {
            return $controller('ApplicationsCtrl', {
                '$scope': scope
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/BucketAssignmentModalCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/BucketAssignmentModalCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.bootstrap', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/BucketAssignmentModalCtrl.js,<anonymous>_7,before_each,8,24,17,,2,per_test,1,1,2,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/BucketAssignmentModalCtrl.js#L8-L24,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller){
        scope = $rootScope.$new();
        modal = {
            close: sinon.stub(),
            dismiss: sinon.stub()
        };
        buckets = [];
        experiment = 'angularjs';
        createController = function () {
            return $controller('BucketAssignmentModalCtrl', {
                '$scope': scope,
                '$modalInstance': modal,
                'buckets': buckets,
                'experiment': experiment
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/BucketModalCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/BucketModalCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/BucketModalCtrl.js,<anonymous>_7,before_each,8,35,26,,2,per_test,1,1,3,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/BucketModalCtrl.js#L8-L35,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, _$location_){
        $location = _$location_;
        scope = $rootScope.$new();
        
        modal = {
            close: sinon.stub(),
            dismiss: sinon.stub()
        };
        bucket = {
            name: 'something'
        };
        buckets = [];
        
        createController = function (isCreateBucket, isEditInDetails, isNoControl, bucketStatistics) {
            return $controller('BucketModalCtrl', {
                '$scope': scope,
                '$modalInstance': modal,
                'bucket': bucket,
                'experimentId': 1,
                'isCreateBucket': isCreateBucket || false,
                'isEditInDetails': isEditInDetails || false,
                'isNoControl': isNoControl || false,
                'bucketStatistics': bucketStatistics || false,
                'readOnly': false,
                'buckets': buckets
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/BucketsCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/BucketsCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/BucketsCtrl.js,<anonymous>_7,before_each,8,27,17,,2,per_test,1,1,3,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/BucketsCtrl.js#L8-L27,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, _$location_){
        $location = _$location_;
        scope = $rootScope.$new();
        
        modal = {
            close: sinon.stub(),
            dismiss: sinon.stub()
        };
        
        scope.experiment = {
            id: 1
        };
        
        createController = function () {
            return $controller('BucketsCtrl', {
                '$scope': scope,
                '$modalInstance': modal
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ChangeDateModalCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ChangeDateModalCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ChangeDateModalCtrl.js,<anonymous>_7,before_each,8,29,19,,2,per_test,1,1,3,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ChangeDateModalCtrl.js#L8-L29,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, _$location_){
        $location = _$location_;
        scope = $rootScope.$new();
        
        modal = {
            close: sinon.stub(),
            dismiss: sinon.stub()
        };
        
        scope.experiment = {
            id: 1,
            endTime: moment().format('YYYY-MM-DDTHH:mm:ssZZ')
        };
        
        createController = function (experiment) {
            return $controller('ChangeDateModalCtrl', {
                '$scope': scope,
                '$modalInstance': modal,
                'experiment': experiment || 1
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ChangeSamplingModalCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ChangeSamplingModalCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ChangeSamplingModalCtrl.js,<anonymous>_7,before_each,8,28,18,,2,per_test,1,1,3,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ChangeSamplingModalCtrl.js#L8-L28,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, _$location_){
        $location = _$location_;
        scope = $rootScope.$new();
        
        modal = {
            close: sinon.stub(),
            dismiss: sinon.stub()
        };
        
        scope.experiment = {
            id: 1
        };
        
        createController = function (experiment) {
            return $controller('ChangeSamplingModalCtrl', {
                '$scope': scope,
                '$modalInstance': modal,
                'experiment': experiment || 1
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/CloseBucketConfirmModalCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/CloseBucketConfirmModalCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.bootstrap', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/CloseBucketConfirmModalCtrl.js,<anonymous>_7,before_each,8,22,14,,2,per_test,1,1,2,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/CloseBucketConfirmModalCtrl.js#L8-L22,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller){
        modal = {
            close: sinon.stub(),
            dismiss: sinon.stub()
        };
        scope = $rootScope.$new();
        
        createController = function () {
            return $controller('CloseBucketConfirmModalCtrl', {
                '$scope': scope,
                '$modalInstance': modal,
                'bucketLabel': 'angularjs'
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/DatePickerCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/DatePickerCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/DatePickerCtrl.js,<anonymous>_7,before_each,8,23,14,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/DatePickerCtrl.js#L8-L23,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, _$location_){
        $location = _$location_;
        scope = $rootScope.$new();
        
        scope.experiment = {};
        event = {
            preventDefault: function(){},
            stopPropagation: function () {}
        };
        
        createController = function () {
            return $controller('DatePickerCtrl', {
                '$scope': scope
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/DialogModalCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/DialogModalCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/DialogModalCtrl.js,<anonymous>_7,before_each,8,34,25,,2,per_test,1,1,3,0,0,1,0.04,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/DialogModalCtrl.js#L8-L34,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, _$location_){
        $location = _$location_;
        scope = $rootScope.$new();
        
        scope.experiment = {};
        modal = {
            close: sinon.stub(),
            dismiss: sinon.stub()
        };
        options = {
            cancelLabel: true,
            okLabel: true,
            description: 'hello',
            header: 'ok',
            showCancel: true, // apparently this is ignored
            okCallback: function(){},
            cancelCallback: function(){}
        };
        
        createController = function () {
            return $controller('DialogModalCtrl', {
                '$scope': scope,
                '$modalInstance': modal,
                'options': options
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/EditApplicationModalCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/EditApplicationModalCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.bootstrap', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/EditApplicationModalCtrl.js,<anonymous>_7,before_each,8,22,15,,2,per_test,1,1,2,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/EditApplicationModalCtrl.js#L8-L22,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller){
        scope = $rootScope.$new();
        modal = {
            close: sinon.stub(),
            dismiss: sinon.stub()
        };
        scope.application = 'hello';
        createController = function () {
            return $controller('EditApplicationModalCtrl', {
                '$scope': scope,
                '$modalInstance': modal,
                'application': scope.application
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/EditApplicationOnPageCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/EditApplicationOnPageCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/EditApplicationOnPageCtrl.js,<anonymous>_7,before_each,8,17,9,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/EditApplicationOnPageCtrl.js#L8-L17,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, _$location_){
        $location = _$location_;
        scope = $rootScope.$new();
        
        createController = function () {
            return $controller('EditApplicationOnPageCtrl', {
                '$scope': scope
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/EmptyBucketConfirmModalCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/EmptyBucketConfirmModalCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/EmptyBucketConfirmModalCtrl.js,<anonymous>_7,before_each,8,24,15,,2,per_test,1,1,2,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/EmptyBucketConfirmModalCtrl.js#L8-L24,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller){
        scope = $rootScope.$new();
        
        modal = {
            close: sinon.stub(),
            dismiss: sinon.stub()
        };
        label = 'angularjs';
        
        createController = function () {
            return $controller('EmptyBucketConfirmModalCtrl', {
                '$scope': scope,
                '$modalInstance': modal,
                'bucketLabel': label
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ExperimentDetailsCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ExperimentDetailsCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ExperimentDetailsCtrl.js,<anonymous>_7,before_each,8,21,13,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ExperimentDetailsCtrl.js#L8-L21,human_pre2022,human,,"beforeEach(inject(function($rootScope, $controller, $stateParams){
        scope = $rootScope.$new();
        state = $stateParams;
        state['readonly'] = 'false';
        state['openedFromModal'] = 'false';

        createController = function () {
            return $controller('ExperimentDetailsCtrl', {
                '$scope': scope,
                '$stateParams': state,
                'simpleRuleEditing': false
            });
        };
    }))",2019-08-28,3.184120465434634,1
intuit/wasabi,javascript,56e12d5d656d071782c5d980e712d719e61891e8,modules/ui/test/spec/controllers/ExperimentModalCtrl.js,<anonymous>_6,before_each,7,7,1,,0,per_test,1,1,0,0,0,0,0.0,0,setup,https://github.com/intuit/wasabi/blob/56e12d5d656d071782c5d980e712d719e61891e8/modules/ui/test/spec/controllers/ExperimentModalCtrl.js#L7-L7,human_pre2022,human,,"beforeEach(module('wasabi', 'ui.router', 'wasabi.controllers'))",2019-08-28,3.184120465434634,1
